diamond_id,hour_i,frame_i,side,hourly_open_time,hourly_close_time,hourly_open,hourly_close,rsi,sar,stop_price,confirm_bar_open_time,confirm_time,entry_time,status
14,905,10872,-1,2023-09-27 14:00:00+00:00,2023-09-27 15:00:00+00:00,26626.9,26189.6,43.22288296030703,82.08606073431089,26633.6,2023-09-27 15:00:00+00:00,2023-09-27 15:05:00+00:00,2023-09-27 15:05:00+00:00,entered
15,941,11304,-1,2023-09-29 02:00:00+00:00,2023-09-29 03:00:00+00:00,27043.4,26896.0,55.57158627372377,80.37392431677812,27085.0,2023-09-29 03:00:00+00:00,2023-09-29 03:05:00+00:00,2023-09-29 03:05:00+00:00,entered
16,1001,12024,-1,2023-10-01 14:00:00+00:00,2023-10-01 15:00:00+00:00,27188.6,27117.6,55.42328488980181,73.93851002651843,27226.9,2023-10-01 15:00:00+00:00,2023-10-01 15:05:00+00:00,2023-10-01 15:05:00+00:00,entered
17,1025,12312,-1,2023-10-02 14:00:00+00:00,2023-10-02 15:00:00+00:00,28568.1,28308.6,65.11438916396449,88.77572645202625,28607.8,2023-10-02 15:50:00+00:00,2023-10-02 15:55:00+00:00,2023-10-02 15:55:00+00:00,entered
18,1098,13188,-1,2023-10-05 15:00:00+00:00,2023-10-05 16:00:00+00:00,27963.7,27550.6,44.03577471800508,72.52975003850479,27975.0,,,,occupied_skip
19,1196,14364,1,2023-10-09 17:00:00+00:00,2023-10-09 18:00:00+00:00,27404.9,27594.7,43.48044125751341,22.194604844661754,27350.0,,,,occupied_skip
20,1236,14844,1,2023-10-11 09:00:00+00:00,2023-10-11 10:00:00+00:00,27111.0,27288.9,48.08123951290283,23.769092856136012,27088.0,,,,occupied_skip
21,1250,15012,1,2023-10-11 23:00:00+00:00,2023-10-12 00:00:00+00:00,26791.5,26876.0,41.88681266286363,23.168686916500533,26760.5,2023-10-12 00:00:00+00:00,2023-10-12 00:05:00+00:00,2023-10-12 00:05:00+00:00,entered
22,1357,16296,-1,2023-10-16 10:00:00+00:00,2023-10-16 11:00:00+00:00,27772.6,27768.1,75.35540337713287,90.08925649189099,27789.9,,,,cancelled_stop
23,1443,17328,-1,2023-10-20 00:00:00+00:00,2023-10-20 01:00:00+00:00,28710.0,28633.3,56.4032983207286,70.03110200439133,28768.8,2023-10-20 01:00:00+00:00,2023-10-20 01:05:00+00:00,2023-10-20 01:05:00+00:00,entered
24,1455,17472,-1,2023-10-20 12:00:00+00:00,2023-10-20 13:00:00+00:00,29847.8,29519.4,64.54608190066705,82.2622309300874,29915.0,2023-10-20 15:40:00+00:00,2023-10-20 15:45:00+00:00,2023-10-20 15:45:00+00:00,entered
25,1487,17856,-1,2023-10-21 20:00:00+00:00,2023-10-21 21:00:00+00:00,30143.8,30016.6,61.65709544444935,74.5401935753871,30159.7,2023-10-21 23:05:00+00:00,2023-10-21 23:10:00+00:00,2023-10-21 23:10:00+00:00,entered
26,1524,18300,-1,2023-10-23 09:00:00+00:00,2023-10-23 10:00:00+00:00,30690.0,30485.7,58.06502879917628,78.2385813706249,30703.3,,,,cancelled_stop
27,1546,18564,-1,2023-10-24 07:00:00+00:00,2023-10-24 08:00:00+00:00,33990.8,34029.8,71.15351485187568,88.155097883248,34046.6,,,,cancelled_stop
28,1680,20172,-1,2023-10-29 21:00:00+00:00,2023-10-29 22:00:00+00:00,34584.0,34444.5,56.28308500854497,72.93812523933855,34669.0,,,,cancelled_stop
29,1768,21228,-1,2023-11-02 13:00:00+00:00,2023-11-02 14:00:00+00:00,35349.9,34929.5,44.29710701260776,72.8807636263448,35369.4,2023-11-02 14:00:00+00:00,2023-11-02 14:05:00+00:00,2023-11-02 14:05:00+00:00,entered
30,1835,22032,-1,2023-11-05 08:00:00+00:00,2023-11-05 09:00:00+00:00,35169.3,35035.7,54.19398750922953,72.41819960694646,35206.9,,,,occupied_skip
31,1901,22824,-1,2023-11-08 02:00:00+00:00,2023-11-08 03:00:00+00:00,35373.7,35301.1,56.43619261169289,72.87214447870511,35382.2,2023-11-08 03:25:00+00:00,2023-11-08 03:30:00+00:00,2023-11-08 03:30:00+00:00,entered
32,1933,23208,-1,2023-11-09 10:00:00+00:00,2023-11-09 11:00:00+00:00,36847.4,36762.3,69.37488469866794,80.13314007016035,37045.4,,,,cancelled_stop
33,1938,23268,-1,2023-11-09 15:00:00+00:00,2023-11-09 16:00:00+00:00,37904.4,37130.1,62.344800566408665,83.39838284076315,38036.0,2023-11-09 16:10:00+00:00,2023-11-09 16:15:00+00:00,2023-11-09 16:15:00+00:00,entered
34,2047,24576,1,2023-11-14 04:00:00+00:00,2023-11-14 05:00:00+00:00,36452.8,36510.3,40.846158018515524,25.01629464017806,36385.5,,,,occupied_skip
35,2072,24876,1,2023-11-15 05:00:00+00:00,2023-11-15 06:00:00+00:00,35591.7,35609.6,40.82835646151702,22.847912711323175,35544.2,,,,occupied_skip
36,2092,25116,-1,2023-11-16 01:00:00+00:00,2023-11-16 02:00:00+00:00,37772.1,37443.4,66.97246716291717,83.57811397803992,37777.8,,,,occupied_skip
37,2113,25368,1,2023-11-16 22:00:00+00:00,2023-11-16 23:00:00+00:00,35963.0,36212.2,38.44270350720193,27.305221145785424,35942.0,,,,occupied_skip
38,2192,26316,-1,2023-11-20 05:00:00+00:00,2023-11-20 06:00:00+00:00,37211.2,37140.2,61.84081518609078,81.36022220092912,37218.8,,,,occupied_skip
39,2227,26736,1,2023-11-21 16:00:00+00:00,2023-11-21 17:00:00+00:00,36972.5,37188.1,49.097557456359866,28.39422844583082,36755.7,,,,occupied_skip
40,2243,26928,1,2023-11-22 08:00:00+00:00,2023-11-22 09:00:00+00:00,36436.4,36559.4,46.861128118563656,23.153306522837624,36388.7,,,,occupied_skip
41,2265,27192,-1,2023-11-23 06:00:00+00:00,2023-11-23 07:00:00+00:00,37334.0,37278.5,56.76774326568673,70.74134563263453,37349.9,,,,occupied_skip
42,2299,27600,-1,2023-11-24 16:00:00+00:00,2023-11-24 17:00:00+00:00,38220.1,37733.3,56.1948511789466,78.44068597819232,38347.2,2023-11-24 17:00:00+00:00,2023-11-24 17:05:00+00:00,2023-11-24 17:05:00+00:00,entered
43,2350,28212,1,2023-11-26 19:00:00+00:00,2023-11-26 20:00:00+00:00,37247.9,37376.1,38.415189042837454,22.446785977421527,37226.9,,,,occupied_skip
44,2371,28464,1,2023-11-27 16:00:00+00:00,2023-11-27 17:00:00+00:00,36763.3,37085.4,43.0652621579289,23.26551531991788,36711.7,,,,occupied_skip
45,2402,28836,-1,2023-11-28 23:00:00+00:00,2023-11-29 00:00:00+00:00,37870.1,37821.5,57.84234818634551,77.00441131590264,37939.3,2023-11-29 00:00:00+00:00,2023-11-29 00:05:00+00:00,2023-11-29 00:05:00+00:00,entered
46,2463,29568,-1,2023-12-01 12:00:00+00:00,2023-12-01 13:00:00+00:00,38583.2,38364.9,59.85622763034726,79.41484760622814,38632.7,2023-12-01 13:50:00+00:00,2023-12-01 13:55:00+00:00,2023-12-01 13:55:00+00:00,entered
47,2501,30024,-1,2023-12-03 02:00:00+00:00,2023-12-03 03:00:00+00:00,39487.9,39368.7,64.04791898860628,82.63067459949929,39552.3,,,,cancelled_stop
48,2534,30420,-1,2023-12-04 11:00:00+00:00,2023-12-04 12:00:00+00:00,41981.0,41590.9,70.4051005099625,86.72058252562609,42170.8,2023-12-04 15:30:00+00:00,2023-12-04 15:35:00+00:00,2023-12-04 15:35:00+00:00,entered
49,2572,30876,-1,2023-12-06 01:00:00+00:00,2023-12-06 02:00:00+00:00,44147.5,43884.8,70.98079840408933,85.64925166458528,44150.0,2023-12-06 04:40:00+00:00,2023-12-06 04:45:00+00:00,2023-12-06 04:45:00+00:00,entered
50,2644,31740,-1,2023-12-09 01:00:00+00:00,2023-12-09 02:00:00+00:00,44194.1,44138.9,57.963256121849824,70.83311294783542,44219.3,,,,cancelled_stop
51,2712,32556,1,2023-12-11 21:00:00+00:00,2023-12-11 22:00:00+00:00,40867.2,41203.9,29.352374733386696,13.476692525405284,40850.0,2023-12-12 00:20:00+00:00,2023-12-12 00:25:00+00:00,2023-12-12 00:25:00+00:00,entered
52,2737,32856,1,2023-12-12 22:00:00+00:00,2023-12-12 23:00:00+00:00,41121.7,41251.6,44.42146456941142,29.946850980651845,41096.5,2023-12-12 23:20:00+00:00,2023-12-12 23:25:00+00:00,2023-12-12 23:25:00+00:00,entered
53,2764,33180,-1,2023-12-14 01:00:00+00:00,2023-12-14 02:00:00+00:00,42795.1,42851.1,69.45588217468907,75.87615405064588,42866.0,,,,cancelled_stop
54,2776,33324,-1,2023-12-14 13:00:00+00:00,2023-12-14 14:00:00+00:00,43089.5,42558.3,50.52459517393565,73.40798450396841,43098.2,2023-12-14 14:00:00+00:00,2023-12-14 14:05:00+00:00,2023-12-14 14:05:00+00:00,entered
55,2806,33684,1,2023-12-15 19:00:00+00:00,2023-12-15 20:00:00+00:00,42113.4,42100.6,39.75390518498409,28.40871746439491,41958.0,2023-12-15 22:00:00+00:00,2023-12-15 22:05:00+00:00,2023-12-15 22:05:00+00:00,entered
56,2841,34104,1,2023-12-17 06:00:00+00:00,2023-12-17 07:00:00+00:00,41900.0,42005.2,41.274027212176755,29.98750860322332,41803.0,,,,cancelled_stop
57,2851,34224,1,2023-12-17 16:00:00+00:00,2023-12-17 17:00:00+00:00,41820.5,42124.0,52.80518689242999,29.327384187440998,41692.5,2023-12-17 17:00:00+00:00,2023-12-17 17:05:00+00:00,2023-12-17 17:05:00+00:00,entered
58,2870,34452,1,2023-12-18 11:00:00+00:00,2023-12-18 12:00:00+00:00,40826.2,41117.4,41.25973947744126,22.505865043893365,40790.2,2023-12-18 13:25:00+00:00,2023-12-18 13:30:00+00:00,2023-12-18 13:30:00+00:00,entered
59,2889,34680,-1,2023-12-19 06:00:00+00:00,2023-12-19 07:00:00+00:00,42968.9,42920.8,64.25681810102469,74.96410368975103,42985.0,,,,cancelled_stop
60,2926,35124,-1,2023-12-20 19:00:00+00:00,2023-12-20 20:00:00+00:00,44162.0,43742.9,60.936543512162565,76.6913873902669,44278.3,2023-12-20 20:05:00+00:00,2023-12-20 20:10:00+00:00,2023-12-20 20:10:00+00:00,entered
61,3032,36396,1,2023-12-25 05:00:00+00:00,2023-12-25 06:00:00+00:00,43113.5,43243.6,42.78234497337888,22.327654364975942,43109.3,2023-12-25 06:00:00+00:00,2023-12-25 06:05:00+00:00,2023-12-25 06:05:00+00:00,entered
62,3072,36876,1,2023-12-26 21:00:00+00:00,2023-12-26 22:00:00+00:00,42145.0,42347.2,38.58898856615252,23.76305446981435,42126.0,2023-12-26 22:10:00+00:00,2023-12-26 22:15:00+00:00,2023-12-26 22:15:00+00:00,entered
63,3223,38688,-1,2024-01-02 04:00:00+00:00,2024-01-02 05:00:00+00:00,45397.4,45177.8,75.95398573574998,86.38627790089517,45448.0,,,,cancelled_stop
64,3264,39180,1,2024-01-03 21:00:00+00:00,2024-01-03 22:00:00+00:00,42723.0,42932.7,39.5520546067367,20.478045028495288,42574.0,2024-01-04 02:15:00+00:00,2024-01-04 02:20:00+00:00,2024-01-04 02:20:00+00:00,entered
65,3387,40656,-1,2024-01-09 00:00:00+00:00,2024-01-09 01:00:00+00:00,46969.9,46693.9,70.08675577470271,82.33926901011608,47162.0,2024-01-09 08:50:00+00:00,2024-01-09 08:55:00+00:00,2024-01-09 08:55:00+00:00,entered
66,3451,41424,-1,2024-01-11 16:00:00+00:00,2024-01-11 17:00:00+00:00,46795.7,46027.8,45.60678386547963,74.18652588112863,47036.0,2024-01-11 17:00:00+00:00,2024-01-11 17:05:00+00:00,2024-01-11 17:05:00+00:00,entered
67,3484,41820,1,2024-01-13 01:00:00+00:00,2024-01-13 02:00:00+00:00,42792.2,42675.2,24.264048728529374,18.53386003467412,42508.8,,,,cancelled_stop
68,3533,42408,1,2024-01-15 02:00:00+00:00,2024-01-15 03:00:00+00:00,42286.8,42412.6,43.81772624301801,22.778878328324723,42198.9,2024-01-15 03:20:00+00:00,2024-01-15 03:25:00+00:00,2024-01-15 03:25:00+00:00,entered
69,3631,43584,1,2024-01-19 04:00:00+00:00,2024-01-19 05:00:00+00:00,41065.8,41114.2,31.9057570205711,18.837363684157054,41049.0,2024-01-19 06:35:00+00:00,2024-01-19 06:40:00+00:00,2024-01-19 06:40:00+00:00,entered
70,3644,43740,1,2024-01-19 17:00:00+00:00,2024-01-19 18:00:00+00:00,40417.7,41236.0,46.75297986996472,25.13549812001297,40244.0,2024-01-19 18:00:00+00:00,2024-01-19 18:05:00+00:00,2024-01-19 18:05:00+00:00,entered
71,3710,44532,1,2024-01-22 11:00:00+00:00,2024-01-22 12:00:00+00:00,40704.2,40810.7,34.48569950435285,21.794170526733538,40668.2,,,,occupied_skip
72,3725,44712,1,2024-01-23 02:00:00+00:00,2024-01-23 03:00:00+00:00,39836.2,40067.1,40.919192372937665,24.438076117032793,39813.1,2024-01-23 03:00:00+00:00,2024-01-23 03:05:00+00:00,2024-01-23 03:05:00+00:00,entered
73,3738,44868,1,2024-01-23 15:00:00+00:00,2024-01-23 16:00:00+00:00,38770.1,39202.1,39.04413474071994,23.615377558556403,38769.6,2024-01-23 16:50:00+00:00,2024-01-23 16:55:00+00:00,2024-01-23 16:55:00+00:00,entered
74,3818,45828,-1,2024-01-26 23:00:00+00:00,2024-01-27 00:00:00+00:00,41904.2,41822.0,67.07604208388767,78.14977443265751,41977.4,2024-01-27 05:45:00+00:00,2024-01-27 05:50:00+00:00,2024-01-27 05:50:00+00:00,entered
75,3849,46200,-1,2024-01-28 06:00:00+00:00,2024-01-28 07:00:00+00:00,42560.0,42410.7,64.3630554001269,80.12713731418285,42580.0,,,,cancelled_stop
76,3903,46848,-1,2024-01-30 12:00:00+00:00,2024-01-30 13:00:00+00:00,43533.8,43397.6,59.68419652637519,72.85894104395175,43908.5,2024-01-30 13:15:00+00:00,2024-01-30 13:20:00+00:00,2024-01-30 13:20:00+00:00,entered
77,3928,47148,1,2024-01-31 13:00:00+00:00,2024-01-31 14:00:00+00:00,42624.9,42799.0,44.9617520524393,28.709555103726927,42519.0,,,,occupied_skip
78,4050,48612,-1,2024-02-05 15:00:00+00:00,2024-02-05 16:00:00+00:00,43197.3,42640.2,41.77268003215852,70.63054507176044,43197.3,,,,occupied_skip
79,4113,49368,-1,2024-02-08 06:00:00+00:00,2024-02-08 07:00:00+00:00,44564.4,44474.4,69.95612616697859,82.2651655516984,44587.5,,,,cancelled_stop
80,4123,49488,-1,2024-02-08 16:00:00+00:00,2024-02-08 17:00:00+00:00,45434.2,45066.2,66.37664797528811,81.42011481663522,45519.1,,,,cancelled_stop
81,4150,49812,-1,2024-02-09 19:00:00+00:00,2024-02-09 20:00:00+00:00,47604.3,47508.9,71.32707856070493,81.62494801049347,47669.9,,,,cancelled_stop
82,4180,50172,-1,2024-02-11 01:00:00+00:00,2024-02-11 02:00:00+00:00,47736.9,47630.4,58.6507255241442,71.84288118669599,47774.8,,,,cancelled_stop
83,4192,50316,-1,2024-02-11 13:00:00+00:00,2024-02-11 14:00:00+00:00,48302.1,48070.3,55.805826802060196,75.8047866530811,48370.0,2024-02-11 14:00:00+00:00,2024-02-11 14:05:00+00:00,2024-02-11 14:05:00+00:00,entered
84,4237,50856,-1,2024-02-13 10:00:00+00:00,2024-02-13 11:00:00+00:00,50215.8,49870.0,56.477445149784835,79.25697264127231,50234.5,2024-02-13 11:00:00+00:00,2024-02-13 11:05:00+00:00,2024-02-13 11:05:00+00:00,entered
85,4269,51240,-1,2024-02-14 18:00:00+00:00,2024-02-14 19:00:00+00:00,51676.7,51461.1,64.88569547571414,78.31870148019306,51700.0,,,,cancelled_stop
86,4340,52092,1,2024-02-17 17:00:00+00:00,2024-02-17 18:00:00+00:00,50955.8,51216.2,38.57919389746294,23.199234041629936,50951.0,2024-02-17 19:20:00+00:00,2024-02-17 19:25:00+00:00,2024-02-17 19:25:00+00:00,entered
87,4410,52932,-1,2024-02-20 15:00:00+00:00,2024-02-20 16:00:00+00:00,52055.7,51670.8,44.488103714981094,70.70272090348958,52105.4,2024-02-20 16:00:00+00:00,2024-02-20 16:05:00+00:00,2024-02-20 16:05:00+00:00,entered
88,4553,54648,1,2024-02-26 14:00:00+00:00,2024-02-26 15:00:00+00:00,51238.1,51705.8,58.119668705748666,28.43709803761007,51213.8,2024-02-26 15:00:00+00:00,2024-02-26 15:05:00+00:00,2024-02-26 15:05:00+00:00,entered
89,4568,54828,-1,2024-02-27 05:00:00+00:00,2024-02-27 06:00:00+00:00,55786.5,56100.0,78.11197468139196,89.38022036153026,56236.0,,,,cancelled_stop
90,4605,55272,-1,2024-02-28 18:00:00+00:00,2024-02-28 19:00:00+00:00,61436.2,61125.3,68.78863407661487,86.7966834267728,61600.0,2024-02-28 20:20:00+00:00,2024-02-28 20:25:00+00:00,2024-02-28 20:25:00+00:00,entered
91,4712,56556,-1,2024-03-04 05:00:00+00:00,2024-03-04 06:00:00+00:00,63675.5,63396.8,62.315954279305515,75.24670054002483,63757.6,,,,cancelled_stop
92,4733,56808,-1,2024-03-05 02:00:00+00:00,2024-03-05 03:00:00+00:00,68597.0,68218.3,76.06724196953058,86.40868252718234,68631.1,2024-03-05 04:45:00+00:00,2024-03-05 04:50:00+00:00,2024-03-05 04:50:00+00:00,entered
93,4759,57120,1,2024-03-06 04:00:00+00:00,2024-03-06 05:00:00+00:00,63290.1,64610.6,49.0669700164888,25.87832141600856,63277.2,2024-03-06 05:00:00+00:00,2024-03-06 05:05:00+00:00,2024-03-06 05:05:00+00:00,entered
94,4864,58380,-1,2024-03-10 13:00:00+00:00,2024-03-10 14:00:00+00:00,69800.2,69339.5,56.970890381686445,76.35604446802135,69864.4,2024-03-10 14:00:00+00:00,2024-03-10 14:05:00+00:00,2024-03-10 14:05:00+00:00,entered
95,4898,58788,-1,2024-03-11 23:00:00+00:00,2024-03-12 00:00:00+00:00,72483.4,72116.6,60.833508081241064,76.80604914945602,72494.4,2024-03-12 00:55:00+00:00,2024-03-12 01:00:00+00:00,2024-03-12 01:00:00+00:00,entered
96,4935,59232,-1,2024-03-13 12:00:00+00:00,2024-03-13 13:00:00+00:00,73099.0,72822.0,58.37234138387661,70.86574295281457,73223.7,2024-03-13 13:25:00+00:00,2024-03-13 13:30:00+00:00,2024-03-13 13:30:00+00:00,entered
97,4968,59628,1,2024-03-14 21:00:00+00:00,2024-03-14 22:00:00+00:00,70742.6,71105.7,43.027286199603736,22.68290814482141,70277.3,2024-03-14 22:05:00+00:00,2024-03-14 22:10:00+00:00,2024-03-14 22:10:00+00:00,entered
98,4984,59820,1,2024-03-15 13:00:00+00:00,2024-03-15 14:00:00+00:00,67915.4,68461.9,42.90045939911409,25.744344533685307,67392.1,2024-03-15 14:00:00+00:00,2024-03-15 14:05:00+00:00,2024-03-15 14:05:00+00:00,entered
99,5020,60252,1,2024-03-17 01:00:00+00:00,2024-03-17 02:00:00+00:00,65244.6,66198.8,38.09830026084996,25.809753501588077,65244.6,,,,cancelled_stop
100,5079,60960,1,2024-03-19 12:00:00+00:00,2024-03-19 13:00:00+00:00,63102.2,63625.1,31.376193388110153,19.711924677076098,63017.4,,,,cancelled_stop
101,5098,61188,1,2024-03-20 07:00:00+00:00,2024-03-20 08:00:00+00:00,61754.1,62951.8,46.04560257942478,29.354640219223242,61736.6,2024-03-20 08:00:00+00:00,2024-03-20 08:05:00+00:00,2024-03-20 08:05:00+00:00,entered
102,5118,61428,-1,2024-03-21 03:00:00+00:00,2024-03-21 04:00:00+00:00,67550.1,66674.5,58.87194680749039,71.61076248846587,67771.0,2024-03-21 04:00:00+00:00,2024-03-21 04:05:00+00:00,2024-03-21 04:05:00+00:00,entered
103,5158,61908,1,2024-03-22 19:00:00+00:00,2024-03-22 20:00:00+00:00,63757.2,63861.8,41.198197528621336,23.967873145545,63442.5,,,,cancelled_stop
104,5217,62616,-1,2024-03-25 06:00:00+00:00,2024-03-25 07:00:00+00:00,67355.4,67155.7,63.93438540506115,73.97024285968422,67410.6,2024-03-25 07:50:00+00:00,2024-03-25 07:55:00+00:00,2024-03-25 07:55:00+00:00,entered
105,5232,62796,-1,2024-03-25 21:00:00+00:00,2024-03-25 22:00:00+00:00,70934.0,69887.1,66.37069780575764,84.59872851354962,70956.9,,,,cancelled_stop
106,5299,63600,-1,2024-03-28 16:00:00+00:00,2024-03-28 17:00:00+00:00,71310.0,70721.5,56.07912330949479,72.19176100881177,71350.0,2024-03-28 18:50:00+00:00,2024-03-28 18:55:00+00:00,2024-03-28 18:55:00+00:00,entered
107,5380,64572,-1,2024-04-01 01:00:00+00:00,2024-04-01 02:00:00+00:00,71210.5,70848.0,56.019015609151815,73.22043147151422,71252.1,2024-04-01 02:00:00+00:00,2024-04-01 02:05:00+00:00,2024-04-01 02:05:00+00:00,entered
108,5398,64788,1,2024-04-01 19:00:00+00:00,2024-04-01 20:00:00+00:00,68918.9,69642.5,49.64090011072257,26.524462071692938,68880.8,2024-04-01 20:00:00+00:00,2024-04-01 20:05:00+00:00,2024-04-01 20:05:00+00:00,entered
109,5419,65040,1,2024-04-02 16:00:00+00:00,2024-04-02 17:00:00+00:00,64889.6,65543.9,33.279416588680675,18.287011208378573,64555.6,2024-04-02 18:50:00+00:00,2024-04-02 18:55:00+00:00,2024-04-02 18:55:00+00:00,entered
110,5471,65664,-1,2024-04-04 20:00:00+00:00,2024-04-04 21:00:00+00:00,68488.2,67939.8,62.49363701252684,80.64819647914476,68547.8,2024-04-04 21:40:00+00:00,2024-04-04 21:45:00+00:00,2024-04-04 21:45:00+00:00,entered
111,5529,66360,-1,2024-04-07 06:00:00+00:00,2024-04-07 07:00:00+00:00,69410.9,69255.1,64.09085046573617,75.56558843856797,69434.6,,,,cancelled_stop
112,5541,66504,-1,2024-04-07 18:00:00+00:00,2024-04-07 19:00:00+00:00,69814.2,69410.1,55.45752361804341,75.09409885724281,69853.3,2024-04-07 19:00:00+00:00,2024-04-07 19:05:00+00:00,2024-04-07 19:05:00+00:00,entered
113,5564,66780,-1,2024-04-08 17:00:00+00:00,2024-04-08 18:00:00+00:00,71745.4,71706.2,66.68888595029216,83.09566411182348,71817.9,,,,cancelled_stop
114,5593,67128,1,2024-04-09 22:00:00+00:00,2024-04-09 23:00:00+00:00,69216.1,69324.1,37.816474125344506,22.11003261378883,69145.1,,,,cancelled_stop
115,5611,67344,1,2024-04-10 16:00:00+00:00,2024-04-10 17:00:00+00:00,68658.0,69525.1,53.90226873379029,28.44629151312344,68561.0,2024-04-10 17:00:00+00:00,2024-04-10 17:05:00+00:00,2024-04-10 17:05:00+00:00,entered
116,5669,68040,1,2024-04-13 02:00:00+00:00,2024-04-13 03:00:00+00:00,65903.9,66531.6,31.074353359278675,16.870946929278546,65888.1,2024-04-13 04:15:00+00:00,2024-04-13 04:20:00+00:00,2024-04-13 04:20:00+00:00,entered
117,5694,68340,1,2024-04-14 03:00:00+00:00,2024-04-14 04:00:00+00:00,63095.6,63430.9,35.36833273565509,16.090535820769162,62150.2,2024-04-14 05:10:00+00:00,2024-04-14 05:15:00+00:00,2024-04-14 05:15:00+00:00,entered
118,5781,69384,1,2024-04-17 18:00:00+00:00,2024-04-17 19:00:00+00:00,61290.4,61449.9,39.622797883512234,22.931881238789018,61168.7,,,,cancelled_stop
119,5898,70788,-1,2024-04-22 15:00:00+00:00,2024-04-22 16:00:00+00:00,66032.4,65996.8,60.522906316586386,73.27940025379883,66094.8,,,,cancelled_stop
120,5909,70920,-1,2024-04-23 02:00:00+00:00,2024-04-23 03:00:00+00:00,66780.0,66619.5,59.16199102032845,73.79804994424848,66900.0,2024-04-23 03:35:00+00:00,2024-04-23 03:40:00+00:00,2024-04-23 03:40:00+00:00,entered
121,5955,71472,1,2024-04-25 00:00:00+00:00,2024-04-25 01:00:00+00:00,64288.2,64548.4,38.055581550214285,22.360974180463742,64230.0,,,,cancelled_stop
122,6011,72144,1,2024-04-27 08:00:00+00:00,2024-04-27 09:00:00+00:00,62965.4,63016.7,38.97206209282103,29.0000153401824,62914.3,,,,cancelled_stop
123,6063,72768,1,2024-04-29 12:00:00+00:00,2024-04-29 13:00:00+00:00,62268.0,62619.5,43.506356157801854,25.48770687215098,62054.0,2024-04-29 13:00:00+00:00,2024-04-29 13:05:00+00:00,2024-04-29 13:05:00+00:00,entered
124,6079,72960,-1,2024-04-30 04:00:00+00:00,2024-04-30 05:00:00+00:00,63668.1,63427.3,52.099798056726364,71.72897407522137,63723.8,2024-04-30 05:00:00+00:00,2024-04-30 05:05:00+00:00,2024-04-30 05:05:00+00:00,entered
125,6096,73164,1,2024-04-30 21:00:00+00:00,2024-04-30 22:00:00+00:00,59960.8,60170.0,35.3681272475326,21.960478616614893,59952.8,2024-04-30 22:30:00+00:00,2024-04-30 22:35:00+00:00,2024-04-30 22:35:00+00:00,entered
126,6116,73404,1,2024-05-01 17:00:00+00:00,2024-05-01 18:00:00+00:00,57045.6,57439.9,35.01146106292397,20.195193839925338,56617.1,2024-05-01 18:05:00+00:00,2024-05-01 18:10:00+00:00,2024-05-01 18:10:00+00:00,entered
