trade_id,side,entry_i,exit_i,entry_time,exit_time,entry_price,stop_price,target_price,exit_price,risk_pct,gross_return,net_return,gross_r,net_r,reason,dual_touch,holding_bars,diamond_open_time,diamond_close_time,confirm_time,wait_bars
20,-1,23268,27534,2023-11-09 16:00:00+00:00,2023-11-24 11:30:00+00:00,37130.1,38036.0,34412.399999999994,38036.0,0.02439799515756762,-0.02439799515756762,-0.02639799515756762,-1.0,-1.0819739485594435,stop,False,4267,2023-11-09 15:00:00+00:00,2023-11-09 16:00:00+00:00,,0
21,-1,27600,28784,2023-11-24 17:00:00+00:00,2023-11-28 19:40:00+00:00,37733.3,38347.2,35891.60000000002,38347.2,0.01626944900127988,-0.01626944900127988,-0.01826944900127988,-1.0,-1.1229297931259175,stop,False,1185,2023-11-24 16:00:00+00:00,2023-11-24 17:00:00+00:00,,0
22,-1,28836,28848,2023-11-29 00:00:00+00:00,2023-11-29 01:00:00+00:00,37821.5,37939.3,37468.09999999999,37939.3,0.003114630567270016,-0.003114630567270016,-0.005114630567270016,-1.0,-1.642130730050918,stop,False,13,2023-11-28 23:00:00+00:00,2023-11-29 00:00:00+00:00,,0
23,-1,29568,29608,2023-12-01 13:00:00+00:00,2023-12-01 16:20:00+00:00,38364.9,38632.7,37561.500000000015,38632.7,0.006980338799266924,-0.006980338799266924,-0.008980338799266924,-1.0,-1.286519044062738,stop,False,41,2023-12-01 12:00:00+00:00,2023-12-01 13:00:00+00:00,,0
24,-1,30024,30119,2023-12-03 03:00:00+00:00,2023-12-03 10:55:00+00:00,39368.7,39552.3,38817.89999999998,39552.3,0.004663603319388393,-0.004663603319388393,-0.006663603319388393,-1.0,-1.428852941176457,stop,False,96,2023-12-03 02:00:00+00:00,2023-12-03 03:00:00+00:00,,0
25,-1,30420,30542,2023-12-04 12:00:00+00:00,2023-12-04 22:10:00+00:00,41590.9,42170.8,39851.2,42170.8,0.013942953867312355,-0.013942953867312355,-0.015942953867312357,-1.0,-1.1434416278668733,stop,False,123,2023-12-04 11:00:00+00:00,2023-12-04 12:00:00+00:00,,0
26,-1,30876,30976,2023-12-06 02:00:00+00:00,2023-12-06 10:20:00+00:00,43884.9,44150.0,43089.600000000006,44150.0,0.006040802189363506,-0.006040802189363506,-0.008040802189363507,-1.0,-1.3310818559034348,stop,False,101,2023-12-06 01:00:00+00:00,2023-12-06 02:00:00+00:00,,0
27,-1,31740,31741,2023-12-09 02:00:00+00:00,2023-12-09 02:05:00+00:00,44138.9,44219.3,43897.7,44219.3,0.001821522511888639,-0.001821522511888639,-0.003821522511888639,-1.0,-2.097982587064657,stop,False,2,2023-12-09 01:00:00+00:00,2023-12-09 02:00:00+00:00,,0
28,1,32556,32789,2023-12-11 22:00:00+00:00,2023-12-12 17:25:00+00:00,41203.8,40850.0,42265.20000000001,40850.0,0.008586586674044697,-0.008586586674044697,-0.010586586674044697,-1.0,-1.2329214245336328,stop,False,234,2023-12-11 21:00:00+00:00,2023-12-11 22:00:00+00:00,,0
29,1,32856,32885,2023-12-12 23:00:00+00:00,2023-12-13 01:25:00+00:00,41251.6,41096.5,41716.899999999994,41096.5,0.0037598541632324215,-0.0037598541632324215,-0.0057598541632324215,-1.0,-1.5319355254674454,stop,False,30,2023-12-12 22:00:00+00:00,2023-12-12 23:00:00+00:00,,0
30,-1,33180,33180,2023-12-14 02:00:00+00:00,2023-12-14 02:00:00+00:00,42851.2,42866.0,42806.79999999999,42866.0,0.00034538122619676723,-0.00034538122619676723,-0.002345381226196767,-1.0,-6.790702702701563,stop,True,1,2023-12-14 01:00:00+00:00,2023-12-14 02:00:00+00:00,,0
31,-1,33324,33366,2023-12-14 14:00:00+00:00,2023-12-14 17:30:00+00:00,42558.4,43098.2,40939.000000000015,43098.2,0.012683747509304759,-0.012683747509304759,-0.014683747509304759,-1.0,-1.1576821044831431,stop,False,43,2023-12-14 13:00:00+00:00,2023-12-14 14:00:00+00:00,,0
32,1,33684,33714,2023-12-15 20:00:00+00:00,2023-12-15 22:30:00+00:00,42100.6,41958.0,42528.399999999994,41958.0,0.0033871251241074604,-0.0033871251241074604,-0.00538712512410746,-1.0,-1.5904712482468502,stop,False,31,2023-12-15 19:00:00+00:00,2023-12-15 20:00:00+00:00,,0
33,1,34104,34118,2023-12-17 07:00:00+00:00,2023-12-17 08:10:00+00:00,42004.7,41803.0,42609.79999999999,41803.0,0.004801843603215761,-0.004801843603215761,-0.006801843603215761,-1.0,-1.416506693108583,stop,False,15,2023-12-17 06:00:00+00:00,2023-12-17 07:00:00+00:00,,0
34,1,34224,34290,2023-12-17 17:00:00+00:00,2023-12-17 22:30:00+00:00,42124.0,41692.5,43418.5,41692.5,0.010243566612857278,-0.010243566612857278,-0.012243566612857278,-1.0,-1.19524449594438,stop,False,67,2023-12-17 16:00:00+00:00,2023-12-17 17:00:00+00:00,,0
35,1,34452,34560,2023-12-18 12:00:00+00:00,2023-12-18 21:00:00+00:00,41117.3,40790.2,42098.60000000002,42098.60000000002,0.00795528889299652,0.02386586667898956,0.021865866678989557,3.0,2.748594925099362,target,False,109,2023-12-18 11:00:00+00:00,2023-12-18 12:00:00+00:00,,0
36,-1,34680,34682,2023-12-19 07:00:00+00:00,2023-12-19 07:10:00+00:00,42920.8,42985.0,42728.20000000001,42985.0,0.0014957782706752224,-0.0014957782706752224,-0.0034957782706752224,-1.0,-2.3370965732087834,stop,False,3,2023-12-19 06:00:00+00:00,2023-12-19 07:00:00+00:00,,0
37,-1,35124,35481,2023-12-20 20:00:00+00:00,2023-12-22 01:45:00+00:00,43742.9,44278.3,42136.7,44278.3,0.012239700614271149,-0.012239700614271149,-0.014239700614271149,-1.0,-1.1634026895778853,stop,False,358,2023-12-20 19:00:00+00:00,2023-12-20 20:00:00+00:00,,0
38,1,36396,36432,2023-12-25 06:00:00+00:00,2023-12-25 09:00:00+00:00,43243.7,43109.3,43646.89999999998,43109.3,0.0031079671720966105,-0.0031079671720966105,-0.005107967172096611,-1.0,-1.6435074404762184,stop,False,37,2023-12-25 05:00:00+00:00,2023-12-25 06:00:00+00:00,,0
39,1,36876,36942,2023-12-26 22:00:00+00:00,2023-12-27 03:30:00+00:00,42347.1,42126.0,43010.399999999994,42126.0,0.005221136748443189,-0.005221136748443189,-0.007221136748443189,-1.0,-1.3830583446404368,stop,False,67,2023-12-26 21:00:00+00:00,2023-12-26 22:00:00+00:00,,0
40,-1,38688,38716,2024-01-02 05:00:00+00:00,2024-01-02 07:20:00+00:00,45177.7,45448.0,44366.79999999999,45448.0,0.005983040305283424,-0.005983040305283424,-0.007983040305283424,-1.0,-1.3342782093969627,stop,False,29,2024-01-02 04:00:00+00:00,2024-01-02 05:00:00+00:00,,0
41,1,39180,39389,2024-01-03 22:00:00+00:00,2024-01-04 15:25:00+00:00,42932.7,42574.0,44008.79999999999,44008.79999999999,0.008354936912889176,0.025064810738667526,0.023064810738667528,3.0,2.760620574296067,target,False,210,2024-01-03 21:00:00+00:00,2024-01-03 22:00:00+00:00,,0
42,-1,40656,40898,2024-01-09 01:00:00+00:00,2024-01-09 21:10:00+00:00,46693.8,47162.0,45289.20000000001,47162.0,0.010027027142789772,-0.010027027142789772,-0.012027027142789772,-1.0,-1.199460914139258,stop,False,243,2024-01-09 00:00:00+00:00,2024-01-09 01:00:00+00:00,,0
43,-1,41424,41772,2024-01-11 17:00:00+00:00,2024-01-12 22:00:00+00:00,46027.8,47036.0,43003.20000000001,43003.20000000001,0.02190415357675138,0.06571246073025414,0.06371246073025413,3.0,2.9086931164451495,target,False,349,2024-01-11 16:00:00+00:00,2024-01-11 17:00:00+00:00,,0
44,1,41820,41833,2024-01-13 02:00:00+00:00,2024-01-13 03:05:00+00:00,42675.8,42508.8,43176.8,42508.8,0.003913224825310832,-0.003913224825310832,-0.005913224825310832,-1.0,-1.5110874251497006,stop,False,14,2024-01-13 01:00:00+00:00,2024-01-13 02:00:00+00:00,,0
45,1,42408,42550,2024-01-15 03:00:00+00:00,2024-01-15 14:50:00+00:00,42412.6,42198.9,43053.69999999999,42198.9,0.005038597020696612,-0.005038597020696612,-0.007038597020696612,-1.0,-1.3969358914365988,stop,False,143,2024-01-15 02:00:00+00:00,2024-01-15 03:00:00+00:00,,0
46,1,43584,43603,2024-01-19 05:00:00+00:00,2024-01-19 06:35:00+00:00,41114.3,41049.0,41310.20000000001,41310.20000000001,0.00158825518128736,0.00476476554386208,0.00276476554386208,3.0,1.7407565084227208,target,False,20,2024-01-19 04:00:00+00:00,2024-01-19 05:00:00+00:00,,0
47,1,43740,44613,2024-01-19 18:00:00+00:00,2024-01-22 18:45:00+00:00,41236.0,40244.0,44212.0,40244.0,0.0240566495295373,-0.0240566495295373,-0.026056649529537297,-1.0,-1.0831370967741936,stop,False,874,2024-01-19 17:00:00+00:00,2024-01-19 18:00:00+00:00,,0
48,1,44712,44765,2024-01-23 03:00:00+00:00,2024-01-23 07:25:00+00:00,40067.1,39813.1,40829.1,39813.1,0.00633936571401474,-0.00633936571401474,-0.008339365714014741,-1.0,-1.315488976377953,stop,False,54,2024-01-23 02:00:00+00:00,2024-01-23 03:00:00+00:00,,0
49,1,44868,45093,2024-01-23 16:00:00+00:00,2024-01-24 10:45:00+00:00,39202.1,38769.6,40499.6,40499.6,0.011032572234650696,0.03309771670395208,0.03109771670395208,3.0,2.8187186127167627,target,False,226,2024-01-23 15:00:00+00:00,2024-01-23 16:00:00+00:00,,0
50,-1,45828,46063,2024-01-27 00:00:00+00:00,2024-01-27 19:35:00+00:00,41822.0,41977.4,41355.799999999996,41977.4,0.0037157476926020145,-0.0037157476926020145,-0.005715747692602014,-1.0,-1.538249678249673,stop,False,236,2024-01-26 23:00:00+00:00,2024-01-27 00:00:00+00:00,,0
51,-1,46200,46220,2024-01-28 07:00:00+00:00,2024-01-28 08:40:00+00:00,42410.7,42580.0,41902.79999999999,42580.0,0.003991917134119525,-0.003991917134119525,-0.005991917134119525,-1.0,-1.50101240401653,stop,False,21,2024-01-28 06:00:00+00:00,2024-01-28 07:00:00+00:00,,0
52,-1,46848,49239,2024-01-30 13:00:00+00:00,2024-02-07 20:15:00+00:00,43397.6,43908.5,41864.899999999994,43908.5,0.011772540416981617,-0.011772540416981617,-0.013772540416981617,-1.0,-1.1698868663143467,stop,False,2392,2024-01-30 12:00:00+00:00,2024-01-30 13:00:00+00:00,,0
53,-1,49368,49380,2024-02-08 07:00:00+00:00,2024-02-08 08:00:00+00:00,44474.7,44587.5,44136.29999999999,44587.5,0.002536273431861326,-0.002536273431861326,-0.004536273431861327,-1.0,-1.7885585106382775,stop,False,13,2024-02-08 06:00:00+00:00,2024-02-08 07:00:00+00:00,,0
54,-1,49488,49527,2024-02-08 17:00:00+00:00,2024-02-08 20:15:00+00:00,45066.2,45519.1,43707.49999999999,45519.1,0.010049660277547286,-0.010049660277547286,-0.012049660277547286,-1.0,-1.1990117023625517,stop,False,40,2024-02-08 16:00:00+00:00,2024-02-08 17:00:00+00:00,,0
55,-1,49812,49814,2024-02-09 20:00:00+00:00,2024-02-09 20:10:00+00:00,47509.0,47669.9,47026.299999999996,47669.9,0.0033867267254625746,-0.0033867267254625746,-0.005386726725462575,-1.0,-1.5905407085146002,stop,False,3,2024-02-09 19:00:00+00:00,2024-02-09 20:00:00+00:00,,0
56,-1,50172,50174,2024-02-11 02:00:00+00:00,2024-02-11 02:10:00+00:00,47630.4,47774.8,47197.2,47774.8,0.003031677248144073,-0.003031677248144073,-0.005031677248144073,-1.0,-1.6597008310249242,stop,False,3,2024-02-11 01:00:00+00:00,2024-02-11 02:00:00+00:00,,0
57,-1,50316,50354,2024-02-11 14:00:00+00:00,2024-02-11 17:10:00+00:00,48070.3,48370.0,47171.20000000001,48370.0,0.006234618881096999,-0.006234618881096999,-0.008234618881097,-1.0,-1.3207894561227926,stop,False,39,2024-02-11 13:00:00+00:00,2024-02-11 14:00:00+00:00,,0
58,-1,50856,50896,2024-02-13 11:00:00+00:00,2024-02-13 14:20:00+00:00,49870.0,50234.5,48776.5,48776.5,0.007309003408863044,0.021927010226589133,0.01992701022658913,3.0,2.7263648834019203,target,False,41,2024-02-13 10:00:00+00:00,2024-02-13 11:00:00+00:00,,0
59,-1,51240,51252,2024-02-14 19:00:00+00:00,2024-02-14 20:00:00+00:00,51462.0,51700.0,50748.0,51700.0,0.004624771676188255,-0.004624771676188255,-0.006624771676188255,-1.0,-1.432453781512605,stop,False,13,2024-02-14 18:00:00+00:00,2024-02-14 19:00:00+00:00,,0
60,1,52092,52134,2024-02-17 18:00:00+00:00,2024-02-17 21:30:00+00:00,51216.2,50951.0,52011.79999999999,52011.79999999999,0.005178049132891489,0.015534147398674468,0.013534147398674468,3.0,2.6137541478129673,target,False,43,2024-02-17 17:00:00+00:00,2024-02-17 18:00:00+00:00,,0
61,-1,52932,52978,2024-02-20 16:00:00+00:00,2024-02-20 19:50:00+00:00,51670.8,52105.4,50367.00000000001,52105.4,0.008410940028023535,-0.008410940028023535,-0.010410940028023535,-1.0,-1.2377855499309718,stop,False,47,2024-02-20 15:00:00+00:00,2024-02-20 16:00:00+00:00,,0
62,1,54648,54661,2024-02-26 15:00:00+00:00,2024-02-26 16:05:00+00:00,51705.9,51213.8,53182.2,53182.2,0.00951728912948036,0.02855186738844108,0.026551867388441078,3.0,2.7898561268034943,target,False,14,2024-02-26 14:00:00+00:00,2024-02-26 15:00:00+00:00,,0
63,-1,54828,54829,2024-02-27 06:00:00+00:00,2024-02-27 06:05:00+00:00,56100.1,56236.0,55692.399999999994,56236.0,0.0024224555749455252,-0.0024224555749455252,-0.004422455574945526,-1.0,-1.8256085356879972,stop,False,2,2024-02-27 05:00:00+00:00,2024-02-27 06:00:00+00:00,,0
64,-1,55272,55321,2024-02-28 19:00:00+00:00,2024-02-28 23:05:00+00:00,61125.3,61600.0,59701.20000000001,61600.0,0.007766015054322794,-0.007766015054322794,-0.009766015054322794,-1.0,-1.2575323362123463,stop,False,50,2024-02-28 18:00:00+00:00,2024-02-28 19:00:00+00:00,,0
65,-1,56556,56572,2024-03-04 06:00:00+00:00,2024-03-04 07:20:00+00:00,63396.7,63757.6,62313.99999999999,63757.6,0.0056927253311292465,-0.0056927253311292465,-0.0076927253311292465,-1.0,-1.3513255749515087,stop,False,17,2024-03-04 05:00:00+00:00,2024-03-04 06:00:00+00:00,,0
66,-1,56808,56830,2024-03-05 03:00:00+00:00,2024-03-05 04:50:00+00:00,68218.3,68631.1,66979.9,66979.9,0.00605116222479896,0.01815348667439688,0.01615348667439688,3.0,2.6694849806201573,target,False,23,2024-03-05 02:00:00+00:00,2024-03-05 03:00:00+00:00,,0
67,1,57120,57814,2024-03-06 05:00:00+00:00,2024-03-08 14:50:00+00:00,64610.5,63277.2,68610.40000000001,68610.40000000001,0.020635964742572847,0.06190789422771854,0.05990789422771854,3.0,2.9030818270456766,target,False,695,2024-03-06 04:00:00+00:00,2024-03-06 05:00:00+00:00,,0
68,-1,58380,58510,2024-03-10 14:00:00+00:00,2024-03-11 00:50:00+00:00,69339.5,69864.4,67764.80000000002,67764.80000000002,0.007569999783673003,0.022709999351019007,0.020709999351019005,3.0,2.7357991998475866,target,False,131,2024-03-10 13:00:00+00:00,2024-03-10 14:00:00+00:00,,0
69,-1,58788,58810,2024-03-12 00:00:00+00:00,2024-03-12 01:50:00+00:00,72116.7,72494.4,70983.6,72494.4,0.005237344470836812,-0.005237344470836812,-0.007237344470836812,-1.0,-1.3818729150119171,stop,False,23,2024-03-11 23:00:00+00:00,2024-03-12 00:00:00+00:00,,0
70,-1,59232,59299,2024-03-13 13:00:00+00:00,2024-03-13 18:35:00+00:00,72822.0,73223.7,71616.90000000001,73223.7,0.005516190162313547,-0.005516190162313547,-0.007516190162313547,-1.0,-1.3625690814040354,stop,False,68,2024-03-13 12:00:00+00:00,2024-03-13 13:00:00+00:00,,0
71,1,59628,59683,2024-03-14 22:00:00+00:00,2024-03-15 02:35:00+00:00,71105.7,70277.3,73590.89999999998,70277.3,0.011650261512086854,-0.011650261512086854,-0.013650261512086854,-1.0,-1.1716699661999046,stop,False,56,2024-03-14 21:00:00+00:00,2024-03-14 22:00:00+00:00,,0
72,1,59820,59901,2024-03-15 14:00:00+00:00,2024-03-15 20:45:00+00:00,68461.9,67392.1,71671.29999999996,67392.1,0.015626209614398496,-0.015626209614398496,-0.017626209614398494,-1.0,-1.127990091605909,stop,False,82,2024-03-15 13:00:00+00:00,2024-03-15 14:00:00+00:00,,0
73,1,60252,60311,2024-03-17 02:00:00+00:00,2024-03-17 06:55:00+00:00,66198.8,65244.6,69061.40000000002,65244.6,0.014414158564807886,-0.014414158564807886,-0.016414158564807886,-1.0,-1.1387524627960588,stop,False,60,2024-03-17 01:00:00+00:00,2024-03-17 02:00:00+00:00,,0
74,1,60960,60973,2024-03-19 13:00:00+00:00,2024-03-19 14:05:00+00:00,63625.2,63017.4,65448.599999999984,63017.4,0.009552818694479479,-0.009552818694479479,-0.011552818694479479,-1.0,-1.2093622902270498,stop,False,14,2024-03-19 12:00:00+00:00,2024-03-19 13:00:00+00:00,,0
75,1,61188,61336,2024-03-20 08:00:00+00:00,2024-03-20 20:20:00+00:00,62955.2,61736.6,66611.0,66611.0,0.019356621851729462,0.0580698655551885,0.056069865555188496,3.0000000000000058,2.896676185786974,target,False,149,2024-03-20 07:00:00+00:00,2024-03-20 08:00:00+00:00,,0
76,-1,61428,61833,2024-03-21 04:00:00+00:00,2024-03-22 13:45:00+00:00,66674.5,67771.0,63385.0,63385.0,0.016445567645801618,0.04933670293740486,0.047336702937404856,3.0,2.8783866849065207,target,False,406,2024-03-21 03:00:00+00:00,2024-03-21 04:00:00+00:00,,0
77,1,61908,61917,2024-03-22 20:00:00+00:00,2024-03-22 20:45:00+00:00,63867.5,63442.5,65142.5,63442.5,0.0066544016910009005,-0.0066544016910009005,-0.008654401691000901,-1.0,-1.3005529411764707,stop,False,10,2024-03-22 19:00:00+00:00,2024-03-22 20:00:00+00:00,,0
78,-1,62616,62698,2024-03-25 07:00:00+00:00,2024-03-25 13:50:00+00:00,67155.7,67410.6,66390.99999999997,67410.6,0.0037956569583819204,-0.0037956569583819204,-0.00579565695838192,-1.0,-1.5269180070615747,stop,False,83,2024-03-25 06:00:00+00:00,2024-03-25 07:00:00+00:00,,0
79,-1,62796,62907,2024-03-25 22:00:00+00:00,2024-03-26 07:15:00+00:00,69887.1,70956.9,66677.70000000004,70956.9,0.01530754602780754,-0.01530754602780754,-0.01730754602780754,-1.0,-1.1306545148625926,stop,False,112,2024-03-25 21:00:00+00:00,2024-03-25 22:00:00+00:00,,0
80,-1,63600,64542,2024-03-28 17:00:00+00:00,2024-03-31 23:30:00+00:00,70722.4,71350.0,68839.59999999998,71350.0,0.008874133230772794,-0.008874133230772794,-0.010874133230772794,-1.0,-1.2253741236456321,stop,False,943,2024-03-28 16:00:00+00:00,2024-03-28 17:00:00+00:00,,0
81,-1,64572,64617,2024-04-01 02:00:00+00:00,2024-04-01 05:45:00+00:00,70847.5,71252.1,69633.69999999998,69633.69999999998,0.0057108578284343955,0.017132573485303185,0.015132573485303185,3.0,2.6497899159663914,target,False,46,2024-04-01 01:00:00+00:00,2024-04-01 02:00:00+00:00,,0
82,1,64788,64865,2024-04-01 20:00:00+00:00,2024-04-02 02:25:00+00:00,69642.5,68880.8,71927.59999999999,68880.8,0.01093728685788128,-0.01093728685788128,-0.012937286857881281,-1.0,-1.1828607063148229,stop,False,78,2024-04-01 19:00:00+00:00,2024-04-01 20:00:00+00:00,,0
83,1,65040,65131,2024-04-02 17:00:00+00:00,2024-04-03 00:35:00+00:00,65544.0,64555.6,68509.20000000001,64555.6,0.015079946295618233,-0.015079946295618233,-0.017079946295618233,-1.0,-1.1326264670174018,stop,False,92,2024-04-02 16:00:00+00:00,2024-04-02 17:00:00+00:00,,0
84,-1,65664,65698,2024-04-04 21:00:00+00:00,2024-04-04 23:50:00+00:00,67939.7,68547.8,66115.39999999998,68547.8,0.008950584120919078,-0.008950584120919078,-0.010950584120919078,-1.0,-1.223449103765826,stop,False,35,2024-04-04 20:00:00+00:00,2024-04-04 21:00:00+00:00,,0
85,-1,66360,66365,2024-04-07 07:00:00+00:00,2024-04-07 07:25:00+00:00,69255.1,69434.6,68716.6,69434.6,0.0025918668805618647,-0.0025918668805618647,-0.004591866880561865,-1.0,-1.7716445682451254,stop,False,6,2024-04-07 06:00:00+00:00,2024-04-07 07:00:00+00:00,,0
86,-1,66504,66580,2024-04-07 19:00:00+00:00,2024-04-08 01:20:00+00:00,69410.0,69853.3,68080.09999999999,69853.3,0.006386687797147427,-0.006386687797147427,-0.008386687797147428,-1.0,-1.313151364764266,stop,False,77,2024-04-07 18:00:00+00:00,2024-04-07 19:00:00+00:00,,0
87,-1,66780,66780,2024-04-08 18:00:00+00:00,2024-04-08 18:00:00+00:00,71706.3,71817.9,71371.50000000003,71817.9,0.001556348605352546,-0.001556348605352546,-0.003556348605352546,-1.0,-2.2850591397850466,stop,False,1,2024-04-08 17:00:00+00:00,2024-04-08 18:00:00+00:00,,0
88,1,67128,67130,2024-04-09 23:00:00+00:00,2024-04-09 23:10:00+00:00,69324.0,69145.1,69860.69999999998,69145.1,0.0025806358548265272,-0.0025806358548265272,-0.004580635854826527,-1.0,-1.7750027948574874,stop,False,3,2024-04-09 22:00:00+00:00,2024-04-09 23:00:00+00:00,,0
