feature,bin,lower,upper,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
cross_count24,"[3.0, 6.0)",3.0,6.0,59,-30.027425533855773,-39.74294156489531,-1771.6181064974905,0.28249699122478755,False,0.1864406779661017,48,0
cross_count24,"[6.0, 12.0)",6.0,12.0,15,15.186430388261257,10.873282920118594,227.79645582391885,1.8105325773137888,False,0.5333333333333333,7,0
cross_count24,"[12.0, 24.0)",12.0,24.0,0,,,0.0,,False,,0,0
cross_count24,"[24.0, inf)",24.0,inf,0,,,0.0,,False,,0,0
cross_count24,missing,,,0,,,0.0,,False,,0,0
efficiency24,"[-inf, 0.1)",-inf,0.1,83,-11.66173111112831,-29.48558579712433,-967.9236822236496,0.7212794581585144,False,0.26506024096385544,61,0
efficiency24,"[0.1, 0.2)",0.1,0.2,69,-22.331791636371698,-39.74294156489531,-1540.8936229096473,0.39759551252456304,False,0.2898550724637681,49,0
efficiency24,"[0.2, 0.4)",0.2,0.4,87,-13.117363378775554,-35.32399299474574,-1141.210613953473,0.6950848595813806,False,0.26436781609195403,64,0
efficiency24,"[0.4, 0.6)",0.4,0.6,36,-18.97342282819933,-42.83572343105056,-683.0432218151758,0.6965626294660923,False,0.19444444444444445,29,0
efficiency24,"[0.6, 0.8)",0.6,0.8,11,-33.344143251184754,-69.14650422281564,-366.7855757630323,0.6168990098545454,False,0.2727272727272727,8,0
efficiency24,"[0.8, inf)",0.8,inf,0,,,0.0,,False,,0,0
efficiency24,missing,,,0,,,0.0,,False,,0,0
volume_ratio,"[-inf, 0.5)",-inf,0.5,9,-35.79204553381293,-46.87938957773417,-322.1284098043164,0.39735694631241897,False,0.1111111111111111,8,0
volume_ratio,"[0.5, 1.0)",0.5,1.0,78,-15.074482787875503,-38.45857622647995,-1175.8096574542892,0.6273624520051905,False,0.1794871794871795,64,0
volume_ratio,"[1.0, 1.5)",1.0,1.5,66,-24.57376891168171,-31.389574993699302,-1621.8687481709928,0.4307957587240361,False,0.2878787878787879,47,0
volume_ratio,"[1.5, 2.0)",1.5,2.0,39,-20.505839936267833,-36.10642359256121,-799.7277575144454,0.5382384616636645,False,0.28205128205128205,28,0
volume_ratio,"[2.0, 3.0)",2.0,3.0,47,16.116471684478167,-24.69469193635552,757.4741691704739,1.4393243168378367,False,0.3617021276595745,30,0
volume_ratio,"[3.0, inf)",3.0,inf,47,-32.71907048705124,-47.15530979206182,-1537.7963128914082,0.4850747706143527,False,0.2765957446808511,34,0
volume_ratio,missing,,,0,,,0.0,,False,,0,0
ma_slope_atr,"[-inf, -0.1)",-inf,-0.1,36,-30.807621733514452,-37.619625407150345,-1109.0743824065203,0.4147388717671648,False,0.2222222222222222,28,0
ma_slope_atr,"[-0.1, 0.0)",-0.1,0.0,95,-19.075371844981834,-38.023185956643765,-1812.1603252732743,0.5099534795224033,False,0.23157894736842105,73,0
ma_slope_atr,"[0.0, 0.05)",0.0,0.05,58,-8.5152667645288,-34.28961395917805,-493.88547234267037,0.7728550817462368,False,0.3275862068965517,39,0
ma_slope_atr,"[0.05, 0.1)",0.05,0.1,52,-17.91362821512384,-28.911123122428144,-931.5086671864398,0.5359402478827071,False,0.2692307692307692,38,0
ma_slope_atr,"[0.1, 0.2)",0.1,0.2,37,-13.300171206640409,-52.227786177654316,-492.10633464569514,0.8277337376802133,False,0.24324324324324326,28,0
ma_slope_atr,"[0.2, inf)",0.2,inf,6,45.41765602822785,45.429050569671965,272.50593616936715,2.2561526499585853,False,0.5,3,0
ma_slope_atr,missing,,,2,-66.81373548987233,-66.81373548987233,-133.62747097974466,0.0,False,0.0,2,0
