signal_i,signal_bar_open,entry_i,entry_time,entry_price,initial_stop,initial_risk,initial_risk_frac,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,censored,mfe_r,status,arm,trade_key,symbol,asset,timeframe,matched,reason,control_signal_i,control_signal_bar_open,control_net_r,control_net_return,control_exit_time,month,vol_bin,fold,box_entry_i,bars_after_v9,source,parent_signal_close,parent_known_stop,parent_close_risk,signal_close_price,extension,extension_pass,gate_reason,efficiency6,signal_close,cohort,hold_h,net_bp,gross_bp,change
47492,2026-01-02 02:00:00+00:00,47493,2026-01-02 02:15:00+00:00,0.4594,0.4504,0.0089999999999999,0.0195907705703089,47752,2026-01-04 19:00:00+00:00,0.4697,trailing_stop,0.022420548541576,0.020420548541576,1.1444444444444546,1.042355555555565,False,2.222222222222236,closed,box_any,binance_um:API3USDT:15m:box_any:47492,API3USDT,API3,15m,True,matched,49270.0,2026-01-20 14:30:00+00:00,-1.113380281690144,-0.019639751552795,2026-01-20 15:45:00+00:00,2026-01,1.0,later,47444,48,htf,0.4399,0.4345,0.0054,0.4593,3.592592592592577,False,extension_gt1,-0.4444444444444456,2026-01-02 02:15:00+00:00,later,64.75,204.20548541576,224.20548541576002,removed
22666,2025-04-18 11:30:00+00:00,22667,2025-04-18 11:45:00+00:00,4.6966,4.6101,0.0865,0.0184175786739343,22841,2025-04-20 07:15:00+00:00,4.867500000000001,trailing_stop,0.0363880253800623,0.0343880253800623,1.9757225433526109,1.86713063583816,False,3.010404624277453,closed,box_any,binance_um:APTUSDT:15m:box_any:22666,APTUSDT,APT,15m,True,matched,22171.0,2025-04-13 07:45:00+00:00,3.186285012285092,0.0264166140433075,2025-04-13 11:00:00+00:00,2025-04,0.0,earlier,22661,5,chart,4.6349,4.5962000000000005,0.0386999999999995,4.6967,1.596899224806218,False,extension_gt1,0.6858237547892766,2025-04-18 11:45:00+00:00,earlier,43.5,343.880253800623,363.880253800623,removed
53980,2026-03-10 16:00:00+00:00,53981,2026-03-10 16:15:00+00:00,0.9863,0.9707,0.0155999999999999,0.0158166886342897,53988,2026-03-10 18:00:00+00:00,0.9707,initial_stop,-0.0158166886342897,-0.0178166886342897,-1.0000000000000024,-1.1264487179487208,False,0.7051282051282082,closed,box_any,binance_um:APTUSDT:15m:box_any:53980,APTUSDT,APT,15m,True,matched,54866.0,2026-03-19 21:30:00+00:00,4.10821359223303,0.0448866023125067,2026-03-20 07:45:00+00:00,2026-03,1.0,later,53874,106,htf,0.9654,0.9471,0.0182999999999999,0.9863,1.142076502732237,False,extension_gt1,0.1055900621117995,2026-03-10 16:15:00+00:00,later,1.75,-178.16688634289702,-158.166886342897,removed
58736,2026-04-29 05:00:00+00:00,58737,2026-04-29 05:15:00+00:00,0.9946,0.985,0.0095999999999999,0.0096521214558615,58749,2026-04-29 08:15:00+00:00,0.985,initial_stop,-0.0096521214558615,-0.0116521214558615,-0.9999999999999988,-1.2072083333333337,False,1.5937500000000075,closed,box_any,binance_um:APTUSDT:15m:box_any:58736,APTUSDT,APT,15m,True,matched,56457.0,2026-04-05 11:15:00+00:00,-1.3392653061224389,-0.0078950914340711,2026-04-05 12:30:00+00:00,2026-04,0.0,later,58728,8,htf,0.9754,0.9639,0.0114999999999999,0.9945,1.6608695652173984,False,extension_gt1,0.5703703703703799,2026-04-29 05:15:00+00:00,later,3.0,-116.52121455861499,-96.52121455861499,removed
22725,2025-04-19 02:15:00+00:00,22726,2025-04-19 02:30:00+00:00,0.2947,0.29156,0.0031399999999999,0.0106549032914827,22755,2025-04-19 09:45:00+00:00,0.29156,initial_stop,-0.0106549032914827,-0.0126549032914827,-0.9999999999999992,-1.1877070063694275,False,0.4140127388534961,closed,box_any,binance_um:ARBUSDT:15m:box_any:22725,ARBUSDT,ARB,15m,True,matched,21428.0,2025-04-05 14:00:00+00:00,-1.2325283018867998,-0.0106011035378124,2025-04-05 20:30:00+00:00,2025-04,0.0,earlier,22651,74,chart,0.2893,0.28573,0.0035699999999999,0.2946,1.4845938375350218,False,extension_gt1,0.7999999999999945,2025-04-19 02:30:00+00:00,earlier,7.25,-126.549032914827,-106.549032914827,removed
52732,2026-02-25 16:00:00+00:00,52733,2026-02-25 16:15:00+00:00,0.1011,0.09821,0.0028899999999999,0.028585558852621,52772,2026-02-26 02:00:00+00:00,0.09821,initial_stop,-0.028585558852621,-0.030585558852621,-0.999999999999999,-1.0699653979238748,False,2.0069204152249203,closed,box_any,binance_um:ARBUSDT:15m:box_any:52732,ARBUSDT,ARB,15m,True,matched,51555.0,2026-02-13 09:45:00+00:00,6.406879999999996,0.0723450767841011,2026-02-15 02:15:00+00:00,2026-02,1.0,later,52717,15,htf,0.0957,0.09326,0.0024399999999999,0.1011,2.213114754098376,False,extension_gt1,0.7599999999999989,2026-02-25 16:15:00+00:00,later,9.75,-305.85558852621,-285.85558852621,removed
11568,2024-12-23 21:00:00+00:00,11569,2024-12-23 21:15:00+00:00,0.006653,0.0062946999999999,0.0003583,0.0538554035773336,11739,2024-12-25 15:45:00+00:00,0.00659,opposite_v6_next_open,-0.0094694122952051,-0.0114694122952051,-0.1758303097962594,-0.2129667876081488,False,0.6000558191459657,closed,box_any,binance_um:BOMEUSDT:15m:box_any:11568,BOMEUSDT,BOME,15m,True,matched,10285.0,2024-12-10 12:15:00+00:00,-1.0728753412192886,-0.0294441253589712,2024-12-10 15:15:00+00:00,2024-12,2.0,earlier,11563,5,htf,0.006314,0.0061873,0.0001267,0.006652,2.667719021310171,False,extension_gt1,0.9314285714285722,2024-12-23 21:15:00+00:00,earlier,42.5,-114.694122952051,-94.694122952051,removed
16290,2025-02-11 01:30:00+00:00,16291,2025-02-11 01:45:00+00:00,0.002149,0.0021068,4.220000000000005e-05,0.019637040483946,16293,2025-02-11 02:15:00+00:00,0.0021068,initial_stop,-0.0196370404839461,-0.0216370404839461,-1.0000000000000029,-1.1018483412322302,False,0.071090047393364,closed,box_any,binance_um:BOMEUSDT:15m:box_any:16290,BOMEUSDT,BOME,15m,True,matched,16604.0,2025-02-14 08:00:00+00:00,3.962458100558613,0.0638415841584156,2025-02-14 22:30:00+00:00,2025-02,1.0,earlier,16239,51,chart,0.002091,0.0020456,4.540000000000013e-05,0.002149,1.277533039647571,False,extension_gt1,0.5529411764705878,2025-02-11 01:45:00+00:00,earlier,0.5,-216.370404839461,-196.370404839461,removed
43906,2025-11-25 17:30:00+00:00,43907,2025-11-25 17:45:00+00:00,0.0007445,0.0007283999999999,1.610000000000012e-05,0.0216252518468772,43913,2025-11-25 19:15:00+00:00,0.0007283999999999,initial_stop,-0.0216252518468772,-0.0236252518468772,-0.9999999999999996,-1.0924844720496885,False,0.1801242236024774,closed,box_any,binance_um:BOMEUSDT:15m:box_any:43906,BOMEUSDT,BOME,15m,True,matched,43128.0,2025-11-17 15:00:00+00:00,-1.073831775700934,-0.0290886075949368,2025-11-17 16:15:00+00:00,2025-11,2.0,later,43802,104,chart,0.0007083,0.0006799,2.840000000000004e-05,0.0007444,1.271126760563377,False,extension_gt1,0.547169811320756,2025-11-25 17:45:00+00:00,later,1.5,-236.252518468772,-216.252518468772,removed
56976,2026-04-10 21:00:00+00:00,56977,2026-04-10 21:15:00+00:00,0.0004063,0.0004008,5.500000000000025e-06,0.0135367954713266,56990,2026-04-11 00:30:00+00:00,0.0004008,initial_stop,-0.0135367954713266,-0.0155367954713266,-1.0000000000000018,-1.1477454545454555,False,0.4909090909090907,closed,box_any,binance_um:BOMEUSDT:15m:box_any:56976,BOMEUSDT,BOME,15m,True,matched,56704.0,2026-04-08 01:00:00+00:00,-1.1204242424242412,-0.0186079516859588,2026-04-08 19:00:00+00:00,2026-04,1.0,later,56943,33,htf,0.0003981,0.0003905,7.599999999999968e-06,0.0004064,1.0921052631579045,False,extension_gt1,-0.1908396946564899,2026-04-10 21:15:00+00:00,later,3.25,-155.367954713266,-135.367954713266,removed
47116,2025-12-29 04:00:00+00:00,47117,2025-12-29 04:15:00+00:00,90026.8,88990.5,1036.300000000003,0.0115110167194657,47138,2025-12-29 09:30:00+00:00,88990.5,initial_stop,-0.0115110167194657,-0.0135110167194657,-0.9999999999999964,-1.173746598475341,False,0.3344591334555536,closed,box_any,binance_um:BTCUSDT:15m:box_any:47116,BTCUSDT,BTC,15m,True,matched,44645.0,2025-12-03 10:15:00+00:00,-1.3145273463875788,-0.0083587475714607,2025-12-03 14:00:00+00:00,2025-12,0.0,later,47099,17,htf,87920.5,87573.8,346.6999999999971,90026.8,6.07528122295939,False,extension_gt1,0.8536015807436469,2025-12-29 04:15:00+00:00,later,5.25,-135.110167194657,-115.110167194657,removed
11568,2024-12-23 21:00:00+00:00,11569,2024-12-23 21:15:00+00:00,39.04,37.1,1.9399999999999975,0.0496926229508196,11662,2024-12-24 20:30:00+00:00,42.87,trailing_stop,0.0981045081967213,0.0961045081967213,1.974226804123714,1.9339793814433015,False,3.3092783505154686,closed,box_any,binance_um:DASHUSDT:15m:box_any:11568,DASHUSDT,DASH,15m,True,matched,11031.0,2024-12-18 06:45:00+00:00,-1.0893829787234022,-0.0243756248512257,2024-12-18 20:00:00+00:00,2024-12,2.0,earlier,11566,2,htf,37.9,36.95,0.9499999999999956,39.02,1.1789473684210627,False,extension_gt1,0.9781420765027364,2024-12-23 21:15:00+00:00,earlier,23.25,961.0450819672129,981.045081967213,removed
4537,2024-10-11 15:15:00+00:00,4538,2024-10-11 15:30:00+00:00,0.3112,0.28358,0.0276199999999999,0.0887532133676091,4849,2024-10-14 21:15:00+00:00,0.39934,trailing_stop,0.2832262210796916,0.2812262210796916,3.191165821868215,3.168631426502538,False,4.485879797248375,closed,box_any,binance_um:ENAUSDT:15m:box_any:4537,ENAUSDT,ENA,15m,True,matched,5942.0,2024-10-26 06:30:00+00:00,-1.0934285714285694,-0.023406727828746,2024-10-26 14:00:00+00:00,2024-10,2.0,earlier,4525,12,chart,0.2818,0.27413,0.0076699999999999,0.3113,3.846153846153873,False,extension_gt1,1.0,2024-10-11 15:30:00+00:00,earlier,77.75,2812.262210796916,2832.262210796916,removed
24580,2025-05-08 10:00:00+00:00,24581,2025-05-08 10:15:00+00:00,0.3057,0.29809,0.00761,0.0248936866208701,24703,2025-05-09 16:45:00+00:00,0.36079,trailing_stop,0.1802093555773634,0.1782093555773634,7.239159001314054,7.158817345597891,False,11.760840998685929,closed,box_any,binance_um:ENAUSDT:15m:box_any:24580,ENAUSDT,ENA,15m,True,matched,25692.0,2025-05-20 00:00:00+00:00,-1.051554332874829,-0.0407940234791889,2025-05-20 18:45:00+00:00,2025-05,2.0,earlier,24550,30,htf,0.2767,0.2695,0.0071999999999999,0.3057,4.02777777777779,False,extension_gt1,0.5578947368421076,2025-05-08 10:15:00+00:00,earlier,30.5,1782.0935557736339,1802.0935557736339,removed
11568,2024-12-23 21:00:00+00:00,11569,2024-12-23 21:15:00+00:00,3440.28,3322.59,117.69000000000004,0.0342094248142593,11745,2024-12-25 17:15:00+00:00,3450.22,opposite_v6_next_open,0.002889299708163,0.000889299708163,0.0844591724020675,0.0259957515506783,False,0.9068739909932872,closed,box_any,binance_um:ETHUSDT:15m:box_any:11568,ETHUSDT,ETH,15m,True,matched,11007.0,2024-12-18 00:45:00+00:00,-1.1607877407330751,-0.014438759266605,2024-12-18 01:45:00+00:00,2024-12,1.0,earlier,11565,3,chart,3364.03,3314.76,49.26999999999998,3440.28,1.5475948853257566,False,extension_gt1,0.9645275102507844,2024-12-23 21:15:00+00:00,earlier,44.0,8.89299708163,28.89299708163,removed
33303,2025-08-07 06:45:00+00:00,33304,2025-08-07 07:00:00+00:00,3693.65,3667.99,25.659999999999854,0.0069470577883664,33343,2025-08-07 16:45:00+00:00,3782.9,trailing_stop,0.0241630907097316,0.0221630907097316,3.478176149649293,3.190284489477818,False,6.659781761496525,closed,box_any,binance_um:ETHUSDT:15m:box_any:33303,ETHUSDT,ETH,15m,True,matched,33027.0,2025-08-04 09:45:00+00:00,4.494149130074599,0.0305979659410766,2025-08-05 03:15:00+00:00,2025-08,0.0,earlier,33244,59,chart,3649.29,3608.27,41.01999999999998,3693.66,1.081667479278399,False,extension_gt1,0.3888650963597339,2025-08-07 07:00:00+00:00,earlier,9.75,221.630907097316,241.63090709731603,removed
51659,2026-02-14 11:45:00+00:00,51660,2026-02-14 12:00:00+00:00,2098.22,2071.5,26.7199999999998,0.0127346036163985,51663,2026-02-14 12:45:00+00:00,2071.5,initial_stop,-0.0127346036163985,-0.0147346036163985,-0.9999999999999988,-1.157052395209581,False,0.0377994011976132,closed,box_any,binance_um:ETHUSDT:15m:box_any:51659,ETHUSDT,ETH,15m,True,matched,52529.0,2026-02-23 13:15:00+00:00,-1.2176362606232232,-0.0111896451182939,2026-02-23 14:30:00+00:00,2026-02,0.0,later,51556,103,chart,1958.18,1940.33,17.850000000000136,2098.22,7.845378151260429,False,extension_gt1,0.883670520231204,2026-02-14 12:00:00+00:00,later,0.75,-147.34603616398502,-127.346036163985,removed
57616,2026-04-17 13:00:00+00:00,57617,2026-04-17 13:15:00+00:00,2405.87,2345.34,60.529999999999745,0.0251592978839254,57706,2026-04-18 11:30:00+00:00,2345.34,initial_stop,-0.0251592978839254,-0.0271592978839254,-1.0,-1.0794934743102595,False,0.9580373368577644,closed,box_any,binance_um:ETHUSDT:15m:box_any:57616,ETHUSDT,ETH,15m,True,matched,57353.0,2026-04-14 19:15:00+00:00,0.4387975809320517,0.0053334198123404,2026-04-16 10:00:00+00:00,2026-04,1.0,later,57598,18,chart,2348.15,2327.4,20.75,2405.86,2.7812048192771104,False,extension_gt1,0.9008186397984994,2026-04-17 13:15:00+00:00,later,22.25,-271.592978839254,-251.592978839254,removed
19404,2025-03-15 12:00:00+00:00,19405,2025-03-15 12:15:00+00:00,2.915,2.8856,0.0293999999999998,0.0100857632933104,19492,2025-03-16 10:00:00+00:00,2.903,opposite_v6_next_open,-0.0041166380789022,-0.0061166380789022,-0.4081632653061292,-0.6064625850340212,False,2.176870748299331,closed,box_any,binance_um:FILUSDT:15m:box_any:19404,FILUSDT,FIL,15m,True,matched,20132.0,2025-03-23 02:00:00+00:00,-1.2158992805755438,-0.0112635788070641,2025-03-23 16:30:00+00:00,2025-03,0.0,earlier,19293,111,chart,2.836,2.7787,0.0572999999999996,2.915,1.3787085514834314,False,extension_gt1,0.8400000000000142,2025-03-15 12:15:00+00:00,earlier,21.75,-61.166380789022,-41.16638078902199,removed
29500,2025-06-28 16:00:00+00:00,29501,2025-06-28 16:15:00+00:00,2.252,2.2132,0.0387999999999997,0.017229129662522,29638,2025-06-30 02:30:00+00:00,2.3446,trailing_stop,0.041119005328597,0.039119005328597,2.3865979381443596,2.2705154639175547,False,4.304123711340243,closed,box_any,binance_um:FILUSDT:15m:box_any:29500,FILUSDT,FIL,15m,True,matched,29502.0,2025-06-28 16:30:00+00:00,0.3174093264248726,0.0027384890478319,2025-06-29 15:00:00+00:00,2025-06,0.0,earlier,29494,6,htf,2.222,2.1955,0.0264999999999999,2.251,1.0943396226415076,False,extension_gt1,0.7073170731707232,2025-06-28 16:15:00+00:00,earlier,34.25,391.19005328597,411.19005328596995,removed
790,2025-06-07 16:00:00+00:00,791,2025-06-07 16:15:00+00:00,34.816,34.384,0.4320000000000021,0.0124080882352941,800,2025-06-07 18:30:00+00:00,34.384,initial_stop,-0.0124080882352941,-0.0144080882352941,-0.9999999999999982,-1.1611851851851829,False,0.3773148148148053,closed,box_any,binance_um:HYPEUSDT:15m:box_any:790,HYPEUSDT,HYPE,15m,True,matched,509.0,2025-06-04 17:45:00+00:00,-1.1072321167883197,-0.0206511285974894,2025-06-04 19:45:00+00:00,2025-06,1.0,earlier,781,9,htf,34.329,33.921,0.4080000000000012,34.817,1.1960784313725443,False,extension_gt1,-0.0594184576485415,2025-06-07 16:15:00+00:00,earlier,2.25,-144.080882352941,-124.08088235294099,removed
19423,2025-03-15 16:45:00+00:00,19424,2025-03-15 17:00:00+00:00,0.5346,0.529,0.0055999999999999,0.0104751215862325,19432,2025-03-15 19:00:00+00:00,0.529,initial_stop,-0.0104751215862325,-0.0124751215862325,-0.999999999999996,-1.1909285714285696,False,0.6607142857142996,closed,box_any,binance_um:JUPUSDT:15m:box_any:19423,JUPUSDT,JUP,15m,True,matched,19844.0,2025-03-20 02:00:00+00:00,-1.1424533333333378,-0.0160396855110445,2025-03-20 10:15:00+00:00,2025-03,1.0,earlier,19316,107,chart,0.5189,0.5098,0.0090999999999999,0.5345,1.714285714285709,False,extension_gt1,0.4647887323943622,2025-03-15 17:00:00+00:00,earlier,2.0,-124.75121586232501,-104.75121586232501,removed
33576,2025-08-10 03:00:00+00:00,33577,2025-08-10 03:15:00+00:00,0.5385,0.5275000000000001,0.0109999999999998,0.0204271123491177,33589,2025-08-10 06:15:00+00:00,0.5275000000000001,initial_stop,-0.0204271123491177,-0.0224271123491177,-1.000000000000001,-1.0979090909090932,False,0.9000000000000101,closed,box_any,binance_um:JUPUSDT:15m:box_any:33576,JUPUSDT,JUP,15m,True,matched,32700.0,2025-08-01 00:00:00+00:00,-1.091634615384614,-0.0238258132214059,2025-08-01 08:00:00+00:00,2025-08,2.0,earlier,33503,73,htf,0.5235,0.5137,0.0097999999999999,0.5386,1.5408163265306252,False,extension_gt1,-0.2000000000000033,2025-08-10 03:15:00+00:00,earlier,3.0,-224.27112349117698,-204.271123491177,removed
