feature,bin,lower,upper,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
risk_pct,missing,,,0,,,0,,False,,0,0
fee_to_risk,"[-inf, 0.1)",-inf,0.1,14,-48.9517514843,-52.5694478293,-685.32452078,0.410470462935,False,0.285714285714,10,0
fee_to_risk,"[0.1, 0.2)",0.1,0.2,35,-39.2733683738,-73.9074274435,-1374.56789308,0.445650448139,False,0.371428571429,22,0
fee_to_risk,"[0.2, 0.4)",0.2,0.4,75,-20.376291895,-44.1404105407,-1528.22189213,0.529235074374,False,0.253333333333,56,0
fee_to_risk,"[0.4, 0.8)",0.4,0.8,44,9.02997937825,-40.1276865518,397.319092643,1.24572306352,False,0.25,33,0
fee_to_risk,"[0.8, 1.0)",0.8,1,5,-2.72617344352,-40.4082197774,-13.6308672176,0.910662302824,False,0.2,4,0
fee_to_risk,"[1.0, inf)",1,inf,3,-17.8371908029,-37.5199465499,-53.5115724087,0.295137520874,False,0.333333333333,2,0
fee_to_risk,missing,,,0,,,0,,False,,0,0
extension_atr,"[-inf, 0.0)",-inf,0,0,,,0,,False,,0,0
extension_atr,"[0.0, 0.25)",0,0.25,1,-61.3950707186,-61.3950707186,-61.3950707186,0,False,0,1,0
extension_atr,"[0.25, 0.5)",0.25,0.5,24,-19.7095737733,-38.4421730369,-473.02977056,0.443509485133,False,0.25,18,0
extension_atr,"[0.5, 1.0)",0.5,1,85,-7.74684431502,-40.4907047254,-658.481766776,0.82342014367,False,0.247058823529,64,0
extension_atr,"[1.0, 1.5)",1,1.5,44,-23.1854575112,-65.0304595486,-1020.16013049,0.616771690482,False,0.318181818182,30,0
extension_atr,"[1.5, inf)",1.5,inf,22,-47.4941324741,-47.4564900968,-1044.87091443,0.269965460894,False,0.363636363636,14,0
extension_atr,missing,,,0,,,0,,False,,0,0
cross_count24,"[-inf, 1.0)",-inf,1,31,-37.0561476033,-33.9622894442,-1148.7405757,0.406013265424,False,0.354838709677,20,0
cross_count24,"[1.0, 3.0)",1,3,70,-18.4094604312,-45.2215680764,-1288.66223019,0.610722481096,False,0.257142857143,52,0
cross_count24,"[3.0, 6.0)",3,6,60,-20.7925551425,-43.1643492616,-1247.55330855,0.570568091058,False,0.233333333333,46,0
cross_count24,"[6.0, 12.0)",6,12,15,28.4678974306,-35.4756264418,427.01846146,1.73080141301,False,0.4,9,0
cross_count24,"[12.0, 24.0)",12,24,0,,,0,,False,,0,0
cross_count24,"[24.0, inf)",24,inf,0,,,0,,False,,0,0
cross_count24,missing,,,0,,,0,,False,,0,0
efficiency24,"[-inf, 0.1)",-inf,0.1,95,-17.5742355311,-44.1404105407,-1669.55237545,0.620435755742,False,0.252631578947,71,0
efficiency24,"[0.1, 0.2)",0.1,0.2,54,-17.1431777876,-43.049152604,-925.73160053,0.669479209671,False,0.277777777778,39,0
efficiency24,"[0.2, 0.4)",0.2,0.4,26,-23.9608648755,-42.1499918572,-622.982486764,0.583201076224,False,0.384615384615,16,0
efficiency24,"[0.4, 0.6)",0.4,0.6,1,-39.6711902288,-39.6711902288,-39.6711902288,0,False,0,1,0
efficiency24,"[0.6, 0.8)",0.6,0.8,0,,,0,,False,,0,0
efficiency24,"[0.8, inf)",0.8,inf,0,,,0,,False,,0,0
efficiency24,missing,,,0,,,0,,False,,0,0
volume_ratio,"[-inf, 0.5)",-inf,0.5,8,-22.8574468778,-32.8471980622,-182.859575023,0.255581137507,False,0.125,7,0
volume_ratio,"[0.5, 1.0)",0.5,1,46,-22.3328397001,-40.4494622514,-1027.3106262,0.420524982925,False,0.195652173913,37,0
volume_ratio,"[1.0, 1.5)",1,1.5,33,-15.9670995947,-59.5920921583,-526.914286625,0.647829128373,False,0.242424242424,25,0
volume_ratio,"[1.5, 2.0)",1.5,2,26,-21.4990191738,-51.6889906862,-558.97449852,0.583220516135,False,0.307692307692,18,0
volume_ratio,"[2.0, 3.0)",2,3,27,25.6647127095,-38.4196444168,692.947243157,1.54486801666,False,0.407407407407,16,0
volume_ratio,"[3.0, inf)",3,inf,36,-45.9673863822,-62.5633099638,-1654.82590976,0.365037358226,False,0.333333333333,24,0
volume_ratio,missing,,,0,,,0,,False,,0,0
ma_slope_atr,"[-inf, -0.1)",-inf,-0.1,6,-71.4611576913,-54.7364526161,-428.766946148,0.130356610743,False,0.166666666667,5,0
ma_slope_atr,"[-0.1, 0.0)",-0.1,0,96,-14.4273462698,-43.9833081364,-1385.0252419,0.700623611328,False,0.302083333333,67,0
ma_slope_atr,"[0.0, 0.05)",0,0.05,55,-23.9621878222,-43.8198951925,-1317.92033022,0.519304255824,False,0.218181818182,43,0
ma_slope_atr,"[0.05, 0.1)",0.05,0.1,15,2.90656858624,-28.4368665251,43.5985287936,1.06202996412,False,0.466666666667,8,0
ma_slope_atr,"[0.1, 0.2)",0.1,0.2,3,-34.7945670702,-32.2403330365,-104.383701211,0,False,0,3,0
ma_slope_atr,"[0.2, inf)",0.2,inf,1,-65.4399622861,-65.4399622861,-65.4399622861,0,False,0,1,0
ma_slope_atr,missing,,,0,,,0,,False,,0,0
