event_key,timeframe,lower_timeframe,signal_i,side,signal_bar_open,entry_time,rv,volatility,same_hit,same_score,same_detection_id,same_inference_key,same_raw_boxes,lower_hit,lower_score,lower_detection_id,lower_inference_key,lower_raw_boxes
ETH_3m_1784874960000_1,3m,1m,5332,1,2026-07-24 06:36:00+00:00,2026-07-24 06:39:00+00:00,3.7074474288530745,0.0010573674082023,False,0.0,,3m_1784875140000,0,False,0.0,,1m_1784875140000,0
ETH_3m_1784940300000_-1,3m,1m,5695,-1,2026-07-25 00:45:00+00:00,2026-07-25 00:48:00+00:00,15.734418918120012,0.0007079106948007,False,0.0,,3m_1784940480000,0,False,0.0,,1m_1784940480000,0
ETH_3m_1784951280000_-1,3m,1m,5756,-1,2026-07-25 03:48:00+00:00,2026-07-25 03:51:00+00:00,10.095656721809435,0.0006638215145618,False,0.0,,3m_1784951460000,0,False,0.0,,1m_1784951460000,0
ETH_3m_1784957580000_-1,3m,1m,5791,-1,2026-07-25 05:33:00+00:00,2026-07-25 05:36:00+00:00,3.263926763935834,0.0004571690372617,False,0.0,,3m_1784957760000,0,False,0.0,,1m_1784957760000,0
ETH_3m_1785162420000_-1,3m,1m,6929,-1,2026-07-27 14:27:00+00:00,2026-07-27 14:30:00+00:00,2.35092856421965,0.0033746987621933,False,0.0,,3m_1785162600000,0,False,0.0,,1m_1785162600000,0
ETH_3m_1785237120000_-1,3m,1m,7344,-1,2026-07-28 11:12:00+00:00,2026-07-28 11:15:00+00:00,2.8290613178600807,0.0011689776190369,False,0.0,,3m_1785237300000,0,False,0.0,,1m_1785237300000,0
ETH_3m_1785400200000_1,3m,1m,8250,1,2026-07-30 08:30:00+00:00,2026-07-30 08:33:00+00:00,3.1226745587818097,0.001550890724913,True,0.2619864344596863,yolo_bd0818d885de690d3cda6d1f,3m_1785400380000,1,False,0.0,,1m_1785400380000,0
ETH_3m_1785437640000_-1,3m,1m,8458,-1,2026-07-30 18:54:00+00:00,2026-07-30 18:57:00+00:00,4.091912232018898,0.0008149031952924,False,0.0,,3m_1785437820000,0,False,0.0,,1m_1785437820000,0
ETH_3m_1785438540000_1,3m,1m,8463,1,2026-07-30 19:09:00+00:00,2026-07-30 19:12:00+00:00,1.8937900626759696,0.0008681838073247,False,0.0,,3m_1785438720000,0,False,0.0,,1m_1785438720000,0
ETH_3m_1785450060000_1,3m,1m,8527,1,2026-07-30 22:21:00+00:00,2026-07-30 22:24:00+00:00,2.982442779731743,0.0011296490426626,False,0.0,,3m_1785450240000,0,False,0.0,,1m_1785450240000,0
ETH_3m_1785544560000_1,3m,1m,9052,1,2026-08-01 00:36:00+00:00,2026-08-01 00:39:00+00:00,0.5227035923114307,0.0006923511572617,False,0.0,,3m_1785544740000,0,False,0.0,,1m_1785544740000,0
ETH_3m_1785550680000_1,3m,1m,9086,1,2026-08-01 02:18:00+00:00,2026-08-01 02:21:00+00:00,2.3415155484789167,0.0005110894070678,False,0.0,,3m_1785550860000,0,False,0.0,,1m_1785550860000,0
ETH_3m_1785565440000_1,3m,1m,9168,1,2026-08-01 06:24:00+00:00,2026-08-01 06:27:00+00:00,2.0932447678529984,0.0004474352099743,False,0.0,,3m_1785565620000,0,False,0.0,,1m_1785565620000,0
ETH_3m_1785568140000_1,3m,1m,9183,1,2026-08-01 07:09:00+00:00,2026-08-01 07:12:00+00:00,4.406409124369323,0.0003454673324559,False,0.0,,3m_1785568320000,0,False,0.0,,1m_1785568320000,0
ETH_3m_1785577860000_-1,3m,1m,9237,-1,2026-08-01 09:51:00+00:00,2026-08-01 09:54:00+00:00,2.168771591455988,0.0003184271448536,False,0.0,,3m_1785578040000,0,False,0.0,,1m_1785578040000,0
ETH_3m_1785588840000_1,3m,1m,9298,1,2026-08-01 12:54:00+00:00,2026-08-01 12:57:00+00:00,1.7384883704594216,0.0003973659038884,False,0.0,,3m_1785589020000,0,False,0.0,,1m_1785589020000,0
ETH_3m_1785592800000_1,3m,1m,9320,1,2026-08-01 14:00:00+00:00,2026-08-01 14:03:00+00:00,4.314212024190679,0.000375452347991,False,0.0,,3m_1785592980000,0,False,0.0,,1m_1785592980000,0
ETH_3m_1785810960000_1,3m,1m,10532,1,2026-08-04 02:36:00+00:00,2026-08-04 02:39:00+00:00,4.009110623801812,0.0015841465029212,False,0.0,,3m_1785811140000,0,False,0.0,,1m_1785811140000,0
ETH_3m_1785844080000_1,3m,1m,10716,1,2026-08-04 11:48:00+00:00,2026-08-04 11:51:00+00:00,2.484257434283717,0.0013342086154849,False,0.0,,3m_1785844260000,0,False,0.0,,1m_1785844260000,0
ETH_3m_1785846780000_1,3m,1m,10731,1,2026-08-04 12:33:00+00:00,2026-08-04 12:36:00+00:00,6.410671151690671,0.0012083947480411,False,0.0,,3m_1785846960000,0,True,0.3922742009162903,yolo_2a6afb4b6f0e9b74071f4fe6,1m_1785846960000,1
ETH_3m_1785880620000_-1,3m,1m,10919,-1,2026-08-04 21:57:00+00:00,2026-08-04 22:00:00+00:00,0.4522924563163173,0.0007566863896905,False,0.0,,3m_1785880800000,0,False,0.0,,1m_1785880800000,0
ETH_3m_1785880800000_-1,3m,1m,10920,-1,2026-08-04 22:00:00+00:00,2026-08-04 22:03:00+00:00,3.541669279380576,0.0008459513406216,False,0.0,,3m_1785880980000,0,False,0.0,,1m_1785880980000,0
ETH_3m_1785885120000_1,3m,1m,10944,1,2026-08-04 23:12:00+00:00,2026-08-04 23:15:00+00:00,3.9846771994254855,0.0009151634896978,False,0.0,,3m_1785885300000,0,False,0.0,,1m_1785885300000,0
ETH_3m_1785886020000_-1,3m,1m,10949,-1,2026-08-04 23:27:00+00:00,2026-08-04 23:30:00+00:00,6.944041164292461,0.0011997905873929,False,0.0,,3m_1785886200000,0,False,0.0,,1m_1785886200000,0
ETH_3m_1785891060000_-1,3m,1m,10977,-1,2026-08-05 00:51:00+00:00,2026-08-05 00:54:00+00:00,1.7959898261926703,0.0011800094839702,False,0.0,,3m_1785891240000,0,False,0.0,,1m_1785891240000,0
ETH_3m_1785899880000_-1,3m,1m,11026,-1,2026-08-05 03:18:00+00:00,2026-08-05 03:21:00+00:00,9.67061275215911,0.0011738163470015,False,0.0,,3m_1785900060000,0,False,0.0,,1m_1785900060000,0
ETH_3m_1785913920000_-1,3m,1m,11104,-1,2026-08-05 07:12:00+00:00,2026-08-05 07:15:00+00:00,1.464676550277833,0.0008130195729143,False,0.0,,3m_1785914100000,0,False,0.0,,1m_1785914100000,0
ETH_3m_1785916800000_1,3m,1m,11120,1,2026-08-05 08:00:00+00:00,2026-08-05 08:03:00+00:00,3.391786199302772,0.0009014381807417,False,0.0,,3m_1785916980000,0,False,0.0,,1m_1785916980000,0
ETH_3m_1785927060000_-1,3m,1m,11177,-1,2026-08-05 10:51:00+00:00,2026-08-05 10:54:00+00:00,7.69200513163214,0.0009326481582535,False,0.0,,3m_1785927240000,0,False,0.0,,1m_1785927240000,0
ETH_3m_1785931920000_1,3m,1m,11204,1,2026-08-05 12:12:00+00:00,2026-08-05 12:15:00+00:00,1.4462476403834768,0.0007989072719496,False,0.0,,3m_1785932100000,0,False,0.0,,1m_1785932100000,0
ETH_3m_1786053600000_-1,3m,1m,11880,-1,2026-08-06 22:00:00+00:00,2026-08-06 22:03:00+00:00,6.2213012528214895,0.0006926458087937,False,0.0,,3m_1786053780000,0,False,0.0,,1m_1786053780000,0
ETH_3m_1786070160000_-1,3m,1m,11972,-1,2026-08-07 02:36:00+00:00,2026-08-07 02:39:00+00:00,0.8554503568457541,0.0011979489715989,False,0.0,,3m_1786070340000,0,False,0.0,,1m_1786070340000,0
ETH_3m_1786075020000_-1,3m,1m,11999,-1,2026-08-07 03:57:00+00:00,2026-08-07 04:00:00+00:00,2.6783420536831577,0.0009360465904342,False,0.0,,3m_1786075200000,0,False,0.0,,1m_1786075200000,0
ETH_3m_1786081860000_1,3m,1m,12037,1,2026-08-07 05:51:00+00:00,2026-08-07 05:54:00+00:00,2.3826652448580616,0.000730933291068,False,0.0,,3m_1786082040000,0,False,0.0,,1m_1786082040000,0
ETH_3m_1786155300000_-1,3m,1m,12445,-1,2026-08-08 02:15:00+00:00,2026-08-08 02:18:00+00:00,1.251447764730464,0.0002577958719144,False,0.0,,3m_1786155480000,0,False,0.0,,1m_1786155480000,0
ETH_3m_1786159260000_1,3m,1m,12467,1,2026-08-08 03:21:00+00:00,2026-08-08 03:24:00+00:00,1.9818979211861367,0.0002651500776116,False,0.0,,3m_1786159440000,0,False,0.0,,1m_1786159440000,0
ETH_3m_1786181580000_1,3m,1m,12591,1,2026-08-08 09:33:00+00:00,2026-08-08 09:36:00+00:00,2.5098459125504378,0.0004339172272145,False,0.0,,3m_1786181760000,0,False,0.0,,1m_1786181760000,0
ETH_3m_1786676940000_-1,3m,1m,15343,-1,2026-08-14 03:09:00+00:00,2026-08-14 03:12:00+00:00,1.3821352907686102,0.0006545863038056,False,0.0,,3m_1786677120000,0,False,0.0,,1m_1786677120000,0
ETH_3m_1786687920000_-1,3m,1m,15404,-1,2026-08-14 06:12:00+00:00,2026-08-14 06:15:00+00:00,2.3431325885966743,0.0005865837158005,False,0.0,,3m_1786688100000,0,False,0.0,,1m_1786688100000,0
ETH_3m_1786690260000_-1,3m,1m,15417,-1,2026-08-14 06:51:00+00:00,2026-08-14 06:54:00+00:00,4.836501943675365,0.0009540615664405,False,0.0,,3m_1786690440000,0,False,0.0,,1m_1786690440000,0
ETH_3m_1786829580000_1,3m,1m,16191,1,2026-08-15 21:33:00+00:00,2026-08-15 21:36:00+00:00,0.554739088968618,0.000123796612953,False,0.0,,3m_1786829760000,0,False,0.0,,1m_1786829760000,0
ETH_3m_1787004540000_-1,3m,1m,17163,-1,2026-08-17 22:09:00+00:00,2026-08-17 22:12:00+00:00,3.1122515342022252,0.000540313599911,False,0.0,,3m_1787004720000,0,False,0.0,,1m_1787004720000,0
ETH_3m_1787008500000_1,3m,1m,17185,1,2026-08-17 23:15:00+00:00,2026-08-17 23:18:00+00:00,1.5416652667972015,0.0004938677109404,False,0.0,,3m_1787008680000,0,False,0.0,,1m_1787008680000,0
ETH_3m_1787015340000_-1,3m,1m,17223,-1,2026-08-18 01:09:00+00:00,2026-08-18 01:12:00+00:00,2.266388863776604,0.0006993396377668,False,0.0,,3m_1787015520000,0,False,0.0,,1m_1787015520000,0
ETH_3m_1787017320000_-1,3m,1m,17234,-1,2026-08-18 01:42:00+00:00,2026-08-18 01:45:00+00:00,5.74242573384656,0.0005869396408648,False,0.0,,3m_1787017500000,0,False,0.0,,1m_1787017500000,0
ETH_3m_1787019300000_-1,3m,1m,17245,-1,2026-08-18 02:15:00+00:00,2026-08-18 02:18:00+00:00,1.6168510604681987,0.0008157703027412,False,0.0,,3m_1787019480000,0,False,0.0,,1m_1787019480000,0
ETH_3m_1787062860000_1,3m,1m,17487,1,2026-08-18 14:21:00+00:00,2026-08-18 14:24:00+00:00,5.274832151059311,0.0013931331163239,False,0.0,,3m_1787063040000,1,True,0.6660005450248718,yolo_96b98c0002cf703148a02b62,1m_1787063040000,2
ETH_3m_1787276700000_1,3m,1m,18675,1,2026-08-21 01:45:00+00:00,2026-08-21 01:48:00+00:00,4.696503896445518,0.0040341146269976,False,0.0,,3m_1787276880000,0,False,0.0,,1m_1787276880000,0
ETH_3m_1787417280000_1,3m,1m,19456,1,2026-08-22 16:48:00+00:00,2026-08-22 16:51:00+00:00,2.4798521708844037,0.0016125500672508,False,0.0,,3m_1787417460000,0,False,0.0,,1m_1787417460000,0
ETH_3m_1787428080000_1,3m,1m,19516,1,2026-08-22 19:48:00+00:00,2026-08-22 19:51:00+00:00,2.466753463888031,0.0012510251979987,False,0.0,,3m_1787428260000,0,False,0.0,,1m_1787428260000,0
ETH_3m_1787559480000_-1,3m,1m,20246,-1,2026-08-24 08:18:00+00:00,2026-08-24 08:21:00+00:00,1.6663754175010397,0.0019899864534542,False,0.0,,3m_1787559660000,0,False,0.0,,1m_1787559660000,0
ETH_3m_1787677740000_-1,3m,1m,20903,-1,2026-08-25 17:09:00+00:00,2026-08-25 17:12:00+00:00,3.7688047659490103,0.0019164122367725,False,0.0,,3m_1787677920000,0,False,0.0,,1m_1787677920000,0
ETH_3m_1787686200000_-1,3m,1m,20950,-1,2026-08-25 19:30:00+00:00,2026-08-25 19:33:00+00:00,2.127352917137965,0.00121293391409,False,0.0,,3m_1787686380000,0,False,0.0,,1m_1787686380000,0
ETH_3m_1787736060000_-1,3m,1m,21227,-1,2026-08-26 09:21:00+00:00,2026-08-26 09:24:00+00:00,5.828154712443944,0.0015693701888564,False,0.0,,3m_1787736240000,0,False,0.0,,1m_1787736240000,0
ETH_3m_1787737320000_-1,3m,1m,21234,-1,2026-08-26 09:42:00+00:00,2026-08-26 09:45:00+00:00,1.6978483752464772,0.0015449415246927,False,0.0,,3m_1787737500000,0,False,0.0,,1m_1787737500000,0
ETH_3m_1787747940000_-1,3m,1m,21293,-1,2026-08-26 12:39:00+00:00,2026-08-26 12:42:00+00:00,1.5790065584419244,0.0023778138221771,False,0.0,,3m_1787748120000,0,False,0.0,,1m_1787748120000,0
ETH_3m_1787817240000_1,3m,1m,21678,1,2026-08-27 07:54:00+00:00,2026-08-27 07:57:00+00:00,5.04813129302991,0.0009144678017325,False,0.0,,3m_1787817420000,0,False,0.0,,1m_1787817420000,0
ETH_3m_1787877360000_1,3m,1m,22012,1,2026-08-28 00:36:00+00:00,2026-08-28 00:39:00+00:00,6.162622909498645,0.0013250846666414,False,0.0,,3m_1787877540000,0,False,0.0,,1m_1787877540000,0
ETH_3m_1787879880000_1,3m,1m,22026,1,2026-08-28 01:18:00+00:00,2026-08-28 01:21:00+00:00,4.621044895374891,0.0015938750682174,False,0.0,,3m_1787880060000,0,False,0.0,,1m_1787880060000,0
ETH_3m_1787925240000_1,3m,1m,22278,1,2026-08-28 13:54:00+00:00,2026-08-28 13:57:00+00:00,6.741143558948668,0.0017056296844268,False,0.0,,3m_1787925420000,0,True,0.558125913143158,yolo_a3a7f3c555aecd9ef66c5cd4,1m_1787925420000,2
ETH_3m_1787926500000_-1,3m,1m,22285,-1,2026-08-28 14:15:00+00:00,2026-08-28 14:18:00+00:00,3.6272558738327336,0.0037745502875906,False,0.0,,3m_1787926680000,0,False,0.0,,1m_1787926680000,0
ETH_3m_1788002280000_1,3m,1m,22706,1,2026-08-29 11:18:00+00:00,2026-08-29 11:21:00+00:00,1.4201013424950732,0.0004302460575508,False,0.0,,3m_1788002460000,0,False,0.0,,1m_1788002460000,0
ETH_3m_1788005880000_1,3m,1m,22726,1,2026-08-29 12:18:00+00:00,2026-08-29 12:21:00+00:00,6.088285207713459,0.0003566647748058,False,0.0,,3m_1788006060000,0,False,0.0,,1m_1788006060000,0
ETH_3m_1788240780000_1,3m,1m,24031,1,2026-09-01 05:33:00+00:00,2026-09-01 05:36:00+00:00,2.5498706638383855,0.0009927566995391,False,0.0,,3m_1788240960000,0,False,0.0,,1m_1788240960000,0
ETH_3m_1788249960000_-1,3m,1m,24082,-1,2026-09-01 08:06:00+00:00,2026-09-01 08:09:00+00:00,9.925756009386776,0.0012069647430745,False,0.0,,3m_1788250140000,0,False,0.0,,1m_1788250140000,0
ETH_3m_1788395580000_-1,3m,1m,24891,-1,2026-09-03 00:33:00+00:00,2026-09-03 00:36:00+00:00,0.7173679636924577,0.0010679046165556,False,0.0,,3m_1788395760000,0,False,0.0,,1m_1788395760000,0
ETH_3m_1788397200000_-1,3m,1m,24900,-1,2026-09-03 01:00:00+00:00,2026-09-03 01:03:00+00:00,13.755941208379229,0.0013781565537577,False,0.0,,3m_1788397380000,0,False,0.0,,1m_1788397380000,0
ETH_3m_1788398100000_1,3m,1m,24905,1,2026-09-03 01:15:00+00:00,2026-09-03 01:18:00+00:00,2.6519057228898006,0.0015688267770772,False,0.0,,3m_1788398280000,0,True,0.2844681441783905,yolo_0052d33ff9ac1dceb397b99a,1m_1788398280000,1
ETH_3m_1788402600000_1,3m,1m,24930,1,2026-09-03 02:30:00+00:00,2026-09-03 02:33:00+00:00,6.506737578790257,0.001688060781615,True,0.5042821168899536,yolo_dc1079cb1eb6ff9a15ebbe86,3m_1788402780000,2,False,0.0,,1m_1788402780000,0
ETH_3m_1788438960000_1,3m,1m,25132,1,2026-09-03 12:36:00+00:00,2026-09-03 12:39:00+00:00,2.5835395044157936,0.0015702212232266,False,0.0,,3m_1788439140000,0,False,0.0,,1m_1788439140000,0
ETH_3m_1788491520000_1,3m,1m,25424,1,2026-09-04 03:12:00+00:00,2026-09-04 03:15:00+00:00,1.0633117930088378,0.0012537878276919,False,0.0,,3m_1788491700000,0,False,0.0,,1m_1788491700000,0
ETH_3m_1788501060000_-1,3m,1m,25477,-1,2026-09-04 05:51:00+00:00,2026-09-04 05:54:00+00:00,1.713097656790551,0.0012837106007588,False,0.0,,3m_1788501240000,0,False,0.0,,1m_1788501240000,0
ETH_3m_1788510600000_1,3m,1m,25530,1,2026-09-04 08:30:00+00:00,2026-09-04 08:33:00+00:00,2.683696516982585,0.0011107152023336,False,0.0,,3m_1788510780000,0,False,0.0,,1m_1788510780000,0
ETH_3m_1788513300000_1,3m,1m,25545,1,2026-09-04 09:15:00+00:00,2026-09-04 09:18:00+00:00,4.462479746637589,0.0024191028973588,False,0.0,,3m_1788513480000,0,False,0.0,,1m_1788513480000,0
ETH_3m_1788566580000_1,3m,1m,25841,1,2026-09-05 00:03:00+00:00,2026-09-05 00:06:00+00:00,0.7274123148788312,0.0003916945427153,False,0.0,,3m_1788566760000,0,False,0.0,,1m_1788566760000,0
ETH_3m_1788574680000_-1,3m,1m,25886,-1,2026-09-05 02:18:00+00:00,2026-09-05 02:21:00+00:00,0.4224039404131154,0.0005380143893469,False,0.0,,3m_1788574860000,0,False,0.0,,1m_1788574860000,0
ETH_3m_1788583680000_-1,3m,1m,25936,-1,2026-09-05 04:48:00+00:00,2026-09-05 04:51:00+00:00,7.394056832335428,0.000419497028154,False,0.0,,3m_1788583860000,0,False,0.0,,1m_1788583860000,0
ETH_3m_1788828840000_1,3m,1m,27298,1,2026-09-08 00:54:00+00:00,2026-09-08 00:57:00+00:00,0.5030526471337416,0.001135923866359,False,0.0,,3m_1788829020000,0,False,0.0,,1m_1788829020000,0
ETH_3m_1788914880000_1,3m,1m,27776,1,2026-09-09 00:48:00+00:00,2026-09-09 00:51:00+00:00,2.925038068035565,0.0009629306585484,False,0.0,,3m_1788915060000,0,False,0.0,,1m_1788915060000,0
ETH_3m_1788923520000_-1,3m,1m,27824,-1,2026-09-09 03:12:00+00:00,2026-09-09 03:15:00+00:00,1.57283350282684,0.0010261462666563,False,0.0,,3m_1788923700000,0,False,0.0,,1m_1788923700000,0
ETH_3m_1788926580000_1,3m,1m,27841,1,2026-09-09 04:03:00+00:00,2026-09-09 04:06:00+00:00,5.86862297565677,0.0012076610139126,False,0.0,,3m_1788926760000,0,False,0.0,,1m_1788926760000,0
ETH_3m_1789033320000_-1,3m,1m,28434,-1,2026-09-10 09:42:00+00:00,2026-09-10 09:45:00+00:00,6.781109883982594,0.000993987271138,False,0.0,,3m_1789033500000,0,False,0.0,,1m_1789033500000,0
ETH_3m_1789200540000_1,3m,1m,29363,1,2026-09-12 08:09:00+00:00,2026-09-12 08:12:00+00:00,8.775038372235441,0.0005501961224883,False,0.0,,3m_1789200720000,0,False,0.0,,1m_1789200720000,0
ETH_3m_1789233840000_-1,3m,1m,29548,-1,2026-09-12 17:24:00+00:00,2026-09-12 17:27:00+00:00,2.193450557507865,0.0007478173575819,False,0.0,,3m_1789234020000,0,False,0.0,,1m_1789234020000,0
ETH_3m_1789383780000_-1,3m,1m,30381,-1,2026-09-14 11:03:00+00:00,2026-09-14 11:06:00+00:00,4.232917962884111,0.0011982387857458,False,0.0,,3m_1789383960000,0,False,0.0,,1m_1789383960000,0
ETH_3m_1789386660000_-1,3m,1m,30397,-1,2026-09-14 11:51:00+00:00,2026-09-14 11:54:00+00:00,4.217004567242349,0.001057226585722,False,0.0,,3m_1789386840000,0,False,0.0,,1m_1789386840000,0
ETH_3m_1789390440000_-1,3m,1m,30418,-1,2026-09-14 12:54:00+00:00,2026-09-14 12:57:00+00:00,3.5206284140973545,0.0015017090183062,False,0.0,,3m_1789390620000,0,False,0.0,,1m_1789390620000,0
ETH_3m_1789395300000_1,3m,1m,30445,1,2026-09-14 14:15:00+00:00,2026-09-14 14:18:00+00:00,1.2089916958566405,0.0025408698553756,False,0.0,,3m_1789395480000,0,False,0.0,,1m_1789395480000,0
ETH_5m_1784100000000_-1,5m,1m,904,-1,2026-07-15 07:20:00+00:00,2026-07-15 07:25:00+00:00,3.0618452371845164,0.0019316679157571,False,0.0,,5m_1784100300000,0,False,0.0,,1m_1784100300000,0
ETH_5m_1784181300000_1,5m,1m,1175,1,2026-07-16 05:55:00+00:00,2026-07-16 06:00:00+00:00,0.537210002186662,0.0013862527981326,False,0.0,,5m_1784181600000,0,False,0.0,,1m_1784181600000,0
ETH_5m_1784363400000_1,5m,1m,1782,1,2026-07-18 08:30:00+00:00,2026-07-18 08:35:00+00:00,5.792787979821261,0.0007263271874126,False,0.0,,5m_1784363700000,0,False,0.0,,1m_1784363700000,0
ETH_5m_1784380200000_-1,5m,1m,1838,-1,2026-07-18 13:10:00+00:00,2026-07-18 13:15:00+00:00,3.4411027649737393,0.0010972621356633,False,0.0,,5m_1784380500000,0,False,0.0,,1m_1784380500000,0
ETH_5m_1784396400000_1,5m,1m,1892,1,2026-07-18 17:40:00+00:00,2026-07-18 17:45:00+00:00,6.376969879780848,0.0010831568544648,False,0.0,,5m_1784396700000,0,False,0.0,,1m_1784396700000,0
ETH_5m_1784697600000_-1,5m,1m,2896,-1,2026-07-22 05:20:00+00:00,2026-07-22 05:25:00+00:00,7.291148458466976,0.0017054586502779,False,0.0,,5m_1784697900000,0,False,0.0,,1m_1784697900000,0
ETH_5m_1784723100000_-1,5m,1m,2981,-1,2026-07-22 12:25:00+00:00,2026-07-22 12:30:00+00:00,0.8243889126814242,0.001449521362647,False,0.0,,5m_1784723400000,0,False,0.0,,1m_1784723400000,0
ETH_5m_1784897100000_-1,5m,1m,3561,-1,2026-07-24 12:45:00+00:00,2026-07-24 12:50:00+00:00,8.122737931256452,0.0016515453977057,False,0.0,,5m_1784897400000,0,False,0.0,,1m_1784897400000,0
ETH_5m_1784960700000_-1,5m,1m,3773,-1,2026-07-25 06:25:00+00:00,2026-07-25 06:30:00+00:00,1.1224313909290309,0.0007589737270411,False,0.0,,5m_1784961000000,0,False,0.0,,1m_1784961000000,0
ETH_5m_1784966700000_-1,5m,1m,3793,-1,2026-07-25 08:05:00+00:00,2026-07-25 08:10:00+00:00,3.87852719166294,0.0007350515351162,False,0.0,,5m_1784967000000,0,False,0.0,,1m_1784967000000,0
ETH_5m_1784974500000_1,5m,1m,3819,1,2026-07-25 10:15:00+00:00,2026-07-25 10:20:00+00:00,0.897121554474336,0.0006981576687387,False,0.0,,5m_1784974800000,0,False,0.0,,1m_1784974800000,0
ETH_5m_1784984400000_1,5m,1m,3852,1,2026-07-25 13:00:00+00:00,2026-07-25 13:05:00+00:00,11.405830035590864,0.000672500478708,False,0.0,,5m_1784984700000,0,False,0.0,,1m_1784984700000,0
ETH_5m_1785334500000_-1,5m,1m,5019,-1,2026-07-29 14:15:00+00:00,2026-07-29 14:20:00+00:00,1.5968962821923118,0.0030535640126642,False,0.0,,5m_1785334800000,0,False,0.0,,1m_1785334800000,0
