event_key,timeframe,lower_timeframe,signal_i,side,signal_bar_open,entry_time,rv,volatility
ETH_15m_1786184100000_1,15m,5m,3097,1,2026-08-08 10:15:00+00:00,2026-08-08 10:30:00+00:00,2.5549956478905393,0.0009919613455944588
ETH_15m_1786797000000_-1,15m,5m,3778,-1,2026-08-15 12:30:00+00:00,2026-08-15 12:45:00+00:00,0.7536094643949983,0.0007428025257289045
ETH_15m_1786806900000_1,15m,5m,3789,1,2026-08-15 15:15:00+00:00,2026-08-15 15:30:00+00:00,2.3429047671042027,0.0008924945350776752
ETH_15m_1786929300000_1,15m,5m,3925,1,2026-08-17 01:15:00+00:00,2026-08-17 01:30:00+00:00,4.812874437164255,0.002664543711232533
ETH_15m_1787690700000_-1,15m,5m,4771,-1,2026-08-25 20:45:00+00:00,2026-08-25 21:00:00+00:00,4.150848189518826,0.004213534990405825
ETH_15m_1787778900000_1,15m,5m,4869,1,2026-08-26 21:15:00+00:00,2026-08-26 21:30:00+00:00,2.4774041841575074,0.004310038983935401
ETH_15m_1788444000000_1,15m,5m,5608,1,2026-09-03 14:00:00+00:00,2026-09-03 14:15:00+00:00,2.7560112261080123,0.003927018308503322
ETH_15m_1788773400000_-1,15m,5m,5974,-1,2026-09-07 09:30:00+00:00,2026-09-07 09:45:00+00:00,0.6765319282037535,0.0028163702644934683
ETH_15m_1788786000000_1,15m,5m,5988,1,2026-09-07 13:00:00+00:00,2026-09-07 13:15:00+00:00,3.5653194179194205,0.002423096589658609
ETH_15m_1788860700000_1,15m,5m,6071,1,2026-09-08 09:45:00+00:00,2026-09-08 10:00:00+00:00,1.3586162697822295,0.003052551293732667
ETH_15m_1788928200000_1,15m,5m,6146,1,2026-09-09 04:30:00+00:00,2026-09-09 04:45:00+00:00,4.414559565703732,0.0028294565334552177
ETH_30m_1784527200000_-1,30m,15m,988,-1,2026-07-20 06:00:00+00:00,2026-07-20 06:30:00+00:00,1.0632506034014395,0.006059609745956781
ETH_30m_1784561400000_1,30m,15m,1007,1,2026-07-20 15:30:00+00:00,2026-07-20 16:00:00+00:00,3.2281306780909707,0.006986402453187454
ETH_30m_1785504600000_-1,30m,15m,1531,-1,2026-07-31 13:30:00+00:00,2026-07-31 14:00:00+00:00,5.081068426448287,0.004896596798860078
ETH_30m_1785945600000_1,30m,15m,1776,1,2026-08-05 16:00:00+00:00,2026-08-05 16:30:00+00:00,4.475794141496158,0.0052473134915420085
ETH_30m_1786318200000_-1,30m,15m,1983,-1,2026-08-09 23:30:00+00:00,2026-08-10 00:00:00+00:00,6.3218329541388085,0.002621845896137115
ETH_30m_1786370400000_-1,30m,15m,2012,-1,2026-08-10 14:00:00+00:00,2026-08-10 14:30:00+00:00,2.0404723013827275,0.0036388428644785666
ETH_30m_1786935600000_1,30m,15m,2326,1,2026-08-17 03:00:00+00:00,2026-08-17 03:30:00+00:00,2.382929466694978,0.003295434602220623
ETH_30m_1786980600000_1,30m,15m,2351,1,2026-08-17 15:30:00+00:00,2026-08-17 16:00:00+00:00,2.1676421428419834,0.003574668657877744
ETH_30m_1788251400000_-1,30m,15m,3057,-1,2026-09-01 08:30:00+00:00,2026-09-01 09:00:00+00:00,3.7900742165207726,0.0045361897548683566
ETH_30m_1788287400000_-1,30m,15m,3077,-1,2026-09-01 18:30:00+00:00,2026-09-01 19:00:00+00:00,3.6662781798230335,0.006588729232878239
ETH_30m_1788339600000_-1,30m,15m,3106,-1,2026-09-02 09:00:00+00:00,2026-09-02 09:30:00+00:00,4.195754992606517,0.005354525041896671
ETH_30m_1788845400000_-1,30m,15m,3387,-1,2026-09-08 05:30:00+00:00,2026-09-08 06:00:00+00:00,1.7974362174724356,0.0038311930883535086
ETH_30m_1788937200000_1,30m,15m,3438,1,2026-09-09 07:00:00+00:00,2026-09-09 07:30:00+00:00,4.154443983165494,0.004293947245531408
ETH_30m_1788989400000_-1,30m,15m,3467,-1,2026-09-09 21:30:00+00:00,2026-09-09 22:00:00+00:00,0.43093777672217426,0.005443138363914432
ETH_1H_1785949200000_1,1H,15m,1249,1,2026-08-05 17:00:00+00:00,2026-08-05 18:00:00+00:00,4.922667415844635,0.006813502987377972
ETH_1H_1786690800000_-1,1H,15m,1455,-1,2026-08-14 07:00:00+00:00,2026-08-14 08:00:00+00:00,1.1526526027596407,0.004192177061899615
ETH_1H_1787065200000_1,1H,15m,1559,1,2026-08-18 15:00:00+00:00,2026-08-18 16:00:00+00:00,3.51578419160782,0.004777861179596786
ETH_4H_1786104000000_1,4H,1H,863,1,2026-08-07 12:00:00+00:00,2026-08-07 16:00:00+00:00,3.2431993040732907,0.011490300853267384
ETH_4H_1787097600000_1,4H,1H,932,1,2026-08-19 00:00:00+00:00,2026-08-19 04:00:00+00:00,1.6099817477139025,0.007858331883954019
