trade_id,fill_type,time,signal_time,side,price,fraction,entry_notional,gross_return,cost_return,net_return,reason
11,exit,2026-08-17 06:25:00+00:00,2026-08-17 06:25:00+00:00,1,1899.44,1.0,1.0,0.005345782124974932,0.001,0.004345782124974932,opposite_next_open
12,entry,2026-08-17 08:05:00+00:00,2026-08-17 08:05:00+00:00,1,1897.29,1.0,1.0,0.0,0.001,-0.001,entry_next_open
12,exit,2026-08-17 09:20:00+00:00,2026-08-17 09:20:00+00:00,1,1895.17,1.0,1.0,-0.00111738321500661,0.001,-0.00211738321500661,opposite_next_open
13,entry,2026-08-17 12:35:00+00:00,2026-08-17 12:35:00+00:00,1,1899.64,1.0,1.0,0.0,0.001,-0.001,entry_next_open
13,exit,2026-08-17 23:35:00+00:00,2026-08-17 23:35:00+00:00,1,1916.89,1.0,1.0,0.009080667916026195,0.001,0.008080667916026196,opposite_next_open
14,entry,2026-08-18 00:20:00+00:00,2026-08-18 00:20:00+00:00,1,1910.55,1.0,1.0,0.0,0.001,-0.001,entry_next_open
14,exit,2026-08-18 04:00:00+00:00,2026-08-18 04:00:00+00:00,1,1893.89,1.0,1.0,-0.008720002093637881,0.001,-0.00972000209363788,opposite_next_open
15,entry,2026-08-18 04:00:00+00:00,2026-08-18 04:00:00+00:00,-1,1893.89,1.0,1.0,0.0,0.001,-0.001,entry_next_open
15,exit,2026-08-18 12:25:00+00:00,2026-08-18 12:25:00+00:00,-1,1900.47,1.0,1.0,-0.003474330610542284,0.001,-0.004474330610542284,opposite_next_open
16,entry,2026-08-18 12:25:00+00:00,2026-08-18 12:25:00+00:00,1,1900.47,1.0,1.0,0.0,0.001,-0.001,entry_next_open
16,exit,2026-08-18 15:45:00+00:00,2026-08-18 15:45:00+00:00,1,1916.0,1.0,1.0,0.008171662799202287,0.001,0.007171662799202287,opposite_next_open
17,entry,2026-08-18 18:05:00+00:00,2026-08-18 18:05:00+00:00,1,1911.42,1.0,1.0,0.0,0.001,-0.001,entry_next_open
17,exit,2026-08-18 18:35:00+00:00,2026-08-18 18:35:00+00:00,1,1915.48,1.0,1.0,0.0021240752948069735,0.001,0.0011240752948069735,opposite_next_open
18,entry,2026-08-19 08:10:00+00:00,2026-08-19 08:10:00+00:00,1,1915.71,1.0,1.0,0.0,0.001,-0.001,entry_next_open
18,exit,2026-08-19 11:15:00+00:00,2026-08-19 11:15:00+00:00,1,1923.84,1.0,1.0,0.0042438573688083694,0.001,0.0032438573688083694,opposite_next_open
19,entry,2026-08-20 03:05:00+00:00,2026-08-20 03:05:00+00:00,1,2243.76,1.0,1.0,0.0,0.001,-0.001,entry_next_open
19,exit,2026-08-20 03:55:00+00:00,2026-08-20 03:55:00+00:00,1,2252.85,1.0,1.0,0.004051235426248658,0.001,0.003051235426248658,opposite_next_open
20,entry,2026-08-20 12:20:00+00:00,2026-08-20 12:20:00+00:00,1,2274.44,1.0,1.0,0.0,0.001,-0.001,entry_next_open
20,exit,2026-08-20 13:15:00+00:00,2026-08-20 13:15:00+00:00,1,2293.66,1.0,1.0,0.008450431754629622,0.001,0.007450431754629622,opposite_next_open
21,entry,2026-08-20 21:00:00+00:00,2026-08-20 21:00:00+00:00,1,2317.5,1.0,1.0,0.0,0.001,-0.001,entry_next_open
21,exit,2026-08-20 23:30:00+00:00,2026-08-20 23:30:00+00:00,1,2330.6,1.0,1.0,0.005652642934196293,0.001,0.004652642934196293,opposite_next_open
22,entry,2026-08-21 03:10:00+00:00,2026-08-21 03:10:00+00:00,1,2339.81,1.0,1.0,0.0,0.001,-0.001,entry_next_open
22,exit,2026-08-21 06:10:00+00:00,2026-08-21 06:10:00+00:00,1,2373.13,1.0,1.0,0.014240472516999314,0.001,0.013240472516999315,opposite_next_open
23,entry,2026-08-22 10:55:00+00:00,2026-08-22 10:55:00+00:00,-1,2412.31,1.0,1.0,0.0,0.001,-0.001,entry_next_open
23,exit,2026-08-22 15:00:00+00:00,2026-08-22 15:00:00+00:00,-1,2413.46,1.0,1.0,-0.00047672148272821113,0.001,-0.0014767214827282112,opposite_next_open
24,entry,2026-08-22 16:35:00+00:00,2026-08-22 16:35:00+00:00,-1,2419.08,1.0,1.0,0.0,0.001,-0.001,entry_next_open
24,exit,2026-08-22 21:05:00+00:00,2026-08-22 21:05:00+00:00,-1,2419.53,1.0,1.0,-0.00018602113200070805,0.001,-0.001186021132000708,opposite_next_open
25,entry,2026-08-22 21:05:00+00:00,2026-08-22 21:05:00+00:00,1,2419.53,1.0,1.0,0.0,0.001,-0.001,entry_next_open
25,exit,2026-08-22 22:30:00+00:00,2026-08-22 22:30:00+00:00,1,2422.42,1.0,1.0,0.001194446855380951,0.001,0.000194446855380951,opposite_next_open
26,entry,2026-08-22 22:30:00+00:00,2026-08-22 22:30:00+00:00,-1,2422.42,1.0,1.0,0.0,0.001,-0.001,entry_next_open
26,exit,2026-08-23 02:20:00+00:00,2026-08-23 02:20:00+00:00,-1,2416.17,1.0,1.0,0.002580064563535638,0.001,0.0015800645635356378,opposite_next_open
27,entry,2026-08-23 06:35:00+00:00,2026-08-23 06:35:00+00:00,-1,2393.6,1.0,1.0,0.0,0.001,-0.001,entry_next_open
27,exit,2026-08-23 14:45:00+00:00,2026-08-23 14:45:00+00:00,-1,2419.33,1.0,1.0,-0.010749498663101612,0.001,-0.011749498663101612,opposite_next_open
28,entry,2026-08-23 14:45:00+00:00,2026-08-23 14:45:00+00:00,1,2419.33,1.0,1.0,0.0,0.001,-0.001,entry_next_open
28,exit,2026-08-23 20:50:00+00:00,2026-08-23 20:50:00+00:00,1,2447.0,1.0,1.0,0.011437050753721102,0.001,0.010437050753721103,opposite_next_open
29,entry,2026-08-24 02:35:00+00:00,2026-08-24 02:35:00+00:00,-1,2448.58,1.0,1.0,0.0,0.001,-0.001,entry_next_open
29,exit,2026-08-24 10:50:00+00:00,2026-08-24 10:50:00+00:00,-1,2467.56,1.0,1.0,-0.007751431441896944,0.001,-0.008751431441896943,opposite_next_open
30,entry,2026-08-24 10:50:00+00:00,2026-08-24 10:50:00+00:00,1,2467.56,1.0,1.0,0.0,0.001,-0.001,entry_next_open
30,exit,2026-08-24 11:40:00+00:00,2026-08-24 11:40:00+00:00,1,2492.39,1.0,1.0,0.010062571933407871,0.001,0.00906257193340787,opposite_next_open
31,entry,2026-08-24 15:55:00+00:00,2026-08-24 15:55:00+00:00,1,2485.15,1.0,1.0,0.0,0.001,-0.001,entry_next_open
31,exit,2026-08-24 18:20:00+00:00,2026-08-24 18:20:00+00:00,1,2479.39,1.0,1.0,-0.0023177675391828335,0.001,-0.0033177675391828335,opposite_next_open
32,entry,2026-08-24 18:20:00+00:00,2026-08-24 18:20:00+00:00,-1,2479.39,1.0,1.0,0.0,0.001,-0.001,entry_next_open
32,exit,2026-08-24 22:25:00+00:00,2026-08-24 22:25:00+00:00,-1,2478.7,1.0,1.0,0.0002782942578618348,0.001,-0.0007217057421381652,opposite_next_open
33,entry,2026-08-25 08:30:00+00:00,2026-08-25 08:30:00+00:00,-1,2492.77,1.0,1.0,0.0,0.001,-0.001,entry_next_open
33,exit,2026-08-25 11:25:00+00:00,2026-08-25 11:25:00+00:00,-1,2477.6,1.0,1.0,0.006085599553909937,0.001,0.005085599553909937,opposite_next_open
34,entry,2026-08-25 14:25:00+00:00,2026-08-25 14:25:00+00:00,-1,2472.3,1.0,1.0,0.0,0.001,-0.001,entry_next_open
34,exit,2026-08-25 17:15:00+00:00,2026-08-25 17:15:00+00:00,-1,2461.86,1.0,1.0,0.0042227884965417035,0.001,0.0032227884965417035,opposite_next_open
35,entry,2026-08-25 18:05:00+00:00,2026-08-25 18:05:00+00:00,-1,2469.73,1.0,1.0,0.0,0.001,-0.001,entry_next_open
35,exit,2026-08-25 20:55:00+00:00,2026-08-25 20:55:00+00:00,-1,2438.16,1.0,1.0,0.012782773825478965,0.001,0.011782773825478966,opposite_next_open
36,entry,2026-08-25 21:55:00+00:00,2026-08-25 21:55:00+00:00,-1,2440.2,1.0,1.0,0.0,0.001,-0.001,entry_next_open
36,exit,2026-08-25 23:55:00+00:00,2026-08-25 23:55:00+00:00,-1,2438.5,1.0,1.0,0.000696664207851741,0.001,-0.00030333579214825905,opposite_next_open
37,entry,2026-08-26 01:10:00+00:00,2026-08-26 01:10:00+00:00,-1,2454.1,1.0,1.0,0.0,0.001,-0.001,entry_next_open
37,exit,2026-08-26 03:20:00+00:00,2026-08-26 03:20:00+00:00,-1,2460.38,1.0,1.0,-0.002558982926531193,0.001,-0.003558982926531193,opposite_next_open
38,entry,2026-08-26 03:20:00+00:00,2026-08-26 03:20:00+00:00,1,2460.38,1.0,1.0,0.0,0.001,-0.001,entry_next_open
38,exit,2026-08-26 05:40:00+00:00,2026-08-26 05:40:00+00:00,1,2463.0,1.0,1.0,0.0010648761573415044,0.001,6.487615734150436e-05,opposite_next_open
39,entry,2026-08-26 06:35:00+00:00,2026-08-26 06:35:00+00:00,1,2455.94,1.0,1.0,0.0,0.001,-0.001,entry_next_open
39,exit,2026-08-26 10:40:00+00:00,2026-08-26 10:40:00+00:00,1,2465.2,1.0,1.0,0.0037704504181697287,0.001,0.0027704504181697287,opposite_next_open
40,entry,2026-08-26 10:40:00+00:00,2026-08-26 10:40:00+00:00,-1,2465.2,1.0,1.0,0.0,0.001,-0.001,entry_next_open
40,exit,2026-08-26 11:35:00+00:00,2026-08-26 11:35:00+00:00,-1,2463.76,1.0,1.0,0.0005841311049811779,0.001,-0.0004158688950188221,opposite_next_open
41,entry,2026-08-26 11:35:00+00:00,2026-08-26 11:35:00+00:00,1,2463.76,1.0,1.0,0.0,0.001,-0.001,entry_next_open
41,exit,2026-08-26 17:40:00+00:00,2026-08-26 17:40:00+00:00,1,2462.86,1.0,1.0,-0.00036529532097285893,0.001,-0.0013652953209728588,opposite_next_open
42,entry,2026-08-26 22:55:00+00:00,2026-08-26 22:55:00+00:00,1,2490.45,1.0,1.0,0.0,0.001,-0.001,entry_next_open
42,exit,2026-08-26 23:40:00+00:00,2026-08-26 23:40:00+00:00,1,2503.39,1.0,1.0,0.005195848139894419,0.001,0.004195848139894419,opposite_next_open
43,entry,2026-08-27 00:50:00+00:00,2026-08-27 00:50:00+00:00,1,2494.56,1.0,1.0,0.0,0.001,-0.001,entry_next_open
43,exit,2026-08-27 04:25:00+00:00,2026-08-27 04:25:00+00:00,1,2493.45,1.0,1.0,-0.0004449682509140399,0.001,-0.00144496825091404,opposite_next_open
44,entry,2026-08-27 07:05:00+00:00,2026-08-27 07:05:00+00:00,-1,2490.94,1.0,1.0,0.0,0.001,-0.001,entry_next_open
44,exit,2026-08-27 10:05:00+00:00,2026-08-27 10:05:00+00:00,-1,2534.85,1.0,1.0,-0.01762788344962137,0.001,-0.01862788344962137,opposite_next_open
45,entry,2026-08-27 10:05:00+00:00,2026-08-27 10:05:00+00:00,1,2534.85,1.0,1.0,0.0,0.001,-0.001,entry_next_open
45,exit,2026-08-27 14:45:00+00:00,2026-08-27 14:45:00+00:00,1,2519.34,1.0,1.0,-0.006118705248831199,0.001,-0.007118705248831199,opposite_next_open
46,entry,2026-08-27 19:10:00+00:00,2026-08-27 19:10:00+00:00,-1,2508.29,1.0,1.0,0.0,0.001,-0.001,entry_next_open
46,exit,2026-08-27 20:15:00+00:00,2026-08-27 20:15:00+00:00,-1,2495.27,1.0,1.0,0.005190787349150211,0.001,0.004190787349150211,opposite_next_open
47,entry,2026-08-27 20:50:00+00:00,2026-08-27 20:50:00+00:00,-1,2504.86,1.0,1.0,0.0,0.001,-0.001,entry_next_open
47,exit,2026-08-27 21:50:00+00:00,2026-08-27 21:50:00+00:00,-1,2500.59,1.0,1.0,0.001704686090240565,0.001,0.000704686090240565,opposite_next_open
48,entry,2026-08-27 22:15:00+00:00,2026-08-27 22:15:00+00:00,-1,2508.97,1.0,1.0,0.0,0.001,-0.001,entry_next_open
48,exit,2026-08-28 02:00:00+00:00,2026-08-28 02:00:00+00:00,-1,2511.2,1.0,1.0,-0.0008888109463245947,0.001,-0.0018888109463245947,opposite_next_open
49,entry,2026-08-28 02:00:00+00:00,2026-08-28 02:00:00+00:00,1,2511.2,1.0,1.0,0.0,0.001,-0.001,entry_next_open
49,exit,2026-08-28 05:55:00+00:00,2026-08-28 05:55:00+00:00,1,2494.75,1.0,1.0,-0.006550653074227389,0.001,-0.007550653074227389,opposite_next_open
50,entry,2026-08-28 05:55:00+00:00,2026-08-28 05:55:00+00:00,-1,2494.75,1.0,1.0,0.0,0.001,-0.001,entry_next_open
50,exit,2026-08-28 08:55:00+00:00,2026-08-28 08:55:00+00:00,-1,2489.58,1.0,1.0,0.0020723519390720806,0.001,0.0010723519390720805,opposite_next_open
51,entry,2026-08-28 10:50:00+00:00,2026-08-28 10:50:00+00:00,-1,2495.59,1.0,1.0,0.0,0.001,-0.001,entry_next_open
51,exit,2026-08-28 12:45:00+00:00,2026-08-28 12:45:00+00:00,-1,2497.73,1.0,1.0,-0.000857512652318639,0.001,-0.0018575126523186392,opposite_next_open
52,entry,2026-08-28 12:45:00+00:00,2026-08-28 12:45:00+00:00,1,2497.73,1.0,1.0,0.0,0.001,-0.001,entry_next_open
52,exit,2026-08-28 19:20:00+00:00,2026-08-28 19:20:00+00:00,1,2433.91,1.0,1.0,-0.025551200490045025,0.001,-0.026551200490045026,opposite_next_open
53,entry,2026-08-28 19:20:00+00:00,2026-08-28 19:20:00+00:00,-1,2433.91,1.0,1.0,0.0,0.001,-0.001,entry_next_open
53,exit,2026-08-29 02:35:00+00:00,2026-08-29 02:35:00+00:00,-1,2435.53,1.0,1.0,-0.0006655956875974649,0.001,-0.0016655956875974648,opposite_next_open
54,entry,2026-08-29 02:35:00+00:00,2026-08-29 02:35:00+00:00,1,2435.53,1.0,1.0,0.0,0.001,-0.001,entry_next_open
54,exit,2026-08-29 04:45:00+00:00,2026-08-29 04:45:00+00:00,1,2437.94,1.0,1.0,0.0009895176819829173,0.001,-1.0482318017082746e-05,opposite_next_open
55,entry,2026-08-29 20:45:00+00:00,2026-08-29 20:45:00+00:00,1,2452.18,1.0,1.0,0.0,0.001,-0.001,entry_next_open
55,exit,2026-08-29 23:00:00+00:00,2026-08-29 23:00:00+00:00,1,2451.56,1.0,1.0,-0.00025283625182486233,0.001,-0.0012528362518248624,opposite_next_open
56,entry,2026-08-30 05:40:00+00:00,2026-08-30 05:40:00+00:00,1,2454.92,1.0,1.0,0.0,0.001,-0.001,entry_next_open
56,exit,2026-08-30 16:35:00+00:00,2026-08-30 16:35:00+00:00,1,2516.78,1.0,1.0,0.025198377136525885,0.001,0.024198377136525884,opposite_next_open
57,entry,2026-08-30 17:35:00+00:00,2026-08-30 17:35:00+00:00,1,2503.15,1.0,1.0,0.0,0.001,-0.001,entry_next_open
57,exit,2026-08-31 00:20:00+00:00,2026-08-31 00:20:00+00:00,1,2426.82,1.0,1.0,-0.030493578091604547,0.001,-0.031493578091604545,opposite_next_open
58,entry,2026-08-31 00:20:00+00:00,2026-08-31 00:20:00+00:00,-1,2426.82,1.0,1.0,0.0,0.001,-0.001,entry_next_open
58,exit,2026-08-31 02:50:00+00:00,2026-08-31 02:50:00+00:00,-1,2408.11,1.0,1.0,0.007709677685201225,0.001,0.006709677685201225,opposite_next_open
59,entry,2026-08-31 03:30:00+00:00,2026-08-31 03:30:00+00:00,-1,2419.04,1.0,1.0,0.0,0.001,-0.001,entry_next_open
59,exit,2026-08-31 04:25:00+00:00,2026-08-31 04:25:00+00:00,-1,2411.95,1.0,1.0,0.002930914743038621,0.001,0.0019309147430386208,opposite_next_open
60,entry,2026-08-31 05:15:00+00:00,2026-08-31 05:15:00+00:00,-1,2421.3,1.0,1.0,0.0,0.001,-0.001,entry_next_open
60,exit,2026-08-31 12:00:00+00:00,2026-08-31 12:00:00+00:00,-1,2445.05,1.0,1.0,-0.009808780407219261,0.001,-0.010808780407219262,opposite_next_open
61,entry,2026-08-31 12:00:00+00:00,2026-08-31 12:00:00+00:00,1,2445.05,1.0,1.0,0.0,0.001,-0.001,entry_next_open
61,exit,2026-09-01 00:30:00+00:00,2026-09-01 00:30:00+00:00,1,2474.18,1.0,1.0,0.01191386679209,0.001,0.010913866792089999,opposite_next_open
62,entry,2026-09-01 03:15:00+00:00,2026-09-01 03:15:00+00:00,-1,2464.99,1.0,1.0,0.0,0.001,-0.001,entry_next_open
62,exit,2026-09-01 04:55:00+00:00,2026-09-01 04:55:00+00:00,-1,2469.51,1.0,1.0,-0.001833678838453883,0.001,-0.0028336788384538828,opposite_next_open
63,entry,2026-09-01 04:55:00+00:00,2026-09-01 04:55:00+00:00,1,2469.51,1.0,1.0,0.0,0.001,-0.001,entry_next_open
63,exit,2026-09-01 06:00:00+00:00,2026-09-01 06:00:00+00:00,1,2483.5,1.0,1.0,0.005665091455389847,0.001,0.004665091455389847,opposite_next_open
64,entry,2026-09-01 06:30:00+00:00,2026-09-01 06:30:00+00:00,1,2474.78,1.0,1.0,0.0,0.001,-0.001,entry_next_open
64,exit,2026-09-01 09:45:00+00:00,2026-09-01 09:45:00+00:00,1,2453.82,1.0,1.0,-0.008469439707772019,0.001,-0.009469439707772018,opposite_next_open
65,entry,2026-09-01 09:45:00+00:00,2026-09-01 09:45:00+00:00,-1,2453.82,1.0,1.0,0.0,0.001,-0.001,entry_next_open
65,exit,2026-09-01 15:20:00+00:00,2026-09-01 15:20:00+00:00,-1,2437.01,1.0,1.0,0.006850543234630064,0.001,0.005850543234630064,opposite_next_open
66,entry,2026-09-01 15:50:00+00:00,2026-09-01 15:50:00+00:00,-1,2450.31,1.0,1.0,0.0,0.001,-0.001,entry_next_open
66,exit,2026-09-01 16:30:00+00:00,2026-09-01 16:30:00+00:00,-1,2432.94,1.0,1.0,0.007088898955642303,0.001,0.006088898955642303,opposite_next_open
67,entry,2026-09-01 19:15:00+00:00,2026-09-01 19:15:00+00:00,-1,2414.38,1.0,1.0,0.0,0.001,-0.001,entry_next_open
67,exit,2026-09-01 22:40:00+00:00,2026-09-01 22:40:00+00:00,-1,2406.58,1.0,1.0,0.0032306430636437435,0.001,0.0022306430636437435,opposite_next_open
68,entry,2026-09-01 23:40:00+00:00,2026-09-01 23:40:00+00:00,-1,2422.21,1.0,1.0,0.0,0.001,-0.001,entry_next_open
68,exit,2026-09-02 01:50:00+00:00,2026-09-02 01:50:00+00:00,-1,2391.78,1.0,1.0,0.012562907427514475,0.001,0.011562907427514476,opposite_next_open
69,entry,2026-09-02 06:30:00+00:00,2026-09-02 06:30:00+00:00,1,2416.94,1.0,1.0,0.0,0.001,-0.001,entry_next_open
69,exit,2026-09-02 11:20:00+00:00,2026-09-02 11:20:00+00:00,1,2371.32,1.0,1.0,-0.01887510653967409,0.001,-0.01987510653967409,opposite_next_open
70,entry,2026-09-02 11:20:00+00:00,2026-09-02 11:20:00+00:00,-1,2371.32,1.0,1.0,0.0,0.001,-0.001,entry_next_open
70,exit,2026-09-02 17:00:00+00:00,2026-09-02 17:00:00+00:00,-1,2385.42,1.0,1.0,-0.005946055361570732,0.001,-0.006946055361570732,opposite_next_open
71,entry,2026-09-02 19:40:00+00:00,2026-09-02 19:40:00+00:00,1,2384.82,1.0,1.0,0.0,0.001,-0.001,entry_next_open
71,exit,2026-09-02 23:25:00+00:00,2026-09-02 23:25:00+00:00,1,2383.2,1.0,1.0,-0.0006792965506832153,0.001,-0.0016792965506832154,opposite_next_open
72,entry,2026-09-02 23:25:00+00:00,2026-09-02 23:25:00+00:00,-1,2383.2,1.0,1.0,0.0,0.001,-0.001,entry_next_open
72,exit,2026-09-03 00:35:00+00:00,2026-09-03 00:35:00+00:00,-1,2379.83,1.0,1.0,0.0014140651225242914,0.001,0.0004140651225242914,opposite_next_open
73,entry,2026-09-03 03:50:00+00:00,2026-09-03 03:50:00+00:00,1,2400.98,1.0,1.0,0.0,0.001,-0.001,entry_next_open
73,exit,2026-09-03 06:50:00+00:00,2026-09-03 06:50:00+00:00,1,2407.7,1.0,1.0,0.0027988571333371374,0.001,0.0017988571333371374,opposite_next_open
74,entry,2026-09-03 22:40:00+00:00,2026-09-03 22:40:00+00:00,1,2491.93,1.0,1.0,0.0,0.001,-0.001,entry_next_open
74,exit,2026-09-03 23:50:00+00:00,2026-09-03 23:50:00+00:00,1,2505.0,1.0,1.0,0.005244930636093375,0.001,0.004244930636093375,opposite_next_open
75,entry,2026-09-04 03:45:00+00:00,2026-09-04 03:45:00+00:00,1,2505.5,1.0,1.0,0.0,0.001,-0.001,entry_next_open
75,exit,2026-09-04 04:35:00+00:00,2026-09-04 04:35:00+00:00,1,2520.21,1.0,1.0,0.005871083616044716,0.001,0.004871083616044716,opposite_next_open
76,entry,2026-09-04 05:05:00+00:00,2026-09-04 05:05:00+00:00,1,2506.8,1.0,1.0,0.0,0.001,-0.001,entry_next_open
76,exit,2026-09-04 07:20:00+00:00,2026-09-04 07:20:00+00:00,1,2513.27,1.0,1.0,0.0025809797351203922,0.001,0.0015809797351203922,opposite_next_open
77,entry,2026-09-04 15:30:00+00:00,2026-09-04 15:30:00+00:00,-1,2453.66,1.0,1.0,0.0,0.001,-0.001,entry_next_open
77,exit,2026-09-04 17:25:00+00:00,2026-09-04 17:25:00+00:00,-1,2448.97,1.0,1.0,0.001911430271512783,0.001,0.0009114302715127829,opposite_next_open
78,entry,2026-09-04 19:35:00+00:00,2026-09-04 19:35:00+00:00,-1,2455.65,1.0,1.0,0.0,0.001,-0.001,entry_next_open
78,exit,2026-09-05 02:10:00+00:00,2026-09-05 02:10:00+00:00,-1,2451.08,1.0,1.0,0.0018610143953740003,0.001,0.0008610143953740003,opposite_next_open
79,entry,2026-09-05 02:10:00+00:00,2026-09-05 02:10:00+00:00,1,2451.08,1.0,1.0,0.0,0.001,-0.001,entry_next_open
79,exit,2026-09-05 05:40:00+00:00,2026-09-05 05:40:00+00:00,1,2449.22,1.0,1.0,-0.0007588491603701745,0.001,-0.0017588491603701744,opposite_next_open
80,entry,2026-09-05 05:40:00+00:00,2026-09-05 05:40:00+00:00,-1,2449.22,1.0,1.0,0.0,0.001,-0.001,entry_next_open
80,exit,2026-09-05 08:20:00+00:00,2026-09-05 08:20:00+00:00,-1,2454.11,1.0,1.0,-0.001996554004948648,0.001,-0.002996554004948648,opposite_next_open
81,entry,2026-09-05 08:20:00+00:00,2026-09-05 08:20:00+00:00,1,2454.11,1.0,1.0,0.0,0.001,-0.001,entry_next_open
81,exit,2026-09-05 09:15:00+00:00,2026-09-05 09:15:00+00:00,1,2457.8,1.0,1.0,0.0015036000831258804,0.001,0.0005036000831258804,opposite_next_open
82,entry,2026-09-05 10:30:00+00:00,2026-09-05 10:30:00+00:00,1,2453.55,1.0,1.0,0.0,0.001,-0.001,entry_next_open
82,exit,2026-09-05 14:45:00+00:00,2026-09-05 14:45:00+00:00,1,2454.9,1.0,1.0,0.0005502231460536402,0.001,-0.00044977685394635984,opposite_next_open
83,entry,2026-09-06 04:25:00+00:00,2026-09-06 04:25:00+00:00,1,2500.27,1.0,1.0,0.0,0.001,-0.001,entry_next_open
83,exit,2026-09-06 09:20:00+00:00,2026-09-06 09:20:00+00:00,1,2499.33,1.0,1.0,-0.00037595939638521223,0.001,-0.0013759593963852124,opposite_next_open
84,entry,2026-09-06 09:20:00+00:00,2026-09-06 09:20:00+00:00,-1,2499.33,1.0,1.0,0.0,0.001,-0.001,entry_next_open
84,exit,2026-09-06 13:35:00+00:00,2026-09-06 13:35:00+00:00,-1,2487.08,1.0,1.0,0.0049013135520319445,0.001,0.0039013135520319445,opposite_next_open
85,entry,2026-09-06 17:30:00+00:00,2026-09-06 17:30:00+00:00,-1,2488.36,1.0,1.0,0.0,0.001,-0.001,entry_next_open
85,exit,2026-09-06 19:55:00+00:00,2026-09-06 19:55:00+00:00,-1,2489.43,1.0,1.0,-0.0004300020897296649,0.001,-0.001430002089729665,opposite_next_open
86,entry,2026-09-07 03:25:00+00:00,2026-09-07 03:25:00+00:00,1,2506.58,1.0,1.0,0.0,0.001,-0.001,entry_next_open
86,exit,2026-09-07 05:20:00+00:00,2026-09-07 05:20:00+00:00,1,2506.6,1.0,1.0,7.978999273903809e-06,0.001,-0.0009920210007260963,opposite_next_open
87,entry,2026-09-07 05:20:00+00:00,2026-09-07 05:20:00+00:00,-1,2506.6,1.0,1.0,0.0,0.001,-0.001,entry_next_open
