feature,bin,lower,upper,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
efficiency24,"[0.4, 0.6)",0.4,0.6,2,-16.25253763313315,-16.25253763313315,-32.5050752662663,0.0,False,0.0,2,0
efficiency24,"[0.6, 0.8)",0.6,0.8,1,98.35385018334365,98.35385018334365,98.35385018334365,inf,True,1.0,0,0
efficiency24,"[0.8, inf)",0.8,inf,0,,,0.0,,False,,0,0
efficiency24,missing,,,0,,,0.0,,False,,0,0
volume_ratio,"[-inf, 0.5)",-inf,0.5,14,-8.632357533518693,-32.088033290232346,-120.85300546926172,0.7021586163095938,False,0.14285714285714285,12,0
volume_ratio,"[0.5, 1.0)",0.5,1.0,63,-21.874360893555465,-31.843698020534976,-1378.0847362939944,0.32143141913309664,False,0.14285714285714285,54,0
volume_ratio,"[1.0, 1.5)",1.0,1.5,51,-20.58428374315899,-45.76866764275265,-1049.7984709011084,0.5289226352658674,False,0.17647058823529413,42,0
volume_ratio,"[1.5, 2.0)",1.5,2.0,38,-22.57644817061595,-40.009089470013585,-857.9050304834061,0.47367174926842215,False,0.23684210526315788,29,0
volume_ratio,"[2.0, 3.0)",2.0,3.0,31,11.931661583006239,-16.342883217189122,369.8815090731934,1.3241692375677496,False,0.41935483870967744,18,0
volume_ratio,"[3.0, inf)",3.0,inf,54,-21.708528033064237,-43.57808372501926,-1172.2605137854687,0.5923623928325576,False,0.24074074074074073,41,0
volume_ratio,missing,,,0,,,0.0,,False,,0,0
ma_slope_atr,"[-inf, -0.1)",-inf,-0.1,9,-10.206074769544763,-37.81898492736164,-91.85467292590286,0.8449698009647479,False,0.3333333333333333,6,0
ma_slope_atr,"[-0.1, 0.0)",-0.1,0.0,131,-19.80329735770151,-38.33092558080665,-2594.2319538588977,0.4856589245167075,False,0.19083969465648856,106,0
ma_slope_atr,"[0.0, 0.05)",0.0,0.05,78,-10.319348447793852,-29.146422609472292,-804.9091789279205,0.7492397574661332,False,0.28205128205128205,56,0
ma_slope_atr,"[0.05, 0.1)",0.05,0.1,24,-3.6673213083910086,-28.344731594744186,-88.01571140138421,0.8946800542794018,False,0.20833333333333334,19,0
ma_slope_atr,"[0.1, 0.2)",0.1,0.2,9,-70.00097008288225,-45.76866764275265,-630.0087307459403,0.0,False,0.0,9,0
ma_slope_atr,"[0.2, inf)",0.2,inf,0,,,0.0,,False,,0,0
ma_slope_atr,missing,,,0,,,0.0,,False,,0,0
