scope,minutes,arm,period,paired_actual_return_pct,paired_random_return_pct,paired_excess_return_pct,paired_actual_mdd_pct,paired_random_mdd_pct,paired_candidates,paired_random_candidates_by_clock,full_candidates,full_candidate_rows,matched_fraction,paired_actual_trades,paired_random_trades,paired_actual_boundary_marks,paired_random_boundary_marks,paired_actual_peak_positions,paired_random_peak_positions,actual_opening_equity,random_opening_equity,actual_closing_equity,random_closing_equity,control_number,method,period_definition,interpretation
okx,60,focus_sma60,full,19.62892334528074,-10.220774759225824,29.849698104506565,6.800517382935089,10.527720476618274,788,788,1002,1002,0.7864271457085829,419,616,3,6,10,10,100000.0,100000.0,119628.92334528074,89779.22524077418,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
okx,240,focus_md,full,-7.108775890950958,-0.37004650057759136,-6.738729390373367,10.088091590507876,0.9130013121562586,95,95,260,260,0.36538461538461536,73,95,10,0,10,7,100000.0,100000.0,92891.22410904904,99629.95349942241,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
okx,240,focus_md,first31,-3.73970753600898,-0.1783453197335475,-3.5613622162754326,3.8650183492640044,0.2567052299359829,41,41,107,107,0.38317757009345793,37,41,0,0,10,5,100000.0,100000.0,96260.29246399102,99821.65468026645,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
okx,240,focus_md,last30,-3.4999564916159756,-0.1920436817623109,-3.3079128098536645,10.088091590507876,0.9130013121562586,54,54,153,153,0.35294117647058826,36,54,10,0,10,7,96260.29246399102,99821.65468026645,92891.22410904904,99629.95349942241,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
okx,240,focus_sma20,full,-5.690725576348705,-0.5794023353691591,-5.111323240979546,9.26248787208358,2.6701044745106595,95,95,260,260,0.36538461538461536,80,76,4,1,10,10,100000.0,100000.0,94309.2744236513,99420.59766463084,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
okx,240,focus_sma20,first31,-2.551940886582699,-0.07028273696743417,-2.4816581496152645,2.5519408865827042,0.6493799984181758,41,41,107,107,0.38317757009345793,38,39,0,0,10,10,100000.0,100000.0,97448.0591134173,99929.71726303257,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
okx,240,focus_sma20,last30,-3.22098225282543,-0.5094776732547264,-2.711504579570704,9.26248787208358,2.6701044745106595,54,54,153,153,0.35294117647058826,42,37,4,1,10,10,97448.0591134173,99929.71726303257,94309.2744236513,99420.59766463084,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
okx,240,focus_3r,full,-4.7326956527028665,5.695554155835314,-10.42824980853818,5.511757605695255,2.001479575717602,95,95,260,260,0.36538461538461536,78,58,8,5,10,10,100000.0,100000.0,95267.30434729713,105695.55415583531,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
okx,240,focus_3r,first31,-3.790135409297276,0.40926296150460256,-4.1993983708018785,3.868212952490724,2.001479575717602,41,41,107,107,0.38317757009345793,38,30,0,0,10,10,100000.0,100000.0,96209.86459070272,100409.2629615046,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
okx,240,focus_3r,last30,-0.9796918927341216,5.2647445448906405,-6.244436437624762,5.511757605695255,1.39012128416387,54,54,153,153,0.35294117647058826,40,28,8,5,10,10,96209.86459070272,100409.2629615046,95267.30434729713,105695.55415583531,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
okx,240,dense_sma60,full,-4.032407146841302,1.9513663194495168,-5.983773466290819,12.109953843194265,6.660953877736297,692,692,2384,2384,0.2902684563758389,176,155,8,5,10,10,100000.0,100000.0,95967.5928531587,101951.36631944952,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
okx,240,dense_sma60,first31,-8.095713331794963,-0.6490632072353038,-7.4466501245596595,8.437156855435335,3.7647013829637532,317,317,831,831,0.381468110709988,113,92,0,0,10,10,100000.0,100000.0,91904.28666820504,99350.9367927647,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
okx,240,dense_sma60,last30,4.421236845701334,2.617418225365137,1.8038186203361972,12.109953843194265,6.660953877736297,375,375,1553,1553,0.24146812620734062,63,63,8,5,10,10,91904.28666820504,99350.9367927647,95967.5928531587,101951.36631944952,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
okx,240,pullback_sma60,full,-0.5866550745303976,-6.2532546819276185,5.666599607397221,9.11693652412916,8.42361068133024,344,344,1592,1592,0.21608040201005024,153,138,8,7,10,10,100000.0,100000.0,99413.3449254696,93746.74531807238,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
okx,240,pullback_sma60,first31,-5.793287131822988,-3.4470286137242367,-2.3462585180987516,6.344517827379114,3.850003040498351,111,111,519,519,0.2138728323699422,83,71,0,0,10,10,100000.0,100000.0,94206.71286817701,96552.97138627576,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
okx,240,pullback_sma60,last30,5.526816400629757,-2.906410882971815,8.433227283601571,6.256808621321341,5.824410919145484,233,233,1073,1073,0.21714818266542404,70,67,8,7,10,10,94206.71286817701,96552.97138627576,99413.3449254696,93746.74531807238,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
okx,240,young_breakout_sma20,full,-2.384939618245975,1.8943700759942295,-4.2793096942402045,3.734582260703323,2.2069832114224086,24,24,45,45,0.5333333333333333,22,20,0,0,4,3,100000.0,100000.0,97615.06038175403,101894.37007599423,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
okx,240,young_breakout_sma20,first31,-2.072953251100611,2.603850111757885,-4.676803362858497,3.2458791284315835,1.7472102666645895,18,18,25,25,0.72,16,15,0,0,4,3,100000.0,100000.0,97927.04674889939,102603.85011175789,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
okx,240,young_breakout_sma20,last30,-0.3185906013742526,-0.6914750615994215,0.3728844602251689,1.6667082188211557,1.3617893911565315,6,6,20,20,0.3,6,5,0,0,3,3,97927.04674889939,102603.85011175789,97615.06038175403,101894.37007599423,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,60,focus_sma60,full,19.406765277199344,-5.59933620426929,25.006101481468633,11.779209852766693,9.342203918766767,1618,1618,2062,2062,0.7846750727449079,540,763,4,7,10,10,100000.0,100000.0,119406.76527719935,94400.66379573071,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,60,focus_sma60,first31,-4.873781345940442,3.403923741728475,-8.277705087668917,11.779209852766693,4.458090766893075,917,917,1136,1136,0.8072183098591549,290,374,0,0,10,10,100000.0,100000.0,95126.21865405956,103403.92374172847,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,60,focus_sma60,last30,25.524557757771866,-8.706884245983902,34.23144200375577,10.170184760014312,9.342203918766767,701,701,926,926,0.7570194384449244,250,389,4,7,10,10,95126.21865405956,103403.92374172847,119406.76527719935,94400.66379573071,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,60,focus_md,full,21.48246478334087,-9.05708785621247,30.539552639553342,15.894059705505747,12.029262267721885,1618,1618,2062,2062,0.7846750727449079,435,1532,7,5,10,10,100000.0,100000.0,121482.46478334087,90942.91214378753,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,60,focus_md,first31,-9.88394290342441,-6.870109660723159,-3.013833242701251,11.287189931992437,7.853791345200978,917,917,1136,1136,0.8072183098591549,234,887,0,0,10,10,100000.0,100000.0,90116.05709657559,93129.89033927684,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,60,focus_md,last30,34.806680071622,-2.3483096431468358,37.15498971476883,7.983537420908071,7.019770602493347,701,701,926,926,0.7570194384449244,201,645,7,5,10,10,90116.05709657559,93129.89033927684,121482.46478334087,90942.91214378753,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,60,focus_sma20,full,11.520406634980072,-8.021891720475484,19.542298355455557,11.008340814451412,13.412832293542998,1618,1618,2062,2062,0.7846750727449079,852,1037,4,6,10,10,100000.0,100000.0,111520.40663498007,91978.10827952452,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,60,focus_sma20,first31,-2.952685747671596,-2.713821089374673,-0.23886465829692316,9.765886791815925,6.997886753568894,917,917,1136,1136,0.8072183098591549,484,575,0,0,10,10,100000.0,100000.0,97047.3142523284,97286.17891062533,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,60,focus_sma20,last30,14.913439381764675,-5.45614052328771,20.369579905052383,7.614772466833497,11.011060779348082,701,701,926,926,0.7570194384449244,368,462,4,6,10,10,97047.3142523284,97286.17891062533,111520.40663498007,91978.10827952452,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,60,focus_3r,full,-13.67452372953488,8.053723908260741,-21.72824763779562,17.794914103795712,4.340540055862108,1618,1618,2062,2062,0.7846750727449079,486,307,8,10,10,10,100000.0,100000.0,86325.47627046512,108053.72390826074,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,60,focus_3r,first31,-10.661478224927414,6.5667277534001185,-17.228205978327534,12.825432896623933,1.723055497939363,917,917,1136,1136,0.8072183098591549,264,180,0,0,10,10,100000.0,100000.0,89338.52177507259,106566.72775340012,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,60,focus_3r,last30,-3.372616251915834,1.395366251933337,-4.76798250384917,7.749827785200458,4.340540055862108,701,701,926,926,0.7570194384449244,222,127,8,10,10,10,89338.52177507259,106566.72775340012,86325.47627046512,108053.72390826074,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,60,dense_sma60,full,-31.16210491113216,-1.3630457861417236,-29.79905912499044,46.94610520858923,21.939893282087763,14749,14749,19099,19099,0.7722393842609561,744,654,7,10,10,10,100000.0,100000.0,68837.89508886784,98636.95421385828,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,60,dense_sma60,first31,-24.551852452523264,5.009052345785603,-29.56090479830887,30.145170061429216,6.180728568846117,6979,6979,8887,8887,0.7853043771801508,378,329,0,0,10,10,100000.0,100000.0,75448.14754747674,105009.0523457856,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,60,dense_sma60,last30,-8.76131843323166,-6.068141735956789,-2.693176697274871,24.051214729080982,21.939893282087763,7770,7770,10212,10212,0.7608695652173914,366,325,7,10,10,10,75448.14754747674,105009.0523457856,68837.89508886784,98636.95421385828,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,60,pullback_sma60,full,-2.693154785803723,-2.053952856832402,-0.6392019289713207,26.450400290631148,15.178089985001531,8073,8073,12304,12304,0.6561280884265279,664,661,10,10,10,10,100000.0,100000.0,97306.84521419628,97946.0471431676,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,60,pullback_sma60,first31,1.9924877677252077,-1.7545005534805678,3.7469883212057757,26.450400290631148,6.975515152733558,3895,3895,5526,5526,0.7048498009410061,382,341,1,0,10,10,100000.0,100000.0,101992.48776772521,98245.49944651943,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,60,pullback_sma60,last30,-4.594105562166383,-0.3048000214145618,-4.289305540751821,23.562010913039643,13.965881641400745,4178,4178,6778,6778,0.6164060194747714,282,320,9,10,10,10,101992.48776772521,98245.49944651943,97306.84521419628,97946.0471431676,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,60,young_breakout_sma20,full,-1.9448852906555256,-1.5019404588146863,-0.4429448318408393,3.248294185097589,1.687234052322828,17,17,18,18,0.9444444444444444,14,13,1,0,2,2,100000.0,100000.0,98055.11470934447,98498.05954118531,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,60,young_breakout_sma20,first31,-0.485083323303872,-0.2260750959595025,-0.25900822734436946,1.008035618409897,0.3301221706335289,8,8,8,8,1.0,6,6,0,0,2,1,100000.0,100000.0,99514.91667669613,99773.9249040405,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,60,young_breakout_sma20,last30,-1.46691774067827,-1.2787563124155654,-0.18816142826270466,3.224578706765413,1.58412166659182,9,9,10,10,0.9,8,7,1,0,1,2,99514.91667669613,99773.9249040405,98055.11470934447,98498.05954118531,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,240,focus_sma60,full,-6.269615012261201,9.58951934070082,-15.85913435296202,8.57717141636013,6.348351530522467,182,182,535,535,0.3401869158878505,108,125,8,2,10,10,100000.0,100000.0,93730.3849877388,109589.51934070082,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
binance,240,focus_sma60,first31,-3.8743750797146057,0.6263173059305555,-4.500692385645161,6.224669151134377,4.8312927897327445,91,91,228,228,0.3991228070175439,61,67,0,0,10,10,100000.0,100000.0,96125.6249202854,100626.31730593056,0,one-to-one valid matched event ids; independent unchanged cashbooks; no outcome selection,calendar close NAV with holdings inherited; candidate/trade counts by each side entry clock,matched subset only; unavailable controls do not imply zero event returns
