scope,minutes,definition,side,bars,duration_hours,start_utc,last_open_utc,end_close_utc,break_bar_open_utc,left_censored,right_censored,right_boundary,start_close,end_close,price_change_pct,zero_volume_bars,max_wick_dip_into_ma_pct,rank
common,5,body,above,189,15.75,2026-02-13T08:30:00+00:00,2026-02-14T00:10:00+00:00,2026-02-14T00:15:00+00:00,2026-02-14T00:15:00+00:00,False,False,condition_failed,1946.4,2046.83,5.159782161939974,0,0.2631768294997254,11
common,5,body,above,185,15.416666666666666,2026-05-23T14:10:00+00:00,2026-05-24T05:30:00+00:00,2026-05-24T05:35:00+00:00,2026-05-24T05:35:00+00:00,False,False,condition_failed,2045.0,2115.8,3.462102689486568,0,0.06093724531377972,12
common,5,body,above,182,15.166666666666666,2026-04-07T19:20:00+00:00,2026-04-08T10:25:00+00:00,2026-04-08T10:30:00+00:00,2026-04-08T10:30:00+00:00,False,False,condition_failed,2095.23,2249.17,7.347164750409263,0,0.03999157173964423,13
common,5,body,above,180,15.0,2026-02-06T09:35:00+00:00,2026-02-07T00:30:00+00:00,2026-02-07T00:35:00+00:00,2026-02-07T00:35:00+00:00,False,False,condition_failed,1906.23,2044.91,7.275092722284304,0,0.20375151741883857,14
common,5,body,above,177,14.75,2026-04-22T01:35:00+00:00,2026-04-22T16:15:00+00:00,2026-04-22T16:20:00+00:00,2026-04-22T16:20:00+00:00,False,False,condition_failed,2320.34,2399.6,3.415878707430786,0,0.2626590643325333,15
common,5,body,above,175,14.583333333333334,2026-04-05T22:40:00+00:00,2026-04-06T13:10:00+00:00,2026-04-06T13:15:00+00:00,2026-04-06T13:15:00+00:00,False,False,condition_failed,2069.29,2143.14,3.568856950934851,0,0.0,16
common,5,body,above,173,14.416666666666666,2026-01-03T16:35:00+00:00,2026-01-04T06:55:00+00:00,2026-01-04T07:00:00+00:00,2026-01-04T07:00:00+00:00,False,False,condition_failed,3107.61,3138.3,0.9875756610385533,0,0.038301138173712446,17
common,5,body,above,171,14.25,2026-06-22T01:00:00+00:00,2026-06-22T15:10:00+00:00,2026-06-22T15:15:00+00:00,2026-06-22T15:15:00+00:00,False,False,condition_failed,1726.63,1754.57,1.6181810810654174,0,0.22955601676256507,18
common,5,body,above,160,13.333333333333334,2026-01-17T07:55:00+00:00,2026-01-17T21:10:00+00:00,2026-01-17T21:15:00+00:00,2026-01-17T21:15:00+00:00,False,False,condition_failed,3289.7,3313.51,0.7237742043347595,0,0.06502112654649736,19
common,5,body,above,159,13.25,2026-03-30T01:00:00+00:00,2026-03-30T14:10:00+00:00,2026-03-30T14:15:00+00:00,2026-03-30T14:15:00+00:00,False,False,condition_failed,2002.2,2067.09,3.2409349715313285,0,0.0,20
common,5,body,below,365,30.416666666666668,2026-01-19T21:10:00+00:00,2026-01-21T03:30:00+00:00,2026-01-21T03:35:00+00:00,2026-01-21T03:35:00+00:00,False,False,condition_failed,3213.42,2971.95,-7.514423884832988,0,0.01714998186082089,1
common,5,body,below,326,27.166666666666668,2026-01-30T20:10:00+00:00,2026-01-31T23:15:00+00:00,2026-01-31T23:20:00+00:00,2026-01-31T23:20:00+00:00,False,False,condition_failed,2718.16,2442.03,-10.158710304029183,0,0.06368278541365362,2
common,5,body,below,292,24.333333333333332,2026-06-02T05:30:00+00:00,2026-06-03T05:45:00+00:00,2026-06-03T05:50:00+00:00,2026-06-03T05:50:00+00:00,False,False,condition_failed,1993.34,1865.35,-6.4208815355132565,0,0.13061829224651292,3
common,5,body,below,290,24.166666666666668,2026-01-28T23:30:00+00:00,2026-01-29T23:35:00+00:00,2026-01-29T23:40:00+00:00,2026-01-29T23:40:00+00:00,False,False,condition_failed,3009.46,2825.61,-6.10906940115502,0,0.08721110542533372,4
common,5,body,below,265,22.083333333333332,2026-05-15T01:10:00+00:00,2026-05-15T23:10:00+00:00,2026-05-15T23:15:00+00:00,2026-05-15T23:15:00+00:00,False,False,condition_failed,2290.6,2221.74,-3.006199249105046,0,0.10589537185598094,5
common,5,body,below,247,20.583333333333332,2026-05-27T15:55:00+00:00,2026-05-28T12:25:00+00:00,2026-05-28T12:30:00+00:00,2026-05-28T12:30:00+00:00,False,False,condition_failed,2070.82,1985.29,-4.130247921113384,0,0.10341314068822739,6
common,5,body,below,246,20.5,2026-02-23T15:55:00+00:00,2026-02-24T12:20:00+00:00,2026-02-24T12:25:00+00:00,2026-02-24T12:25:00+00:00,False,False,condition_failed,1894.89,1825.92,-3.639789117046377,0,0.15261659867679403,7
common,5,body,below,241,20.083333333333332,2026-06-05T00:55:00+00:00,2026-06-05T20:55:00+00:00,2026-06-05T21:00:00+00:00,2026-06-05T21:00:00+00:00,False,False,condition_failed,1758.74,1602.51,-8.883064011735675,0,0.051929554061137306,8
common,5,body,below,239,19.916666666666668,2026-05-22T17:50:00+00:00,2026-05-23T13:40:00+00:00,2026-05-23T13:45:00+00:00,2026-05-23T13:45:00+00:00,False,False,condition_failed,2120.63,2039.0,-3.8493277940989334,0,0.10347166090582886,9
common,5,body,below,231,19.25,2026-03-26T00:55:00+00:00,2026-03-26T20:05:00+00:00,2026-03-26T20:10:00+00:00,2026-03-26T20:10:00+00:00,False,False,condition_failed,2165.57,2049.0,-5.382878410764835,0,0.09348193162385139,10
common,5,body,below,230,19.166666666666668,2026-03-21T22:05:00+00:00,2026-03-22T17:10:00+00:00,2026-03-22T17:15:00+00:00,2026-03-22T17:15:00+00:00,False,False,condition_failed,2149.61,2081.87,-3.1512693000125713,0,0.3324170326477077,11
common,5,body,below,217,18.083333333333332,2026-05-12T00:25:00+00:00,2026-05-12T18:25:00+00:00,2026-05-12T18:30:00+00:00,2026-05-12T18:30:00+00:00,False,False,condition_failed,2333.9,2276.74,-2.449119499550123,0,0.004552465829719273,12
common,5,body,below,207,17.25,2026-05-06T13:25:00+00:00,2026-05-07T06:35:00+00:00,2026-05-07T06:40:00+00:00,2026-05-07T06:40:00+00:00,False,False,condition_failed,2382.25,2331.71,-2.121523769545597,0,0.04677761582306192,13
common,5,body,below,199,16.583333333333332,2026-06-30T00:30:00+00:00,2026-06-30T17:00:00+00:00,2026-06-30T17:05:00+00:00,2026-06-30T17:05:00+00:00,False,False,condition_failed,1597.46,1572.83,-1.5418226434464777,0,0.0494733156373155,14
common,5,body,below,195,16.25,2026-04-12T01:35:00+00:00,2026-04-12T17:45:00+00:00,2026-04-12T17:50:00+00:00,2026-04-12T17:50:00+00:00,False,False,condition_failed,2249.2,2195.0,-2.409745687355491,0,0.0,15
common,5,body,below,187,15.583333333333334,2026-04-22T23:20:00+00:00,2026-04-23T14:50:00+00:00,2026-04-23T14:55:00+00:00,2026-04-23T14:55:00+00:00,False,False,condition_failed,2379.6,2331.01,-2.0419398218187834,0,0.06851991931417932,16
common,5,body,below,181,15.083333333333334,2026-04-18T02:50:00+00:00,2026-04-18T17:50:00+00:00,2026-04-18T17:55:00+00:00,2026-04-18T17:55:00+00:00,False,False,condition_failed,2418.68,2362.95,-2.3041493707311456,0,0.1879296420637029,17
common,5,body,below,178,14.833333333333334,2026-01-07T08:25:00+00:00,2026-01-07T23:10:00+00:00,2026-01-07T23:15:00+00:00,2026-01-07T23:15:00+00:00,False,False,condition_failed,3254.98,3154.09,-3.0995582154114576,0,0.08896648274414685,18
common,5,body,below,178,14.833333333333334,2026-02-15T09:15:00+00:00,2026-02-16T00:00:00+00:00,2026-02-16T00:05:00+00:00,2026-02-16T00:05:00+00:00,False,False,condition_failed,2070.19,1964.07,-5.126099536757501,0,0.0,19
common,5,body,below,168,14.0,2026-03-06T09:00:00+00:00,2026-03-06T22:55:00+00:00,2026-03-06T23:00:00+00:00,2026-03-06T23:00:00+00:00,False,False,condition_failed,2074.5,1986.6,-4.23716558206797,0,0.15126536514822464,20
common,5,close,above,352,29.333333333333332,2026-01-13T03:10:00+00:00,2026-01-14T08:25:00+00:00,2026-01-14T08:30:00+00:00,2026-01-14T08:30:00+00:00,False,False,condition_failed,3108.0,3335.85,7.33108108108107,0,0.11944813702904605,1
common,5,close,above,259,21.583333333333332,2026-04-13T13:45:00+00:00,2026-04-14T11:15:00+00:00,2026-04-14T11:20:00+00:00,2026-04-14T11:20:00+00:00,False,False,condition_failed,2211.29,2373.32,7.327397130181934,0,0.33690924895411156,2
common,5,close,above,233,19.416666666666668,2026-03-15T19:10:00+00:00,2026-03-16T14:30:00+00:00,2026-03-16T14:35:00+00:00,2026-03-16T14:35:00+00:00,False,False,condition_failed,2110.36,2266.98,7.421482590648032,0,0.5344822684281185,3
common,5,close,above,231,19.25,2026-05-01T01:00:00+00:00,2026-05-01T20:10:00+00:00,2026-05-01T20:15:00+00:00,2026-05-01T20:15:00+00:00,False,False,condition_failed,2260.55,2303.25,1.888920837849195,0,0.04477976375482566,4
common,5,close,above,209,17.416666666666668,2026-02-28T15:20:00+00:00,2026-03-01T08:40:00+00:00,2026-03-01T08:45:00+00:00,2026-03-01T08:45:00+00:00,False,False,condition_failed,1888.5,2000.71,5.941752713794024,0,0.31353947752551536,5
common,5,close,above,199,16.583333333333332,2026-02-25T07:05:00+00:00,2026-02-25T23:35:00+00:00,2026-02-25T23:40:00+00:00,2026-02-25T23:40:00+00:00,False,False,condition_failed,1887.16,2051.76,8.72210093473793,0,0.2560247319770361,6
common,5,close,above,199,16.583333333333332,2026-03-14T20:05:00+00:00,2026-03-15T12:35:00+00:00,2026-03-15T12:40:00+00:00,2026-03-15T12:40:00+00:00,False,False,condition_failed,2076.23,2115.17,1.8755147551090312,0,0.0628069266332172,7
common,5,close,above,196,16.333333333333332,2026-03-04T06:30:00+00:00,2026-03-04T22:45:00+00:00,2026-03-04T22:50:00+00:00,2026-03-04T22:50:00+00:00,False,False,condition_failed,1977.6,2134.73,7.945489482200663,0,0.30324635922330456,8
common,5,close,above,194,16.166666666666668,2026-04-26T12:50:00+00:00,2026-04-27T04:55:00+00:00,2026-04-27T05:00:00+00:00,2026-04-27T05:00:00+00:00,False,False,condition_failed,2327.41,2382.05,2.347674023915003,0,0.2601151434827703,9
common,5,close,above,192,16.0,2026-03-24T20:20:00+00:00,2026-03-25T12:15:00+00:00,2026-03-25T12:20:00+00:00,2026-03-25T12:20:00+00:00,False,False,condition_failed,2144.35,2176.48,1.4983561452188265,0,0.6497889803437007,10
common,5,close,above,190,15.833333333333334,2026-02-13T08:25:00+00:00,2026-02-14T00:10:00+00:00,2026-02-14T00:15:00+00:00,2026-02-14T00:15:00+00:00,False,False,condition_failed,1944.42,2046.83,5.266866212032362,0,0.26344482207458547,11
common,5,close,above,186,15.5,2026-05-23T14:05:00+00:00,2026-05-24T05:30:00+00:00,2026-05-24T05:35:00+00:00,2026-05-24T05:35:00+00:00,False,False,condition_failed,2043.3,2115.8,3.5481818626731387,0,0.16310767614445906,12
common,5,close,above,183,15.25,2026-04-07T19:15:00+00:00,2026-04-08T10:25:00+00:00,2026-04-08T10:30:00+00:00,2026-04-08T10:30:00+00:00,False,False,condition_failed,2099.21,2249.17,7.143639750191744,0,0.1278723078856875,13
common,5,close,above,181,15.083333333333334,2026-02-06T09:30:00+00:00,2026-02-07T00:30:00+00:00,2026-02-07T00:35:00+00:00,2026-02-07T00:35:00+00:00,False,False,condition_failed,1914.29,2044.91,6.823417559512923,0,0.20289363421911658,14
common,5,close,above,178,14.833333333333334,2026-01-03T16:30:00+00:00,2026-01-04T07:15:00+00:00,2026-01-04T07:20:00+00:00,2026-01-04T07:20:00+00:00,False,False,condition_failed,3105.8,3140.3,1.1108249082361965,0,0.038323459334152404,15
common,5,close,above,178,14.833333333333334,2026-04-22T01:30:00+00:00,2026-04-22T16:15:00+00:00,2026-04-22T16:20:00+00:00,2026-04-22T16:20:00+00:00,False,False,condition_failed,2315.83,2399.6,3.6172776067327828,0,0.26317058390872833,16
common,5,close,above,176,14.666666666666666,2026-04-05T22:35:00+00:00,2026-04-06T13:10:00+00:00,2026-04-06T13:15:00+00:00,2026-04-06T13:15:00+00:00,False,False,condition_failed,2060.39,2143.14,4.016229937050753,0,0.11584149052797231,17
common,5,close,above,172,14.333333333333334,2026-06-22T00:55:00+00:00,2026-06-22T15:10:00+00:00,2026-06-22T15:15:00+00:00,2026-06-22T15:15:00+00:00,False,False,condition_failed,1726.16,1754.57,1.645849747416217,0,0.2296185204284352,18
common,5,close,above,161,13.416666666666666,2026-01-17T07:50:00+00:00,2026-01-17T21:10:00+00:00,2026-01-17T21:15:00+00:00,2026-01-17T21:15:00+00:00,False,False,condition_failed,3289.99,3313.51,0.7148957899568265,0,0.06501539518357576,19
common,5,close,above,160,13.333333333333334,2026-03-30T00:55:00+00:00,2026-03-30T14:10:00+00:00,2026-03-30T14:15:00+00:00,2026-03-30T14:15:00+00:00,False,False,condition_failed,1996.17,2067.09,3.5528036189302448,0,0.0692158817468783,20
common,5,close,below,366,30.5,2026-01-19T21:05:00+00:00,2026-01-21T03:30:00+00:00,2026-01-21T03:35:00+00:00,2026-01-21T03:35:00+00:00,False,False,condition_failed,3216.85,2971.95,-7.613037598893335,0,0.06600569887855069,1
common,5,close,below,327,27.25,2026-01-30T20:05:00+00:00,2026-01-31T23:15:00+00:00,2026-01-31T23:20:00+00:00,2026-01-31T23:20:00+00:00,False,False,condition_failed,2718.39,2442.03,-10.166311677132411,0,0.2210407630987446,2
common,5,close,below,293,24.416666666666668,2026-06-02T05:25:00+00:00,2026-06-03T05:45:00+00:00,2026-06-03T05:50:00+00:00,2026-06-03T05:50:00+00:00,False,False,condition_failed,1991.28,1865.35,-6.324072958097304,0,0.13075341823684467,3
common,5,close,below,292,24.333333333333332,2026-01-28T23:25:00+00:00,2026-01-29T23:40:00+00:00,2026-01-29T23:45:00+00:00,2026-01-29T23:45:00+00:00,False,False,condition_failed,3012.18,2823.21,-6.27352947035037,0,0.12517788888226763,4
common,5,close,below,266,22.166666666666668,2026-05-15T01:05:00+00:00,2026-05-15T23:10:00+00:00,2026-05-15T23:15:00+00:00,2026-05-15T23:15:00+00:00,False,False,condition_failed,2290.46,2221.74,-3.0002706879840857,0,0.10590184450866198,5
common,5,close,below,251,20.916666666666668,2026-05-27T15:35:00+00:00,2026-05-28T12:25:00+00:00,2026-05-28T12:30:00+00:00,2026-05-28T12:30:00+00:00,False,False,condition_failed,2073.99,1985.29,-4.276780505209754,0,0.16195214993701434,6
common,5,close,below,247,20.583333333333332,2026-02-23T15:50:00+00:00,2026-02-24T12:20:00+00:00,2026-02-24T12:25:00+00:00,2026-02-24T12:25:00+00:00,False,False,condition_failed,1896.16,1825.92,-3.7043287486288046,0,0.15251437993981004,7
common,5,close,below,242,20.166666666666668,2026-06-05T00:50:00+00:00,2026-06-05T20:55:00+00:00,2026-06-05T21:00:00+00:00,2026-06-05T21:00:00+00:00,False,False,condition_failed,1762.24,1602.51,-9.064032140911571,0,0.05182641632778999,8
common,5,close,below,240,20.0,2026-05-22T17:45:00+00:00,2026-05-23T13:40:00+00:00,2026-05-23T13:45:00+00:00,2026-05-23T13:45:00+00:00,False,False,condition_failed,2121.67,2039.0,-3.8964589215099488,0,0.1034209411768691,9
common,5,close,below,237,19.75,2026-04-18T02:45:00+00:00,2026-04-18T22:25:00+00:00,2026-04-18T22:30:00+00:00,2026-04-18T22:30:00+00:00,False,False,condition_failed,2419.14,2352.0,-2.775366452540984,0,0.1878939072011694,10
common,5,close,below,234,19.5,2026-03-21T22:00:00+00:00,2026-03-22T17:25:00+00:00,2026-03-22T17:30:00+00:00,2026-03-22T17:30:00+00:00,False,False,condition_failed,2150.04,2081.29,-3.197614928094361,0,0.3323505504780558,11
common,5,close,below,232,19.333333333333332,2026-03-26T00:50:00+00:00,2026-03-26T20:05:00+00:00,2026-03-26T20:10:00+00:00,2026-03-26T20:10:00+00:00,False,False,condition_failed,2163.31,2049.0,-5.284032339331857,0,0.1727021709017053,12
common,5,close,below,218,18.166666666666668,2026-05-12T00:20:00+00:00,2026-05-12T18:25:00+00:00,2026-05-12T18:30:00+00:00,2026-05-12T18:30:00+00:00,False,False,condition_failed,2332.68,2276.74,-2.3981000394396212,0,0.1017927876948554,13
common,5,close,below,208,17.333333333333332,2026-05-06T13:20:00+00:00,2026-05-07T06:35:00+00:00,2026-05-07T06:40:00+00:00,2026-05-07T06:40:00+00:00,False,False,condition_failed,2384.28,2331.71,-2.204858489774697,0,0.15208993910112295,14
common,5,close,below,200,16.666666666666668,2026-06-30T00:25:00+00:00,2026-06-30T17:00:00+00:00,2026-06-30T17:05:00+00:00,2026-06-30T17:05:00+00:00,False,False,condition_failed,1602.64,1572.83,-1.8600559077522227,0,0.06845113457284305,15
common,5,close,below,196,16.333333333333332,2026-04-12T01:30:00+00:00,2026-04-12T17:45:00+00:00,2026-04-12T17:50:00+00:00,2026-04-12T17:50:00+00:00,False,False,condition_failed,2265.0,2195.0,-3.0905077262693204,0,0.09037220001789416,16
common,5,close,below,188,15.666666666666666,2026-04-22T23:15:00+00:00,2026-04-23T14:50:00+00:00,2026-04-23T14:55:00+00:00,2026-04-23T14:55:00+00:00,False,False,condition_failed,2395.2,2331.01,-2.6799432197728623,0,0.07072597877496295,17
common,5,close,below,179,14.916666666666666,2026-01-07T08:20:00+00:00,2026-01-07T23:10:00+00:00,2026-01-07T23:15:00+00:00,2026-01-07T23:15:00+00:00,False,False,condition_failed,3255.76,3154.09,-3.122773177384086,0,0.14170847501937361,18
common,5,close,below,179,14.916666666666666,2026-02-15T09:10:00+00:00,2026-02-16T00:00:00+00:00,2026-02-16T00:05:00+00:00,2026-02-16T00:05:00+00:00,False,False,condition_failed,2073.09,1964.07,-5.2588165492091665,0,0.1439558018867162,19
common,5,close,below,173,14.416666666666666,2026-03-06T08:55:00+00:00,2026-03-06T23:15:00+00:00,2026-03-06T23:20:00+00:00,2026-03-06T23:20:00+00:00,False,False,condition_failed,2074.89,1984.66,-4.348664266539426,0,0.1512369330422297,20
common,5,wick,above,258,21.5,2026-04-13T13:50:00+00:00,2026-04-14T11:15:00+00:00,2026-04-14T11:20:00+00:00,2026-04-14T11:20:00+00:00,False,False,condition_failed,2202.98,2373.32,7.732253583781978,0,0.0,1
common,5,wick,above,231,19.25,2026-03-15T19:15:00+00:00,2026-03-16T14:25:00+00:00,2026-03-16T14:30:00+00:00,2026-03-16T14:30:00+00:00,False,False,condition_failed,2109.03,2279.18,8.067689885871676,0,0.0,2
common,5,wick,above,205,17.083333333333332,2026-01-13T15:25:00+00:00,2026-01-14T08:25:00+00:00,2026-01-14T08:30:00+00:00,2026-01-14T08:30:00+00:00,False,False,condition_failed,3141.93,3335.85,6.172002558936707,0,0.0,3
common,5,wick,above,194,16.166666666666668,2026-03-04T06:35:00+00:00,2026-03-04T22:40:00+00:00,2026-03-04T22:45:00+00:00,2026-03-04T22:45:00+00:00,False,False,condition_failed,1982.28,2135.81,7.745121778961606,0,0.0,4
common,5,wick,above,183,15.25,2026-02-25T08:20:00+00:00,2026-02-25T23:30:00+00:00,2026-02-25T23:35:00+00:00,2026-02-25T23:35:00+00:00,False,False,condition_failed,1896.83,2062.86,8.75302478345452,0,0.0,5
common,5,wick,above,183,15.25,2026-05-23T14:10:00+00:00,2026-05-24T05:20:00+00:00,2026-05-24T05:25:00+00:00,2026-05-24T05:25:00+00:00,False,False,condition_failed,2045.0,2115.2,3.43276283618581,0,0.0,6
common,5,wick,above,178,14.833333333333334,2026-04-07T19:40:00+00:00,2026-04-08T10:25:00+00:00,2026-04-08T10:30:00+00:00,2026-04-08T10:30:00+00:00,False,False,condition_failed,2093.59,2249.17,7.43125444810111,0,0.0,7
common,5,wick,above,175,14.583333333333334,2026-04-05T22:40:00+00:00,2026-04-06T13:10:00+00:00,2026-04-06T13:15:00+00:00,2026-04-06T13:15:00+00:00,False,False,condition_failed,2069.29,2143.14,3.568856950934851,0,0.0,8
common,5,wick,above,159,13.25,2026-03-30T01:00:00+00:00,2026-03-30T14:10:00+00:00,2026-03-30T14:15:00+00:00,2026-03-30T14:15:00+00:00,False,False,condition_failed,2002.2,2067.09,3.2409349715313285,0,0.0,9
common,5,wick,above,157,13.083333333333334,2026-07-02T09:15:00+00:00,2026-07-02T22:15:00+00:00,2026-07-02T22:20:00+00:00,2026-07-02T22:20:00+00:00,False,False,condition_failed,1622.5,1697.64,4.631124807396003,0,0.0,10
common,5,wick,above,155,12.916666666666666,2026-04-22T01:35:00+00:00,2026-04-22T14:25:00+00:00,2026-04-22T14:30:00+00:00,2026-04-22T14:30:00+00:00,False,False,condition_failed,2320.34,2410.16,3.8709844246963776,0,0.0,11
common,5,wick,above,154,12.833333333333334,2026-02-28T17:50:00+00:00,2026-03-01T06:35:00+00:00,2026-03-01T06:40:00+00:00,2026-03-01T06:40:00+00:00,False,False,condition_failed,1899.6,1993.72,4.954727311012852,0,0.0,12
common,5,wick,above,152,12.666666666666666,2026-06-06T23:30:00+00:00,2026-06-07T12:05:00+00:00,2026-06-07T12:10:00+00:00,2026-06-07T12:10:00+00:00,False,False,condition_failed,1562.0,1619.46,3.6786171574904047,0,0.0,13
common,5,wick,above,151,12.583333333333334,2026-02-13T11:35:00+00:00,2026-02-14T00:05:00+00:00,2026-02-14T00:10:00+00:00,2026-02-14T00:10:00+00:00,False,False,condition_failed,1955.99,2047.5,4.678449276325547,0,0.0,14
common,5,wick,above,149,12.416666666666666,2026-05-25T06:35:00+00:00,2026-05-25T18:55:00+00:00,2026-05-25T19:00:00+00:00,2026-05-25T19:00:00+00:00,False,False,condition_failed,2106.01,2125.9,0.9444399599242148,0,0.0,15
common,5,wick,above,148,12.333333333333334,2026-05-03T08:40:00+00:00,2026-05-03T20:55:00+00:00,2026-05-03T21:00:00+00:00,2026-05-03T21:00:00+00:00,False,False,condition_failed,2309.0,2328.6,0.8488523170203432,0,0.0,16
common,5,wick,above,143,11.916666666666666,2026-01-11T08:10:00+00:00,2026-01-11T20:00:00+00:00,2026-01-11T20:05:00+00:00,2026-01-11T20:05:00+00:00,False,False,condition_failed,3093.69,3118.77,0.8106823889917791,0,0.0,17
common,5,wick,above,143,11.916666666666666,2026-02-06T12:35:00+00:00,2026-02-07T00:25:00+00:00,2026-02-07T00:30:00+00:00,2026-02-07T00:30:00+00:00,False,False,condition_failed,1917.27,2045.14,6.669378856394781,0,0.0,18
common,5,wick,above,143,11.916666666666666,2026-04-10T10:40:00+00:00,2026-04-10T22:30:00+00:00,2026-04-10T22:35:00+00:00,2026-04-10T22:35:00+00:00,False,False,condition_failed,2192.86,2245.11,2.3827330518136236,0,0.0,19
common,5,wick,above,139,11.583333333333334,2026-01-02T02:40:00+00:00,2026-01-02T14:10:00+00:00,2026-01-02T14:15:00+00:00,2026-01-02T14:15:00+00:00,False,False,condition_failed,2995.64,3039.79,1.4738086018346586,0,0.0,20
common,5,wick,below,297,24.75,2026-01-20T02:50:00+00:00,2026-01-21T03:30:00+00:00,2026-01-21T03:35:00+00:00,2026-01-21T03:35:00+00:00,False,False,condition_failed,3194.06,2971.95,-6.9538455758501705,0,0.0,1
common,5,wick,below,283,23.583333333333332,2026-06-02T05:35:00+00:00,2026-06-03T05:05:00+00:00,2026-06-03T05:10:00+00:00,2026-06-03T05:10:00+00:00,False,False,condition_failed,1989.55,1868.21,-6.098866577869366,0,0.0,2
common,5,wick,below,282,23.5,2026-01-29T00:05:00+00:00,2026-01-29T23:30:00+00:00,2026-01-29T23:35:00+00:00,2026-01-29T23:35:00+00:00,False,False,condition_failed,3005.01,2822.94,-6.05888166761509,0,0.0,3
common,5,wick,below,239,19.916666666666668,2026-06-05T00:55:00+00:00,2026-06-05T20:45:00+00:00,2026-06-05T20:50:00+00:00,2026-06-05T20:50:00+00:00,False,False,condition_failed,1758.74,1601.51,-8.939922899348396,0,0.0,4
common,5,wick,below,233,19.416666666666668,2026-05-22T17:50:00+00:00,2026-05-23T13:10:00+00:00,2026-05-23T13:15:00+00:00,2026-05-23T13:15:00+00:00,False,False,condition_failed,2120.63,2037.97,-3.897898266081312,0,0.0,5
common,5,wick,below,222,18.5,2026-03-26T01:40:00+00:00,2026-03-26T20:05:00+00:00,2026-03-26T20:10:00+00:00,2026-03-26T20:10:00+00:00,False,False,condition_failed,2163.93,2049.0,-5.311169954665806,0,0.0,6
common,5,wick,below,215,17.916666666666668,2026-05-12T00:35:00+00:00,2026-05-12T18:25:00+00:00,2026-05-12T18:30:00+00:00,2026-05-12T18:30:00+00:00,False,False,condition_failed,2333.98,2276.74,-2.452463174491648,0,0.0,7
common,5,wick,below,207,17.25,2026-01-31T06:05:00+00:00,2026-01-31T23:15:00+00:00,2026-01-31T23:20:00+00:00,2026-01-31T23:20:00+00:00,False,False,condition_failed,2697.17,2442.03,-9.459544633819883,0,0.0,8
common,5,wick,below,195,16.25,2026-04-12T01:35:00+00:00,2026-04-12T17:45:00+00:00,2026-04-12T17:50:00+00:00,2026-04-12T17:50:00+00:00,False,False,condition_failed,2249.2,2195.0,-2.409745687355491,0,0.0,9
common,5,wick,below,181,15.083333333333334,2026-04-22T23:20:00+00:00,2026-04-23T14:20:00+00:00,2026-04-23T14:25:00+00:00,2026-04-23T14:25:00+00:00,False,False,condition_failed,2379.6,2326.25,-2.2419734409144354,0,0.0,10
