sample_id,symbol,source_path,source_exists,class_status,box_status,review_via,split,timeframe,decision_time,window_start_bar,window_end_bar,box_start_bar,box_end_bar,index_in_range,clock_match,contiguous_window,core_within_window,image_exists,image_sha_match,post_core_visible_bars,source_sha_historical_parity,eligible_for_lineage_exploration
RSR_USDT_SWAP_005330__b0,RSR_USDT_SWAP,data/kline_fetched/okx_RSR_USDT_SWAP_15m_41073.csv,False,confirmed,rule_verified,agree,train,15m,2025-07-28T14:30:00+00:00,5257,5269,5262.0,5266.0,False,False,False,True,False,False,3.0,not_recorded,False
RVN_USDT_SWAP_028483__b0,RVN_USDT_SWAP,data/kline_fetched/okx_RVN_USDT_SWAP_15m_41073.csv,False,confirmed,rule_verified,agree,val,15m,2026-03-26T04:30:00+00:00,28347,28365,28354.0,28360.0,False,False,False,True,False,False,5.0,not_recorded,False
SPX_USDT_SWAP_010930__b0,SPX_USDT_SWAP,data/kline_fetched/okx_SPX_USDT_SWAP_15m_36898.csv,False,rejected,none,flip_pos_to_neg,train,15m,2025-11-07T17:30:00+00:00,10884,10898,10889.0,10895.0,False,False,False,False,False,False,,not_recorded,False
SPX_USDT_SWAP_022308__b0,SPX_USDT_SWAP,data/kline_fetched/okx_SPX_USDT_SWAP_15m_36898.csv,False,confirmed,rule_verified,agree,train,15m,2026-03-05T15:45:00+00:00,22206,22219,22211.0,22216.0,False,False,False,True,False,False,3.0,not_recorded,False
TAO_USDT_SWAP_007930__b0,TAO_USDT_SWAP,data/kline_fetched/okx_TAO_USDT_SWAP_15m_41072.csv,False,confirmed,rule_verified,agree,train,15m,2025-08-24T06:30:00+00:00,7815,7828,7820.0,7825.0,False,False,False,True,False,False,3.0,not_recorded,False
TAO_USDT_SWAP_007930__b1,TAO_USDT_SWAP,data/kline_fetched/okx_TAO_USDT_SWAP_15m_41072.csv,False,confirmed,rule_verified,agree,train,15m,2025-08-25T04:15:00+00:00,7900,7915,7905.0,7911.0,False,False,False,True,False,False,4.0,not_recorded,False
TAO_USDT_SWAP_012930__b0,TAO_USDT_SWAP,data/kline_fetched/okx_TAO_USDT_SWAP_15m_41072.csv,False,confirmed,rule_verified,agree,train,15m,2025-10-15T14:15:00+00:00,12835,12851,12841.0,12847.0,False,False,False,True,False,False,4.0,not_recorded,False
TAO_USDT_SWAP_031082__b0,TAO_USDT_SWAP,data/kline_fetched/okx_TAO_USDT_SWAP_15m_41072.csv,False,rejected,none,flip_pos_to_neg,val,15m,2026-04-23T02:15:00+00:00,31030,31043,31035.0,31040.0,False,False,False,False,False,False,,not_recorded,False
TRUMP_USDT_SWAP_013130__b0,TRUMP_USDT_SWAP,data/kline_fetched/okx_TRUMP_USDT_SWAP_15m_41175.csv,False,confirmed,rule_verified,keep_gold,train,15m,2025-10-15T14:45:00+00:00,12943,12956,12948.0,12953.0,False,False,False,True,False,False,3.0,not_recorded,False
USELESS_USDT_SWAP_020920__b0,USELESS_USDT_SWAP,data/kline_fetched/okx_USELESS_USDT_SWAP_15m_36110.csv,False,confirmed,rule_verified,agree,train,15m,2026-02-26T13:30:00+00:00,20734,20750,20740.0,20746.0,False,False,False,True,False,False,4.0,not_recorded,False
WOO_USDT_SWAP_004130__b0,WOO_USDT_SWAP,data/kline_fetched/okx_WOO_USDT_SWAP_15m_41071.csv,False,confirmed,rule_verified,agree,train,15m,2025-07-14T19:45:00+00:00,3931,3944,3936.0,3941.0,False,False,False,True,False,False,3.0,not_recorded,False
WOO_USDT_SWAP_017130__b0,WOO_USDT_SWAP,data/kline_fetched/okx_WOO_USDT_SWAP_15m_41071.csv,False,confirmed,rule_verified,agree,train,15m,2025-11-27T23:00:00+00:00,17001,17013,17006.0,17010.0,False,False,False,True,False,False,3.0,not_recorded,False
W_USDT_SWAP_030081__b0,W_USDT_SWAP,data/kline_fetched/okx_W_USDT_SWAP_15m_41071.csv,False,rejected,none,flip_pos_to_neg,val,15m,2026-04-12T02:30:00+00:00,29975,29987,29980.0,29984.0,False,False,False,False,False,False,,not_recorded,False
XRP_USDT_SWAP_022784__b0,XRP_USDT_SWAP,data/kline_fetched/okx_XRP_USDT_SWAP_15m_41174.csv,False,confirmed,rule_verified,agree,train,15m,2026-01-25T01:15:00+00:00,22678,22693,22683.0,22689.0,False,False,False,True,False,False,4.0,not_recorded,False
YGG_USDT_SWAP_001730__b0,YGG_USDT_SWAP,data/kline_fetched/okx_YGG_USDT_SWAP_15m_41070.csv,False,confirmed,rule_verified,agree,train,15m,2025-06-20T16:15:00+00:00,1612,1625,1617.0,1622.0,False,False,False,True,False,False,3.0,not_recorded,False
neg_AGLD_USDT_SWAP_031098__b0,AGLD_USDT_SWAP,data/kline_fetched/okx_AGLD_USDT_SWAP_15m_41085.csv,False,rejected,none,agree,val,15m,2026-04-13T00:00:00+00:00,30077,30090,,,False,False,False,False,False,False,,not_recorded,False
neg_APT_USDT_SWAP_004930__b1,APT_USDT_SWAP,data/kline_fetched/okx_APT_USDT_SWAP_15m_41176.csv,False,rejected,none,agree,train,15m,2026-03-11T09:15:00+00:00,27037,27050,,,False,False,False,False,False,False,,not_recorded,False
neg_AUCTION_USDT_SWAP_008930__b0,AUCTION_USDT_SWAP,data/kline_fetched/okx_AUCTION_USDT_SWAP_15m_41084.csv,False,rejected,none,agree,train,15m,2026-01-01T02:45:00+00:00,20295,20307,,,False,False,False,False,False,False,,not_recorded,False
neg_A_USDT_SWAP_007330__b0,A_USDT_SWAP,data/kline_fetched/okx_A_USDT_SWAP_15m_41087.csv,False,rejected,none,agree,train,15m,2025-11-05T05:15:00+00:00,14835,14848,,,False,False,False,False,False,False,,not_recorded,False
neg_BLUR_USDT_SWAP_004130__b0,BLUR_USDT_SWAP,data/kline_fetched/okx_BLUR_USDT_SWAP_15m_41082.csv,False,rejected,none,agree,train,15m,2025-08-31T09:15:00+00:00,8512,8523,,,False,False,False,False,False,False,,not_recorded,False
neg_CELO_USDT_SWAP_009130__b0,CELO_USDT_SWAP,data/kline_fetched/okx_CELO_USDT_SWAP_15m_41081.csv,False,rejected,none,agree,train,15m,2025-12-26T06:30:00+00:00,19730,19743,,,False,False,False,False,False,False,,not_recorded,False
neg_CHZ_USDT_SWAP_004930__b1,CHZ_USDT_SWAP,data/kline_fetched/okx_CHZ_USDT_SWAP_15m_41176.csv,False,rejected,none,agree,train,15m,2025-08-10T16:00:00+00:00,6615,6628,,,False,False,False,False,False,False,,not_recorded,False
neg_CHZ_USDT_SWAP_008530__b0,CHZ_USDT_SWAP,data/kline_fetched/okx_CHZ_USDT_SWAP_15m_41176.csv,False,rejected,none,keep_gold,train,15m,2025-06-20T15:45:00+00:00,1719,1731,,,False,False,False,False,False,False,,not_recorded,False
neg_CHZ_USDT_SWAP_016530__b0,CHZ_USDT_SWAP,data/kline_fetched/okx_CHZ_USDT_SWAP_15m_41176.csv,False,rejected,none,keep_gold,train,15m,2025-08-18T01:00:00+00:00,7325,7336,,,False,False,False,False,False,False,,not_recorded,False
neg_DOT_USDT_SWAP_013130__b0,DOT_USDT_SWAP,data/kline_fetched/okx_DOT_USDT_SWAP_15m_41176.csv,False,rejected,none,agree,train,15m,2025-07-11T21:15:00+00:00,3753,3769,,,False,False,False,False,False,False,,not_recorded,False
neg_EDEN_USDT_SWAP_011282__b1,EDEN_USDT_SWAP,data/kline_fetched/okx_EDEN_USDT_SWAP_15m_29670.csv,False,rejected,none,agree,train,15m,2025-12-13T23:00:00+00:00,7136,7150,,,False,False,False,False,False,False,,not_recorded,False
neg_FARTCOIN_USDT_SWAP_028490__b0,FARTCOIN_USDT_SWAP,data/kline_fetched/okx_FARTCOIN_USDT_SWAP_15m_41078.csv,False,rejected,none,agree,val,15m,2026-03-17T10:00:00+00:00,27515,27530,,,False,False,False,False,False,False,,not_recorded,False
neg_FIL_USDT_SWAP_016530__b0,FIL_USDT_SWAP,data/kline_fetched/okx_FIL_USDT_SWAP_15m_41175.csv,False,rejected,none,agree,train,15m,2025-09-18T22:30:00+00:00,10382,10397,,,False,False,False,False,False,False,,not_recorded,False
neg_FLOW_USDT_SWAP_029490__b0,FLOW_USDT_SWAP,data/kline_fetched/okx_FLOW_USDT_SWAP_15m_41078.csv,False,rejected,none,agree,val,15m,2026-03-28T18:15:00+00:00,28605,28619,,,False,False,False,False,False,False,,not_recorded,False
neg_GPS_USDT_SWAP_012930__b0,GPS_USDT_SWAP,data/kline_fetched/okx_GPS_USDT_SWAP_15m_41077.csv,False,rejected,none,agree,train,15m,2025-08-25T03:15:00+00:00,7903,7918,,,False,False,False,False,False,False,,not_recorded,False
neg_HOME_USDT_SWAP_009730__b0,HOME_USDT_SWAP,data/kline_fetched/okx_HOME_USDT_SWAP_15m_40139.csv,False,rejected,none,agree,train,15m,2025-07-21T03:15:00+00:00,3604,3620,,,False,False,False,False,False,False,,not_recorded,False
neg_HOME_USDT_SWAP_026151__b0,HOME_USDT_SWAP,data/kline_fetched/okx_HOME_USDT_SWAP_15m_40139.csv,False,rejected,none,agree,train,15m,2025-07-28T22:45:00+00:00,4356,4370,,,False,False,False,False,False,False,,not_recorded,False
neg_INIT_USDT_SWAP_004930__b0,INIT_USDT_SWAP,data/kline_fetched/okx_INIT_USDT_SWAP_15m_41077.csv,False,rejected,none,keep_gold,train,15m,2025-10-14T06:00:00+00:00,12716,12728,,,False,False,False,False,False,False,,not_recorded,False
neg_INIT_USDT_SWAP_023688__b0,INIT_USDT_SWAP,data/kline_fetched/okx_INIT_USDT_SWAP_15m_41077.csv,False,rejected,none,agree,train,15m,2026-01-09T04:00:00+00:00,21060,21072,,,False,False,False,False,False,False,,not_recorded,False
neg_INJ_USDT_SWAP_023786__b0,INJ_USDT_SWAP,data/kline_fetched/okx_INJ_USDT_SWAP_15m_41175.csv,False,rejected,none,agree,train,15m,2025-11-29T15:00:00+00:00,17262,17278,,,False,False,False,False,False,False,,not_recorded,False
neg_JTO_USDT_SWAP_009730__b0,JTO_USDT_SWAP,data/kline_fetched/okx_JTO_USDT_SWAP_15m_41175.csv,False,rejected,none,keep_gold,train,15m,2025-06-22T10:15:00+00:00,1885,1899,,,False,False,False,False,False,False,,not_recorded,False
neg_KSM_USDT_SWAP_010530__b0,KSM_USDT_SWAP,data/kline_fetched/okx_KSM_USDT_SWAP_15m_41077.csv,False,rejected,none,agree,train,15m,2025-12-25T21:45:00+00:00,19690,19703,,,False,False,False,False,False,False,,not_recorded,False
neg_LAYER_USDT_SWAP_002330__b0,LAYER_USDT_SWAP,data/kline_fetched/okx_LAYER_USDT_SWAP_15m_41077.csv,False,rejected,none,agree,train,15m,2025-08-05T09:30:00+00:00,6005,6022,,,False,False,False,False,False,False,,not_recorded,False
neg_LUNA_USDT_SWAP_023287__b0,LUNA_USDT_SWAP,data/kline_fetched/okx_LUNA_USDT_SWAP_15m_41076.csv,False,rejected,none,agree,train,15m,2025-11-01T13:15:00+00:00,14467,14484,,,False,False,False,False,False,False,,not_recorded,False
neg_MASK_USDT_SWAP_021087__b0,MASK_USDT_SWAP,data/kline_fetched/okx_MASK_USDT_SWAP_15m_41076.csv,False,rejected,none,agree,train,15m,2026-02-19T07:15:00+00:00,25009,25020,,,False,False,False,False,False,False,,not_recorded,False
neg_MEME_USDT_SWAP_002330__b0,MEME_USDT_SWAP,data/kline_fetched/okx_MEME_USDT_SWAP_15m_41075.csv,False,rejected,none,agree,train,15m,2025-08-26T03:00:00+00:00,7995,8010,,,False,False,False,False,False,False,,not_recorded,False
neg_MEW_USDT_SWAP_004930__b0,MEW_USDT_SWAP,data/kline_fetched/okx_MEW_USDT_SWAP_15m_41075.csv,False,rejected,none,agree,train,15m,2025-09-07T14:00:00+00:00,9192,9206,,,False,False,False,False,False,False,,not_recorded,False
neg_MOODENG_USDT_SWAP_030686__b0,MOODENG_USDT_SWAP,data/kline_fetched/okx_MOODENG_USDT_SWAP_15m_41075.csv,False,rejected,none,agree,val,15m,2026-03-29T21:00:00+00:00,28708,28722,,,False,False,False,False,False,False,,not_recorded,False
neg_MUBARAK_USDT_SWAP_028486__b0,MUBARAK_USDT_SWAP,data/kline_fetched/okx_MUBARAK_USDT_SWAP_15m_41075.csv,False,rejected,none,agree,val,15m,2026-03-24T14:45:00+00:00,28204,28217,,,False,False,False,False,False,False,,not_recorded,False
neg_NEO_USDT_SWAP_015730__b0,NEO_USDT_SWAP,data/kline_fetched/okx_NEO_USDT_SWAP_15m_41075.csv,False,rejected,none,agree,train,15m,2025-12-20T10:15:00+00:00,19162,19175,,,False,False,False,False,False,False,,not_recorded,False
neg_NOT_USDT_SWAP_004930__b0,NOT_USDT_SWAP,data/kline_fetched/okx_NOT_USDT_SWAP_15m_41074.csv,False,rejected,none,agree,train,15m,2025-12-01T01:00:00+00:00,17302,17313,,,False,False,False,False,False,False,,not_recorded,False
neg_NOT_USDT_SWAP_006130__b0,NOT_USDT_SWAP,data/kline_fetched/okx_NOT_USDT_SWAP_15m_41074.csv,False,rejected,none,agree,train,15m,2025-12-20T19:30:00+00:00,19197,19211,,,False,False,False,False,False,False,,not_recorded,False
neg_NOT_USDT_SWAP_006930__b0,NOT_USDT_SWAP,data/kline_fetched/okx_NOT_USDT_SWAP_15m_41074.csv,False,rejected,none,agree,train,15m,2025-09-03T02:30:00+00:00,8762,8775,,,False,False,False,False,False,False,,not_recorded,False
neg_OFC_USDT_SWAP_001530__b0,OFC_USDT_SWAP,data/kline_fetched/okx_OFC_USDT_SWAP_15m_11337.csv,False,rejected,none,agree,val,15m,2026-04-14T07:30:00+00:00,453,466,,,False,False,False,False,False,False,,not_recorded,False
neg_ONT_USDT_SWAP_007730__b0,ONT_USDT_SWAP,data/kline_fetched/okx_ONT_USDT_SWAP_15m_41074.csv,False,rejected,none,agree,train,15m,2025-10-21T18:30:00+00:00,13436,13447,,,False,False,False,False,False,False,,not_recorded,False
neg_ONT_USDT_SWAP_009730__b0,ONT_USDT_SWAP,data/kline_fetched/okx_ONT_USDT_SWAP_15m_41074.csv,False,rejected,none,agree,train,15m,2025-06-16T07:15:00+00:00,1197,1210,,,False,False,False,False,False,False,,not_recorded,False
