feature,bin,lower,upper,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
extension_atr,"[1.5, inf)",1.5,inf,125,-6.7819825083804695,-53.10952287577273,-847.7478135475587,0.8944204468506852,False,0.288,89,0
extension_atr,missing,,,1,-89.84820313038043,-89.84820313038043,-89.84820313038043,0.0,False,0.0,1,0
cross_count24,"[-inf, 1.0)",-inf,1.0,92,-28.078282787072744,-54.02989429090064,-2583.202016410692,0.6236601083609241,False,0.22826086956521738,71,0
cross_count24,"[1.0, 3.0)",1.0,3.0,120,-14.985706523881104,-59.46127443813952,-1798.2847828657325,0.7478526395296765,False,0.24166666666666667,91,0
cross_count24,"[3.0, 6.0)",3.0,6.0,59,-27.384303779506453,-50.05829894135781,-1615.6739229908806,0.5114595001141626,False,0.22033898305084745,46,0
cross_count24,"[6.0, 12.0)",6.0,12.0,15,20.259648063732048,-32.69377542542527,303.89472095598074,1.5449844838123599,False,0.26666666666666666,11,0
cross_count24,"[12.0, 24.0)",12.0,24.0,0,,,0.0,,False,,0,0
cross_count24,"[24.0, inf)",24.0,inf,0,,,0.0,,False,,0,0
cross_count24,missing,,,0,,,0.0,,False,,0,0
efficiency24,"[-inf, 0.1)",-inf,0.1,83,-14.675451295634806,-42.49277136896377,-1218.062457537689,0.7485260545646814,False,0.26506024096385544,61,0
efficiency24,"[0.1, 0.2)",0.1,0.2,69,-30.18051432782297,-56.413176321730134,-2082.455488619785,0.45002388489899164,False,0.17391304347826086,57,0
efficiency24,"[0.2, 0.4)",0.2,0.4,87,-11.055056878599071,-56.17128165726014,-961.7899484381193,0.8212806237383584,False,0.21839080459770116,68,0
efficiency24,"[0.4, 0.6)",0.4,0.6,36,-22.465625505533843,-76.06847668194193,-808.7625181992183,0.7017219415192155,False,0.2777777777777778,26,0
efficiency24,"[0.6, 0.8)",0.6,0.8,11,-56.563235319683,-110.55615745756418,-622.1955885165131,0.4530224889757658,False,0.36363636363636365,7,0
efficiency24,"[0.8, inf)",0.8,inf,0,,,0.0,,False,,0,0
efficiency24,missing,,,0,,,0.0,,False,,0,0
volume_ratio,"[-inf, 0.5)",-inf,0.5,9,57.16921245920011,-52.66067105271886,514.522912132801,1.8979856643042397,False,0.1111111111111111,8,0
volume_ratio,"[0.5, 1.0)",0.5,1.0,78,-31.50681733921918,-52.67528890092186,-2457.531752459096,0.44616425381093866,False,0.15384615384615385,66,0
volume_ratio,"[1.0, 1.5)",1.0,1.5,66,-50.1625105954638,-65.09534550873717,-3310.725699300611,0.23044535811102795,False,0.16666666666666666,55,0
volume_ratio,"[1.5, 2.0)",1.5,2.0,39,-32.06347340346558,-56.54303227420552,-1250.4754627351574,0.4892666952267603,False,0.23076923076923078,30,0
volume_ratio,"[2.0, 3.0)",2.0,3.0,47,40.11630730779408,-50.05829894135781,1885.4664434663218,1.7871818068328371,False,0.3617021276595745,30,0
volume_ratio,"[3.0, inf)",3.0,inf,47,-22.86217962586349,-43.80578663736755,-1074.5224424155838,0.7099534760740386,False,0.3617021276595745,30,0
volume_ratio,missing,,,0,,,0.0,,False,,0,0
ma_slope_atr,"[-inf, -0.1)",-inf,-0.1,36,-60.05985125846466,-68.19669645807157,-2162.1546453047276,0.2607232461595936,False,0.19444444444444445,29,0
ma_slope_atr,"[-0.1, 0.0)",-0.1,0.0,95,-23.04806488424811,-52.57336430772418,-2189.5661640035705,0.5778979919127938,False,0.18947368421052632,77,0
ma_slope_atr,"[0.0, 0.05)",0.0,0.05,58,-13.398022462460348,-50.456457320706676,-777.0853028227002,0.7642845466674648,False,0.29310344827586204,41,0
ma_slope_atr,"[0.05, 0.1)",0.05,0.1,52,-12.817087617531053,-40.587913033327524,-666.4885561116148,0.7436878074992584,False,0.23076923076923078,40,0
ma_slope_atr,"[0.1, 0.2)",0.1,0.2,37,-2.6624567504261827,-68.39108288792416,-98.51089976576877,0.9701780290754385,False,0.2702702702702703,27,0
ma_slope_atr,"[0.2, inf)",0.2,inf,6,66.30689238435868,64.52716928054993,397.8413543061521,2.133232121346257,False,0.5,3,0
ma_slope_atr,missing,,,2,-98.65089380454715,-98.65089380454715,-197.3017876090943,0.0,False,0.0,2,0
