dimension,group,arm,period,events,closed,censored,assets,gt5,gt10,gt20,gt10_rate,recorded_mfe_gt10,total_r,gross_r,mean_r,mean_gross_bp,mean_net_bp,total_nominal_return,win_rate,pf_r,event_drawdown_r,total_r_ex_top5,matched_pairs,unmatched,control_mean_r,paired_target_mean_r,paired_excess_r,paired_excess_bp,control_gt10,paired_target_gt10,random_p,random_blocks
timeframe_min,30,baseline,crossing,42,42,0,35,6,2,0,0.047619047619047616,6,88.38944133829402,92.22678390708144,2.1045105080546196,432.0711962161811,412.071196216181,1.7306990241079605,0.9047619047619048,41.65074922775627,1.0946534653465392,42.58724437933667,42,0,0.2640293890282389,2.10451050805462,1.8404811190263806,352.98934468314354,0,2,,1
timeframe_min,30,high_r_v1,full,24645,24623,22,802,664,154,35,0.0062543150712748245,435,267.67209559434457,2367.417580090027,0.010870815724905355,9.219824851610323,-10.780175148389695,-26.54402526787995,0.29894813791983105,1.0154735127582206,2691.597292837925,-104.0043997860356,24606,39,-0.08837515279903883,0.010721889074028736,0.09909704187306757,7.914197523669286,150,154,0.0776,25
timeframe_min,30,high_r_v1,earlier,9162,9162,0,502,334,64,6,0.006985374372407771,191,1633.3840972488713,2326.7741147890592,0.17827811583157294,44.03271379084094,24.032713790840916,22.018772375168446,0.32984064614712943,1.2691626161565173,1387.6073434460332,1424.3114162942786,9119,43,-0.06262720276280015,0.17949405670490734,0.2421212594677075,44.9415468697974,63,64,0.0802001953125,13
timeframe_min,30,high_r_v1,later,15444,15422,22,769,326,89,29,0.005770976527039295,240,-1438.9684781578471,-36.255776476073606,-0.09330621697301564,-12.471609005458776,-32.47160900545879,-50.07771540821854,0.27908183115030477,0.8718429263486028,2586.540829285843,-1761.5771266142451,15405,39,-0.1092672201522112,-0.09365905687741909,0.015608163274792126,-13.853263876880206,86,89,0.372314453125,13
timeframe_min,30,high_r_v1,crossing,39,39,0,33,4,1,0,0.02564102564102564,4,73.25647650332064,76.89924177704125,1.878371192392837,408.44045260772884,388.44045260772884,1.5149177651701424,0.8974358974358975,34.69102248591023,1.0946534653465392,37.45128265057447,39,0,0.330379955737153,1.8783711923928377,1.5479912366556843,311.41306386113126,0,1,,1
timeframe_min,60,baseline,full,13072,13031,41,771,373,102,19,0.007827488297137595,335,39.03233323310013,826.3592238014206,0.002995344427373197,-10.753442636623967,-30.75344263662398,-40.07481109978471,0.2963701941524058,1.0044024993605762,1520.1724404492738,-177.5186546340875,13015,57,-0.0370526699831136,0.003506837965354317,0.04055950794846792,-9.501659062293056,122,102,0.2529,25
timeframe_min,60,baseline,earlier,5055,5055,0,481,143,33,2,0.006528189910979229,109,221.11338870401937,498.79112540848155,0.04374152100969721,-0.13506549853033212,-20.135065498530352,-10.178275609507093,0.32245301681503463,1.067714214022583,796.0145069211197,90.80901860670161,5004,51,-0.06962638868214938,0.05200590647463739,0.1216322951567868,10.750207386542844,34,33,0.1787109375,13
timeframe_min,60,baseline,later,7825,7784,41,734,208,60,15,0.007708119218910586,207,-732.2104174427527,-239.0909260847443,-0.09406608651628375,-35.32162176707167,-55.32162176707168,-43.0623503834886,0.2647738951695786,0.8688984472589777,1520.1724404492772,-942.9056279252331,7769,56,-0.06812313679078426,-0.09339278626818782,-0.02526964947740357,-28.174724470157326,80,60,0.6490478515625,13
timeframe_min,60,baseline,crossing,192,192,0,138,22,9,2,0.046875,19,550.129361971834,566.6590244776831,2.865257093603302,705.7195256880716,685.7195256880716,13.165814893210975,0.890625,36.504365994750266,2.7797608783630636,448.91555904423956,192,0,1.4439715229297407,2.865257093603302,1.421285570673561,414.53412771963787,8,9,,1
timeframe_min,60,high_r_v1,full,13085,13047,38,771,305,80,17,0.006131677780332643,212,203.67191865838538,991.6749857156924,0.01561063222644174,-2.451695239734308,-22.45169523973433,-29.292726779281384,0.31033954165708594,1.0230874217001238,1394.8669012662108,29.798022634666808,13032,53,-0.02147973144099999,0.016035407993217576,0.03751513943421756,-9.455628228526622,96,80,0.264,25
timeframe_min,60,high_r_v1,earlier,5124,5124,0,481,128,28,3,0.00546448087431694,72,536.5668182143994,820.8510001926052,0.10471639699734571,16.077923135562262,-3.922076864437747,-2.0096721853379016,0.3407494145199063,1.164719967640778,746.3132107022527,394.2815395032987,5079,45,-0.017432196010323038,0.10850794269609335,0.12594013870641638,12.138872112635692,30,28,0.1593017578125,13
timeframe_min,60,high_r_v1,later,7831,7793,38,734,171,51,14,0.006544334659309637,136,-568.4333432957236,-74.86198497736325,-0.07294153000073446,-22.93235931581635,-42.93235931581638,-33.4571876148157,0.2816630309251893,0.8975563897095712,1394.8669012662206,-709.7421079624859,7779,52,-0.04325983383370857,-0.07238708406572594,-0.029127250232017378,-27.043646878805145,65,51,0.6651611328125,13
timeframe_min,60,high_r_v1,crossing,130,130,0,97,6,1,0,0.007692307692307693,4,235.53844373970966,245.68597050045008,1.8118341826131512,494.9333092978637,474.9333092978637,6.174133020872228,0.8307692307692308,16.120462618767736,5.852976316636983,197.48654207637244,130,0,0.512715947201786,1.8118341826131514,1.2991182354113653,379.1213981151867,1,1,,1
timeframe_min,240,baseline,full,4128,4079,49,599,157,48,15,0.01176759009561167,157,762.6185728890307,890.7925037989501,0.186962140938718,176.79052844390947,156.7905284439094,63.95485655227065,0.31919588134346655,1.2849010124352258,1021.8596539712698,515.1663228001551,4057,71,0.4469763064151783,0.18963760201953597,-0.2573387043956424,-55.58346738585892,65,48,0.9958,25
timeframe_min,240,baseline,earlier,1604,1604,0,366,97,26,11,0.016209476309226933,84,1070.9155413089106,1115.2534130997153,0.6676530806165278,546.1485594316582,526.1485594316584,84.394228932838,0.40648379052369077,2.172174948639406,167.98569472669033,854.2214126374004,1589,15,0.8291541604355187,0.6832520747489205,-0.14590208568659813,126.09834268405146,32,26,0.868896484375,13
timeframe_min,240,baseline,later,2432,2383,49,549,57,22,4,0.009232060428031893,69,-343.059977352189,-262.5532852033049,-0.14396138369793915,-70.64172079934119,-90.6417207993412,-21.59992206648301,0.25388166177087707,0.8005540564664354,891.8606842682885,-500.2524373790343,2361,71,0.14838262325083337,-0.14244760645826451,-0.2908302297090979,-158.21843424634105,30,22,0.9962158203125,13
timeframe_min,240,baseline,crossing,92,92,0,57,3,0,0,0.0,4,34.763008932309035,38.09237590253947,0.3778587927424895,146.1467049908329,126.14670499083289,1.1605496859156625,0.4891304347826087,1.8064667956713045,10.602606429065949,3.945511582711454,92,0,1.2860397865438598,0.3778587927424895,-0.9081809938013695,-391.35264665455924,1,0,1.0,2
timeframe_min,240,high_r_v1,full,4132,4098,34,599,132,25,5,0.0061005368472425575,93,613.0526804130127,741.8927104875996,0.14959801864641598,105.64361853638822,85.64361853638822,35.0967548762119,0.3379697413372377,1.2302671728006689,916.4356869198781,482.8791811966475,4081,51,0.43745684807439766,0.15122699914032603,-0.28622984893407166,-118.02105929325562,67,25,0.9971,25
timeframe_min,240,high_r_v1,earlier,1607,1607,0,367,63,12,3,0.0074673304293715,38,726.5639626931106,770.9637582658086,0.452124432291917,390.34643625270644,370.3464362527064,59.51467230580992,0.418170504044804,1.7977215327984952,178.11652035777718,605.9693442646151,1596,11,0.6302746341337501,0.4619105713209985,-0.16836406281275165,30.171447912325913,30,12,0.8929443359375,13
timeframe_min,240,high_r_v1,later,2435,2401,34,549,67,12,2,0.0049979175343606835,53,-150.80084202580224,-69.64893724459364,-0.06280751437975937,-86.9545704540085,-106.95457045400853,-25.679792366007447,0.2782174094127447,0.9117578502269251,780.442963452789,-247.9337844113952,2384,51,0.27210556112631085,-0.06153361533017804,-0.33363917645648894,-204.7461928615185,35,12,0.99755859375,13
timeframe_min,240,high_r_v1,crossing,90,90,0,55,2,1,0,0.011111111111111112,2,37.28955974570434,40.57788946638507,0.4143284416189371,160.20832626771298,140.20832626771298,1.2618749364094168,0.5,1.875108080189178,18.359741927129264,9.882283405193931,90,0,1.3483077220643174,0.41432844161893717,-0.9339792804453803,-415.4604943772428,1,1,1.0,2
venue,binance,baseline,full,26526,26481,45,636,878,232,61,0.008760998451720101,769,720.8631654247099,2536.276553739127,0.027221901190465237,9.784664401928085,-10.215335598071926,-27.05123019725427,0.2882444016464635,1.0391573593984473,2894.0169596738365,332.17286748294265,26447,79,-0.022546905925501088,0.027487449881241764,0.050034355806742856,-10.047005465771994,272,232,0.1833,25
venue,binance,baseline,earlier,10543,10543,0,492,432,95,18,0.009010718011951057,324,1752.1388960727072,2428.7036199142594,0.16618978431876194,56.71509405218626,36.71509405218625,38.70872365921997,0.3196433652660533,1.2523020746661955,1538.4859196499592,1502.2979210550413,10469,74,-0.017179146851159146,0.17043609358500347,0.1876152404361626,39.00520119597861,99,95,0.0760498046875,13
venue,binance,baseline,later,15783,15738,45,605,427,130,42,0.008260261786758165,427,-1438.6237862238872,-314.68697829787675,-0.09141083912974249,-27.805695508982968,-47.805695508982964,-75.2366035920374,0.2608971915109925,0.8741192680957214,2671.685272078108,-1817.593879913767,15705,78,-0.04943668353549693,-0.09102127240846007,-0.04158458887296316,-43.15851607546134,166,130,0.879150390625,13
venue,binance,baseline,crossing,200,200,0,169,19,7,1,0.035,18,407.3480555758901,422.25991212274374,2.0367402778794506,493.83248677815794,473.83248677815794,9.476649735563159,0.785,12.216417290390488,5.019399256960412,325.851917799421,200,0,1.0288797342934408,2.036740277879451,1.0078605435860095,246.08194204579044,4,7,0.5,2
venue,binance,high_r_v1,full,26555,26520,35,636,686,163,32,0.00614630467571644,476,280.52550405083434,2097.6534827755554,0.010577884768131008,5.0794116657195,-14.920588334280525,-39.569400262511955,0.3021870286576169,1.0153152152030587,2926.2611779812523,-55.11944153847122,26491,64,-0.018925830473758908,0.010776957440962786,0.029702787914721685,-16.943973270735125,198,163,0.2869,25
venue,binance,high_r_v1,earlier,10601,10601,0,492,345,66,6,0.006225827752098859,204,1525.8768552373883,2207.4800900478654,0.1439370677518525,45.94016297787394,25.940162977873914,27.499166772844134,0.3324214696726724,1.2202993543279044,1399.9245531502195,1338.7257393183354,10533,68,-0.013764657246525733,0.14609348184239618,0.15985813908892194,26.493051830792357,77,66,0.0845947265625,13
venue,binance,high_r_v1,later,15800,15765,35,605,333,95,26,0.0060260069774817635,265,-1454.0600274406124,-328.9690155653916,-0.09223343022141531,-26.119798923595027,-46.119798923595035,-72.70786300304758,0.277767205835712,0.8719355836932531,2629.8128259902337,-1752.1757660998078,15736,64,-0.03764334180246563,-0.09208777020353975,-0.05444442840107412,-45.95068249019459,118,95,0.90087890625,13
venue,binance,high_r_v1,crossing,154,154,0,136,8,2,0,0.012987012987012988,7,208.7086762540583,219.14240829308125,1.355251144506872,386.1880498500979,366.1880498500979,5.639295967691508,0.7207792207792207,6.753374431266724,8.629951943759465,165.409323348415,154,0,0.7274608093889277,1.355251144506872,0.6277903351179445,153.67932143110593,1,2,0.5,2
venue,gate,baseline,full,1527,1521,6,264,61,21,7,0.013806706114398421,61,356.69103522787634,429.56547268751456,0.23451087128722967,198.42056242384734,178.42056242384731,27.137767544667177,0.3214990138067061,1.3488410565895077,284.8796152965184,161.7507309686252,1516,11,0.44387026228291176,0.22568397956518055,-0.21818628271773127,-2.26489051190819,25,20,0.9929,25
venue,gate,baseline,earlier,456,456,0,173,29,8,4,0.017543859649122806,24,346.95177399681853,360.6793610172525,0.760859153501795,589.2335025689239,569.233502568924,25.957047717142935,0.40131578947368424,2.3251601594739095,59.96677978597204,193.08655334112103,453,3,1.0794389868141188,0.7727408963326936,-0.3066980904814252,85.00873883977617,10,8,0.966064453125,13
venue,gate,baseline,later,1051,1045,6,257,31,13,3,0.012440191387559809,36,-1.2514088909281895,57.07774908054685,-0.0011975204697877411,29.40095418707969,9.400954187079694,0.982399712549828,0.2832535885167464,0.9983359560347883,268.9072031905756,-132.92547676915132,1040,11,0.14969434865822495,-0.0151976260557604,-0.16489197471398534,-30.757089965876066,15,12,0.9395751953125,13
venue,gate,baseline,crossing,20,20,0,20,1,0,0,0.0,1,10.990670121985996,11.808362589715143,0.5495335060992999,119.16005748720869,99.1600574872087,0.1983201149744174,0.5,2.2697854618597515,5.584492080625389,-6.319872490422224,20,0,1.337060314013773,0.5495335060992999,-0.7875268079144732,-372.551267550821,0,0,1.0,2
venue,gate,high_r_v1,full,1529,1525,4,264,53,11,2,0.007213114754098361,39,269.3376609239384,342.347739215842,0.1766148596222547,112.48192867506901,92.481928675069,14.103494122948023,0.33704918032786885,1.2649556908503012,255.17333640712985,146.08163520341924,1522,7,0.3456105624566932,0.17615860232132047,-0.16945196013537275,-43.273912271257615,23,11,0.9854,25
venue,gate,high_r_v1,earlier,457,457,0,173,18,3,1,0.006564551422319475,10,204.02213163922704,217.7706051920046,0.446437924812313,401.7400645211187,381.74006452111877,17.44552094861513,0.4135667396061269,1.7828674868034096,62.9899979196514,131.4342185134582,455,2,0.6063042070299062,0.45291777145446466,-0.15338643557544152,61.80583854900885,8,3,0.900146484375,13
venue,gate,high_r_v1,later,1052,1048,4,257,35,8,1,0.007633587786259542,29,57.739379575480626,116.18329184687732,0.05509482783919907,-12.063735353494875,-32.06373535349489,-3.360279465046265,0.29961832061068705,1.0772284271787294,235.35000132786743,-45.22135819602843,1045,7,0.21999662587886723,0.05408144630104476,-0.1659151795778224,-81.7946943201945,15,8,0.9569091796875,13
venue,gate,high_r_v1,crossing,20,20,0,20,0,0,0,0.0,0,7.576149709230898,8.393842176960042,0.3788074854615449,29.126319689579255,9.12631968957918,0.01825263937915836,0.55,1.9143742217773543,5.358158594038954,-4.936471476886369,20,0,1.0962347040198515,0.37880748546154486,-0.7174272185583066,-377.01272759518713,0,0,1.0,2
venue,okx,baseline,full,13761,13698,63,426,427,114,32,0.008322382829610162,334,620.0359990926461,1745.043060157876,0.04526471011042824,28.524815469678224,8.524815469678204,11.677292230365204,0.29989779529858374,1.0654068029235486,1806.6527704084165,322.30110151152877,13681,80,-0.059529265983788576,0.044515159347898375,0.10404442533168695,16.252381211888633,114,113,0.0481,25
venue,okx,baseline,earlier,4808,4808,0,183,200,43,11,0.00894342762063228,129,1253.9795882060391,1578.2342244506328,0.26081106243886004,107.11624503473774,87.11624503473774,41.88549061270191,0.34629783693843597,1.4106919050241942,729.0624464199734,1056.3269736130073,4772,36,0.026407370867279914,0.268191031739623,0.24178366087234307,62.08728736370876,39,43,0.0703125,13
venue,okx,baseline,later,8847,8784,63,426,216,67,20,0.007627504553734062,195,-888.8866756579541,-96.10107386760156,-0.10119383830350115,-21.655614907825253,-41.65561490782525,-36.59029213503371,0.26821493624772313,0.8613400486261078,1821.4737872884643,-1151.2854417299163,8768,79,-0.13640176170714347,-0.10263208048275399,0.0337696812243895,-6.7609387505970036,69,66,0.2252197265625,13
venue,okx,baseline,crossing,106,106,0,88,11,4,1,0.03773584905660377,10,254.9430865445609,262.90990957484513,2.405123457967556,622.0843162921718,602.0843162921718,6.382093752697021,0.8207547169811321,17.13388502163866,3.057111512842482,178.3402135616654,106,0,1.6427384336298836,2.405123457967556,0.7623850243376723,157.04055140095633,5,4,0.5,2
venue,okx,high_r_v1,full,13778,13723,55,426,362,85,23,0.006193980907964731,225,534.5335296909693,1660.9840543019222,0.038951652677327794,23.443787049926772,3.443787049926762,4.725908968614496,0.3109378415798295,1.0565672169306957,1601.770787006341,314.8634647127966,13706,72,-0.05062575323941225,0.03913233990319847,0.08975809314261073,7.631164789827053,92,85,0.068,25
venue,okx,high_r_v1,earlier,4835,4835,0,183,162,35,5,0.007238883143743537,87,1166.6158912797657,1493.3381780076033,0.2412856031602411,91.51827254225688,71.51827254225687,34.5790847741812,0.35718717683557394,1.382540789313511,660.9863774345358,978.8335320941882,4806,29,0.04481844592719692,0.24557785801416582,0.20075941208696893,44.20639965882156,38,35,0.1009521484375,13
venue,okx,high_r_v1,later,8858,8803,55,426,196,49,18,0.005566284221288197,135,-761.8820156142419,32.019025020483554,-0.08654799677544496,-17.65370092121756,-37.653700921217585,-33.14655292094784,0.2810405543564694,0.8806589965111583,1601.770787006344,-926.796796798723,8787,71,-0.1147855882043842,-0.08649539052609052,0.028290197678293702,-11.760736047014875,53,49,0.2899169921875,13
venue,okx,high_r_v1,crossing,85,85,0,69,4,1,0,0.011764705882352941,3,129.79965402544545,135.62685127383517,1.5270547532405347,407.45613122130834,387.4561312213082,3.29337711538112,0.7764705882352941,9.214275281118395,6.162248524210526,93.56617919075808,85,0,0.7874344431703274,1.527054753240535,0.7396203100702072,93.09512709552897,1,1,0.5,2
