feature,bin,lower,upper,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
extension_atr,"[0.5, 1.0)",0.5,1.0,57,-31.947302709519217,-35.48984781969409,-1820.9962544425953,0.22305462202950402,False,0.17543859649122806,47,0
extension_atr,"[1.0, 1.5)",1.0,1.5,22,13.54021345395545,-29.227614951070052,297.8846959870199,1.3264047581964913,False,0.45454545454545453,12,0
extension_atr,"[1.5, inf)",1.5,inf,18,-43.14868838799549,-61.3883967362727,-776.6763909839188,0.32493556857197214,False,0.2777777777777778,13,0
extension_atr,missing,,,0,,,0.0,,False,,0,0
cross_count24,"[-inf, 1.0)",-inf,1.0,13,3.248338909852986,-28.977635411050457,42.22840582808881,1.107244524284298,False,0.3076923076923077,9,0
cross_count24,"[1.0, 3.0)",1.0,3.0,56,-24.291090806003332,-35.94713745614818,-1360.3010851361867,0.4673723505303973,False,0.25,42,0
cross_count24,"[3.0, 6.0)",3.0,6.0,40,-18.15014401229344,-38.23507135997049,-726.0057604917375,0.5697484967005718,False,0.225,31,0
cross_count24,"[6.0, 12.0)",6.0,12.0,12,-20.780460127897488,-32.23600483760246,-249.3655215347699,0.4261014270679911,False,0.25,9,0
cross_count24,"[12.0, 24.0)",12.0,24.0,0,,,0.0,,False,,0,0
cross_count24,"[24.0, inf)",24.0,inf,0,,,0.0,,False,,0,0
cross_count24,missing,,,0,,,0.0,,False,,0,0
efficiency24,"[-inf, 0.1)",-inf,0.1,74,-22.636832346853133,-33.75203555962712,-1675.1255936671316,0.4415959686418244,False,0.21621621621621623,58,0
efficiency24,"[0.1, 0.2)",0.1,0.2,37,-17.732205825469688,-42.299356244828154,-656.0916155423785,0.6254857567501052,False,0.2972972972972973,26,0
efficiency24,"[0.2, 0.4)",0.2,0.4,10,3.777324787490502,-31.547199244267837,37.77324787490502,1.1188136903698755,False,0.3,7,0
efficiency24,"[0.4, 0.6)",0.4,0.6,0,,,0.0,,False,,0,0
efficiency24,"[0.6, 0.8)",0.6,0.8,0,,,0.0,,False,,0,0
efficiency24,"[0.8, inf)",0.8,inf,0,,,0.0,,False,,0,0
efficiency24,missing,,,0,,,0.0,,False,,0,0
volume_ratio,"[-inf, 0.5)",-inf,0.5,6,-22.840439577779428,-26.43156337885975,-137.04263746667655,0.0073326502279201285,False,0.16666666666666666,5,0
volume_ratio,"[0.5, 1.0)",0.5,1.0,32,-25.378619968479278,-37.891991012164986,-812.1158389913369,0.3423961157020483,False,0.15625,27,0
volume_ratio,"[1.0, 1.5)",1.0,1.5,25,-20.376942263295145,-37.954182570737444,-509.4235565823787,0.5408375033739997,False,0.16,21,0
volume_ratio,"[1.5, 2.0)",1.5,2.0,21,-10.976302427663958,-33.61339865208144,-230.50235098094313,0.7143805053531245,False,0.38095238095238093,13,0
volume_ratio,"[2.0, 3.0)",2.0,3.0,16,-11.727389418617186,-19.172583070039533,-187.63823069787497,0.6824550380580477,False,0.375,10,0
volume_ratio,"[3.0, inf)",3.0,inf,21,-19.84387364835214,-50.956960340573495,-416.7213466153949,0.6495795007280583,False,0.2857142857142857,15,0
volume_ratio,missing,,,0,,,0.0,,False,,0,0
ma_slope_atr,"[-inf, -0.1)",-inf,-0.1,0,,,0.0,,False,,0,0
ma_slope_atr,"[-0.1, 0.0)",-0.1,0.0,52,-35.71097694415645,-36.48122681255471,-1856.9708010961356,0.13783175579678403,False,0.19230769230769232,42,0
ma_slope_atr,"[0.0, 0.05)",0.0,0.05,44,-11.725492886026156,-40.086356736512265,-515.9216869851508,0.742345116125336,False,0.29545454545454547,31,0
ma_slope_atr,"[0.05, 0.1)",0.05,0.1,17,29.35519460922024,-28.977635411050457,499.03830835674415,2.070305788932372,False,0.35294117647058826,11,0
ma_slope_atr,"[0.1, 0.2)",0.1,0.2,8,-52.44872270125793,-33.758893617925594,-419.5897816100634,0.061616925890342455,False,0.125,7,0
ma_slope_atr,"[0.2, inf)",0.2,inf,0,,,0.0,,False,,0,0
ma_slope_atr,missing,,,0,,,0.0,,False,,0,0
