feature,bin,lower,upper,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
extension_atr,"[1.0, 1.5)",1.0,1.5,47,11.527611236101762,-27.829427017723713,541.7977280967829,1.3138325248893912,False,0.40425531914893614,28,0
extension_atr,"[1.5, inf)",1.5,inf,38,-27.891481107702646,-53.303653031194756,-1059.8762820927004,0.5056229987480292,False,0.23684210526315788,29,0
extension_atr,missing,,,0,,,0.0,,False,,0,0
cross_count24,"[-inf, 1.0)",-inf,1.0,40,-10.665830197427715,-35.91596757680281,-426.63320789710866,0.7560127014119632,False,0.275,29,0
cross_count24,"[1.0, 3.0)",1.0,3.0,107,-15.30793076244006,-33.200155295944874,-1637.9485915810865,0.6000202911658733,False,0.2523364485981308,80,0
cross_count24,"[3.0, 6.0)",3.0,6.0,80,-12.713774345118445,-35.073362399359304,-1017.1019476094756,0.6453814933757809,False,0.2375,61,0
cross_count24,"[6.0, 12.0)",6.0,12.0,24,-21.220035459363285,-32.23600483760246,-509.2808510247189,0.4054975029091884,False,0.20833333333333334,19,0
cross_count24,"[12.0, 24.0)",12.0,24.0,0,,,0.0,,False,,0,0
cross_count24,"[24.0, inf)",24.0,inf,0,,,0.0,,False,,0,0
cross_count24,missing,,,0,,,0.0,,False,,0,0
efficiency24,"[-inf, 0.1)",-inf,0.1,145,-14.507127364799699,-29.839169219721946,-2103.533467895956,0.5851134728715345,False,0.22758620689655173,112,0
efficiency24,"[0.1, 0.2)",0.1,0.2,75,-17.347591231041786,-38.21853650152416,-1301.0693423281339,0.5862638832848224,False,0.28,54,0
efficiency24,"[0.2, 0.4)",0.2,0.4,28,-10.675281511285691,-42.34836712905697,-298.90788231599936,0.7747011892409705,False,0.25,21,0
efficiency24,"[0.4, 0.6)",0.4,0.6,2,-13.46619962859284,-13.46619962859284,-26.93239925718568,0.0,False,0.0,2,0
efficiency24,"[0.6, 0.8)",0.6,0.8,1,139.47849368488588,139.47849368488588,139.47849368488588,inf,True,1.0,0,0
efficiency24,"[0.8, inf)",0.8,inf,0,,,0.0,,False,,0,0
efficiency24,missing,,,0,,,0.0,,False,,0,0
volume_ratio,"[-inf, 0.5)",-inf,0.5,14,-7.489030725999158,-28.850393409162717,-104.84643016398822,0.7139147110599736,False,0.14285714285714285,12,0
volume_ratio,"[0.5, 1.0)",0.5,1.0,63,-18.50169041402956,-34.65687697902452,-1165.6064960838623,0.42948778242473057,False,0.20634920634920634,50,0
volume_ratio,"[1.0, 1.5)",1.0,1.5,51,-20.268912335876635,-37.954182570737444,-1033.7145291297084,0.49480698730107664,False,0.17647058823529413,42,0
volume_ratio,"[1.5, 2.0)",1.5,2.0,38,-14.82890405699116,-35.665659819950605,-563.4983541656641,0.6035286866140288,False,0.3157894736842105,26,0
volume_ratio,"[2.0, 3.0)",2.0,3.0,31,9.517276894517078,-17.24877453036176,295.03558373002943,1.2714730517013186,False,0.45161290322580644,17,0
volume_ratio,"[3.0, inf)",3.0,inf,54,-18.858043931466593,-31.998205235731476,-1018.334372299196,0.6090313696234927,False,0.2222222222222222,42,0
volume_ratio,missing,,,0,,,0.0,,False,,0,0
ma_slope_atr,"[-inf, -0.1)",-inf,-0.1,9,3.0096208723448905,-37.352894778357445,27.086587851104014,1.0466852774207898,False,0.3333333333333333,6,0
ma_slope_atr,"[-0.1, 0.0)",-0.1,0.0,131,-21.14778898327229,-36.60440016604481,-2770.36035680867,0.428220175903684,False,0.1984732824427481,105,0
ma_slope_atr,"[0.0, 0.05)",0.0,0.05,78,-9.124580987928738,-32.99922529175268,-711.7173170584415,0.7633693924058103,False,0.32051282051282054,53,0
ma_slope_atr,"[0.05, 0.1)",0.05,0.1,24,13.626636704910249,-29.16425138050736,327.039280917846,1.507156415760295,False,0.2916666666666667,17,0
ma_slope_atr,"[0.1, 0.2)",0.1,0.2,9,-51.44586589046977,-34.42166910688103,-463.0127930142279,0.0561628137972835,False,0.1111111111111111,8,0
ma_slope_atr,"[0.2, inf)",0.2,inf,0,,,0.0,,False,,0,0
ma_slope_atr,missing,,,0,,,0.0,,False,,0,0
