venue,symbol,asset,timeframe_min,arm,signal_i,side,signal_bar_open,signal_close,in_window,htf_sma60,htf_slope,htf_slope_aligned,htf_close_time,signal_atr_pct,rv,momentum,signal_price,policy,status,blocking_trade
binance_um,BTCUSDT,BTC,5,ordinary,696540,1,2026-08-15 13:00:00+00:00,2026-08-15 13:05:00+00:00,True,63009.31833333333,2.18666666666104,True,2026-08-15 13:00:00+00:00,0.0003657595596331,3.677660445796525,0.1327461589899829,63047.9,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,698431,1,2026-08-22 02:35:00+00:00,2026-08-22 02:40:00+00:00,True,77577.92833333333,15.641666666662786,True,2026-08-22 02:30:00+00:00,0.002377702750369,1.2250424939938658,0.0231421299419606,78397.8,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,698604,1,2026-08-22 17:00:00+00:00,2026-08-22 17:05:00+00:00,True,77441.93166666667,-8.478333333332557,False,2026-08-22 17:00:00+00:00,0.0013910982542458,0.9297897037890598,0.0538273719724416,77280.0,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,698661,-1,2026-08-22 21:45:00+00:00,2026-08-22 21:50:00+00:00,True,77203.7,-5.731666666673846,True,2026-08-22 21:45:00+00:00,0.0013143350003164,1.5655021959082245,0.1862272129722802,76985.9,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,699581,1,2026-08-26 02:25:00+00:00,2026-08-26 02:30:00+00:00,True,78862.68500000001,-5.4333333333197515,False,2026-08-26 02:15:00+00:00,0.0017029858891503,6.853539840098876,0.065167029968617,79185.1,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,699625,1,2026-08-26 06:05:00+00:00,2026-08-26 06:10:00+00:00,True,78875.49166666667,-2.648333333330811,False,2026-08-26 06:00:00+00:00,0.0016320647638588,1.9258308571999303,0.1708594233840317,79137.8,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,699663,-1,2026-08-26 09:15:00+00:00,2026-08-26 09:20:00+00:00,True,78820.77833333334,-9.071666666670351,True,2026-08-26 09:15:00+00:00,0.0017256428928677,9.013346381057076,0.0733550867863069,78449.0,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,699693,-1,2026-08-26 11:45:00+00:00,2026-08-26 11:50:00+00:00,True,78757.03333333334,0.0500000000029103,False,2026-08-26 11:45:00+00:00,0.0015787197920489,1.053857254273304,0.1959915912876861,78352.6,baseline,skipped_in_position,BTCUSDT:5:ordinary:baseline:2026-08-26 09:20:00+00:00
binance_um,BTCUSDT,BTC,5,ordinary,702246,1,2026-09-04 08:30:00+00:00,2026-09-04 08:35:00+00:00,True,81067.38333333333,-0.2416666666686069,False,2026-09-04 08:30:00+00:00,0.0012881077799772,4.873052125131482,0.388730043693746,81072.1,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,702624,1,2026-09-05 16:00:00+00:00,2026-09-05 16:05:00+00:00,True,79602.04166666667,3.625,True,2026-09-05 16:00:00+00:00,0.0005560352566932,3.4059765208110995,0.2980724233502364,79804.9,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,704004,-1,2026-09-10 11:00:00+00:00,2026-09-10 11:05:00+00:00,True,78165.70166666666,-5.956666666679666,True,2026-09-10 11:00:00+00:00,0.0012082631389028,5.05055727049747,0.1872793744126583,77711.5,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,704622,1,2026-09-12 14:30:00+00:00,2026-09-12 14:35:00+00:00,True,77266.53166666668,3.9016666666866513,True,2026-09-12 14:30:00+00:00,0.0004147129429852,2.285348370698048,0.2762631092064166,77405.8,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,705698,-1,2026-09-16 08:10:00+00:00,2026-09-16 08:15:00+00:00,True,75874.835,-10.43833333333896,True,2026-09-16 08:00:00+00:00,0.0012848952484813,2.328245991710311,0.1902762828915927,75480.6,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,705757,-1,2026-09-16 13:05:00+00:00,2026-09-16 13:10:00+00:00,True,75802.835,8.663333333330229,False,2026-09-16 13:00:00+00:00,0.0015025283757759,0.6632008809128621,0.5362394815918727,75710.3,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,705811,-1,2026-09-16 17:35:00+00:00,2026-09-16 17:40:00+00:00,True,75814.29,-3.845000000015716,True,2026-09-16 17:30:00+00:00,0.0015912548559951,3.53642155102475,0.0576099279881787,75422.4,baseline,skipped_in_position,BTCUSDT:5:ordinary:baseline:2026-09-16 13:10:00+00:00
binance_um,BTCUSDT,BTC,5,ordinary,706551,1,2026-09-19 07:15:00+00:00,2026-09-19 07:20:00+00:00,True,81081.21333333333,3.39000000001397,True,2026-09-19 07:15:00+00:00,0.0007047663840636,5.190509041327144,0.5077568361007967,81188.7,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,706633,1,2026-09-19 14:05:00+00:00,2026-09-19 14:10:00+00:00,True,81172.95666666665,3.5866666666406672,True,2026-09-19 14:00:00+00:00,0.0007331874362047,3.5830465197882675,0.0182920965380408,81372.0,baseline,skipped_in_position,BTCUSDT:5:ordinary:baseline:2026-09-19 07:20:00+00:00
binance_um,BTCUSDT,BTC,5,ordinary,707606,1,2026-09-22 23:10:00+00:00,2026-09-22 23:15:00+00:00,True,86124.22333333334,12.596666666679084,True,2026-09-22 23:00:00+00:00,0.0013844574590335,3.6002377869805913,0.1940984966240428,86349.2,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,707625,1,2026-09-23 00:45:00+00:00,2026-09-23 00:50:00+00:00,True,86175.36000000002,6.868333333346527,True,2026-09-23 00:45:00+00:00,0.0013464783280684,0.4886199942379717,0.1024005586912716,86441.0,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,707656,1,2026-09-23 03:20:00+00:00,2026-09-23 03:25:00+00:00,True,86262.0,10.601666666654635,True,2026-09-23 03:15:00+00:00,0.0012327341401822,4.545836791147995,0.1511247128067853,86700.2,baseline,closed,
binance_um,BTCUSDT,BTC,5,ordinary,708005,-1,2026-09-24 08:25:00+00:00,2026-09-24 08:30:00+00:00,True,84230.59833333334,9.668333333349436,False,2026-09-24 08:15:00+00:00,0.001794387347376,5.005828454004376,0.2102984694092271,83728.1,baseline,closed,
binance_um,BTCUSDT,BTC,5,joint,692078,1,2026-07-31 01:10:00+00:00,2026-07-31 01:15:00+00:00,True,64775.181666666664,2.474999999998545,True,2026-07-31 01:00:00+00:00,0.0017753515677335,9.138121488335573,0.0125851850154541,65162.8,baseline,closed,
binance_um,BTCUSDT,BTC,5,joint,693654,1,2026-08-05 12:30:00+00:00,2026-08-05 12:35:00+00:00,True,64175.49666666667,4.474999999998545,True,2026-08-05 12:30:00+00:00,0.0012955396427376,6.781408652441448,0.4379634478481526,64407.0,baseline,closed,
binance_um,BTCUSDT,BTC,5,joint,694515,1,2026-08-08 12:15:00+00:00,2026-08-08 12:20:00+00:00,True,64937.37666666666,0.1500000000014552,True,2026-08-08 12:15:00+00:00,0.0002834374315472,5.004645619988285,0.0676133330730754,64995.4,baseline,closed,
binance_um,BTCUSDT,BTC,5,joint,696540,1,2026-08-15 13:00:00+00:00,2026-08-15 13:05:00+00:00,True,63009.31833333333,2.18666666666104,True,2026-08-15 13:00:00+00:00,0.0003657595596331,3.677660445796525,0.1327461589899829,63047.9,baseline,closed,
binance_um,BTCUSDT,BTC,5,joint,698437,1,2026-08-22 03:05:00+00:00,2026-08-22 03:10:00+00:00,True,77634.115,28.648333333345363,True,2026-08-22 03:00:00+00:00,0.0023618728889257,1.5023793708378042,0.4487437255230678,78534.7,baseline,closed,
binance_um,BTCUSDT,BTC,5,joint,698604,1,2026-08-22 17:00:00+00:00,2026-08-22 17:05:00+00:00,True,77441.93166666667,-8.478333333332557,False,2026-08-22 17:00:00+00:00,0.0013910982542458,0.9297897037890598,0.0538273719724416,77280.0,baseline,closed,
binance_um,BTCUSDT,BTC,5,joint,699581,1,2026-08-26 02:25:00+00:00,2026-08-26 02:30:00+00:00,True,78862.68500000001,-5.4333333333197515,False,2026-08-26 02:15:00+00:00,0.0017029858891503,6.853539840098876,0.065167029968617,79185.1,baseline,closed,
binance_um,BTCUSDT,BTC,5,joint,702246,1,2026-09-04 08:30:00+00:00,2026-09-04 08:35:00+00:00,True,81067.38333333333,-0.2416666666686069,False,2026-09-04 08:30:00+00:00,0.0012881077799772,4.873052125131482,0.388730043693746,81072.1,baseline,closed,
binance_um,BTCUSDT,BTC,5,joint,702624,1,2026-09-05 16:00:00+00:00,2026-09-05 16:05:00+00:00,True,79602.04166666667,3.625,True,2026-09-05 16:00:00+00:00,0.0005560352566932,3.4059765208110995,0.2980724233502364,79804.9,baseline,closed,
binance_um,BTCUSDT,BTC,5,joint,704622,1,2026-09-12 14:30:00+00:00,2026-09-12 14:35:00+00:00,True,77266.53166666668,3.9016666666866513,True,2026-09-12 14:30:00+00:00,0.0004147129429852,2.285348370698048,0.2762631092064166,77405.8,baseline,closed,
binance_um,BTCUSDT,BTC,5,joint,706551,1,2026-09-19 07:15:00+00:00,2026-09-19 07:20:00+00:00,True,81081.21333333333,3.39000000001397,True,2026-09-19 07:15:00+00:00,0.0007047663840636,5.190509041327144,0.5077568361007967,81188.7,baseline,closed,
binance_um,BTCUSDT,BTC,5,joint,707606,1,2026-09-22 23:10:00+00:00,2026-09-22 23:15:00+00:00,True,86124.22333333334,12.596666666679084,True,2026-09-22 23:00:00+00:00,0.0013844574590335,3.6002377869805913,0.1940984966240428,86349.2,baseline,closed,
binance_um,BTCUSDT,BTC,5,joint,707625,1,2026-09-23 00:45:00+00:00,2026-09-23 00:50:00+00:00,True,86175.36000000002,6.868333333346527,True,2026-09-23 00:45:00+00:00,0.0013464783280684,0.4886199942379717,0.1024005586912716,86441.0,baseline,closed,
binance_um,BTCUSDT,BTC,5,joint,707660,1,2026-09-23 03:40:00+00:00,2026-09-23 03:45:00+00:00,True,86271.63333333333,9.633333333331391,True,2026-09-23 03:30:00+00:00,0.0012935982847162,6.556977241292595,0.5014634469758388,86848.3,baseline,closed,
binance_um,ETHUSDT,ETH,5,ordinary,690413,-1,2026-07-25 06:25:00+00:00,2026-07-25 06:30:00+00:00,True,1859.9994999999997,-0.0940000000002783,True,2026-07-25 06:15:00+00:00,0.0007623155653532,1.7410590606031944,0.1749175185393228,1855.81,baseline,skipped_in_position,ETHUSDT:5:ordinary:baseline:2026-07-24 12:50:00+00:00
binance_um,ETHUSDT,ETH,5,ordinary,690433,-1,2026-07-25 08:05:00+00:00,2026-07-25 08:10:00+00:00,True,1859.4733333333331,-0.0271666666667442,True,2026-07-25 08:00:00+00:00,0.0007055004153625,7.293053811235855,0.2603387888285298,1853.4,baseline,skipped_in_position,ETHUSDT:5:ordinary:baseline:2026-07-24 12:50:00+00:00
binance_um,ETHUSDT,ETH,5,ordinary,691635,-1,2026-07-29 12:15:00+00:00,2026-07-29 12:20:00+00:00,True,1913.195333333333,-0.1446666666665805,True,2026-07-29 12:15:00+00:00,0.0016731088943724,7.294700817995479,0.1060836067727122,1904.13,baseline,closed,
binance_um,ETHUSDT,ETH,5,ordinary,692012,1,2026-07-30 19:40:00+00:00,2026-07-30 19:45:00+00:00,True,1915.662,0.336333333333414,True,2026-07-30 19:30:00+00:00,0.0013408029703905,1.412384722821287,0.0492889333653688,1924.67,baseline,closed,
binance_um,ETHUSDT,ETH,5,ordinary,692059,1,2026-07-30 23:35:00+00:00,2026-07-30 23:40:00+00:00,True,1920.9196666666664,0.2209999999997762,True,2026-07-30 23:30:00+00:00,0.0016004258633473,5.375708540251475,0.2404398092793824,1933.81,baseline,closed,
binance_um,ETHUSDT,ETH,5,ordinary,692077,1,2026-07-31 01:05:00+00:00,2026-07-31 01:10:00+00:00,True,1921.0556666666664,-0.0231666666666114,False,2026-07-31 01:00:00+00:00,0.0023020602251628,5.65323371315757,0.1113308218870723,1935.03,baseline,closed,
binance_um,ETHUSDT,ETH,5,ordinary,692087,-1,2026-07-31 01:55:00+00:00,2026-07-31 02:00:00+00:00,True,1921.386,-0.0344999999999799,True,2026-07-31 01:45:00+00:00,0.0027148774227817,2.3726750089028057,0.074810168179333,1909.39,baseline,closed,
binance_um,ETHUSDT,ETH,5,ordinary,692474,-1,2026-08-01 10:10:00+00:00,2026-08-01 10:15:00+00:00,True,1866.4123333333332,-0.0650000000000545,True,2026-08-01 10:00:00+00:00,0.0006891600485053,1.2618449214728968,0.1992661062554752,1863.59,baseline,closed,
