交易编号,方向_1多_负1空,入场时间UTC,退出K线开盘时间UTC,入场价,原始1h止损,3R目标价,退出价,止损距离比例,毛R,净R,毛价格收益比例,净价格收益比例,退出原因,持仓5m根数,大菱形1h开盘UTC,大菱形确认UTC,5m确认可用UTC,等待5m根数
11,-1,2023-10-20 01:00:00+00:00,2023-10-20 02:20:00+00:00,28633.4,28768.8,28227.200000000008,28768.8,0.0047287433556614,-1.0,-1.4229453471196525,-0.0047287433556614,-0.0067287433556614,stop,17,2023-10-20 00:00:00+00:00,2023-10-20 01:00:00+00:00,,0
12,-1,2023-10-20 13:00:00+00:00,2023-10-21 14:45:00+00:00,29519.4,29915.0,28332.60000000001,29915.0,0.0134013563961326,-1.0,-1.1492386248736102,-0.0134013563961326,-0.0154013563961326,stop,310,2023-10-20 12:00:00+00:00,2023-10-20 13:00:00+00:00,,0
13,-1,2023-10-21 21:00:00+00:00,2023-10-22 05:55:00+00:00,30016.6,30159.7,29587.299999999992,30159.7,0.0047673620596603,-1.0,-1.4195192173305315,-0.0047673620596603,-0.0067673620596603,stop,108,2023-10-21 20:00:00+00:00,2023-10-21 21:00:00+00:00,,0
14,-1,2023-10-23 10:00:00+00:00,2023-10-23 11:40:00+00:00,30485.6,30703.3,29832.499999999996,30703.3,0.0071410764426483,-1.0,-1.280069820854386,-0.0071410764426483,-0.0091410764426483,stop,21,2023-10-23 09:00:00+00:00,2023-10-23 10:00:00+00:00,,0
15,-1,2023-10-24 08:00:00+00:00,2023-10-24 08:00:00+00:00,34029.7,34046.6,33978.99999999999,33978.99999999999,0.0004966250069792,3.0,-1.0271834319523154,0.0014898750209377,-0.0005101249790622,target,1,2023-10-24 07:00:00+00:00,2023-10-24 08:00:00+00:00,,0
16,-1,2023-10-29 22:00:00+00:00,2023-10-29 22:35:00+00:00,34444.5,34669.0,33771.0,34669.0,0.0065177314230138,-1.0,-1.3068552338530066,-0.0065177314230138,-0.0085177314230138,stop,8,2023-10-29 21:00:00+00:00,2023-10-29 22:00:00+00:00,,0
17,-1,2023-11-02 14:00:00+00:00,2023-11-05 23:00:00+00:00,34929.5,35369.4,33609.799999999996,35369.4,0.0125939392204297,-1.0,-1.1588065469424864,-0.0125939392204297,-0.0145939392204297,stop,973,2023-11-02 13:00:00+00:00,2023-11-02 14:00:00+00:00,,0
18,-1,2023-11-08 03:00:00+00:00,2023-11-08 10:20:00+00:00,35301.0,35382.2,35057.40000000001,35382.2,0.0023002181241323,-1.0,-1.8694827586207208,-0.0023002181241323,-0.0043002181241323,stop,89,2023-11-08 02:00:00+00:00,2023-11-08 03:00:00+00:00,,0
19,-1,2023-11-09 11:00:00+00:00,2023-11-09 12:45:00+00:00,36762.2,37045.4,35912.599999999984,37045.4,0.0077035650749956,-1.0,-1.2596200564971711,-0.0077035650749956,-0.0097035650749956,stop,22,2023-11-09 10:00:00+00:00,2023-11-09 11:00:00+00:00,,0
20,-1,2023-11-09 16:00:00+00:00,2023-11-24 11:30:00+00:00,37130.1,38036.0,34412.399999999994,38036.0,0.0243979951575676,-1.0,-1.0819739485594435,-0.0243979951575676,-0.0263979951575676,stop,4267,2023-11-09 15:00:00+00:00,2023-11-09 16:00:00+00:00,,0
21,-1,2023-11-24 17:00:00+00:00,2023-11-28 19:40:00+00:00,37733.3,38347.2,35891.60000000002,38347.2,0.0162694490012798,-1.0,-1.1229297931259177,-0.0162694490012798,-0.0182694490012798,stop,1185,2023-11-24 16:00:00+00:00,2023-11-24 17:00:00+00:00,,0
22,-1,2023-11-29 00:00:00+00:00,2023-11-29 01:00:00+00:00,37821.5,37939.3,37468.09999999999,37939.3,0.00311463056727,-1.0,-1.642130730050918,-0.00311463056727,-0.00511463056727,stop,13,2023-11-28 23:00:00+00:00,2023-11-29 00:00:00+00:00,,0
23,-1,2023-12-01 13:00:00+00:00,2023-12-01 16:20:00+00:00,38364.9,38632.7,37561.500000000015,38632.7,0.0069803387992669,-1.0,-1.286519044062738,-0.0069803387992669,-0.0089803387992669,stop,41,2023-12-01 12:00:00+00:00,2023-12-01 13:00:00+00:00,,0
24,-1,2023-12-03 03:00:00+00:00,2023-12-03 10:55:00+00:00,39368.7,39552.3,38817.89999999998,39552.3,0.0046636033193883,-1.0,-1.428852941176457,-0.0046636033193883,-0.0066636033193883,stop,96,2023-12-03 02:00:00+00:00,2023-12-03 03:00:00+00:00,,0
25,-1,2023-12-04 12:00:00+00:00,2023-12-04 22:10:00+00:00,41590.9,42170.8,39851.2,42170.8,0.0139429538673123,-1.0,-1.143441627866873,-0.0139429538673123,-0.0159429538673123,stop,123,2023-12-04 11:00:00+00:00,2023-12-04 12:00:00+00:00,,0
26,-1,2023-12-06 02:00:00+00:00,2023-12-06 10:20:00+00:00,43884.9,44150.0,43089.600000000006,44150.0,0.0060408021893635,-1.0,-1.3310818559034348,-0.0060408021893635,-0.0080408021893635,stop,101,2023-12-06 01:00:00+00:00,2023-12-06 02:00:00+00:00,,0
27,-1,2023-12-09 02:00:00+00:00,2023-12-09 02:05:00+00:00,44138.9,44219.3,43897.7,44219.3,0.0018215225118886,-1.0,-2.097982587064657,-0.0018215225118886,-0.0038215225118886,stop,2,2023-12-09 01:00:00+00:00,2023-12-09 02:00:00+00:00,,0
28,1,2023-12-11 22:00:00+00:00,2023-12-12 17:25:00+00:00,41203.8,40850.0,42265.20000000001,40850.0,0.0085865866740446,-1.0,-1.2329214245336328,-0.0085865866740446,-0.0105865866740446,stop,234,2023-12-11 21:00:00+00:00,2023-12-11 22:00:00+00:00,,0
29,1,2023-12-12 23:00:00+00:00,2023-12-13 01:25:00+00:00,41251.6,41096.5,41716.899999999994,41096.5,0.0037598541632324,-1.0,-1.5319355254674454,-0.0037598541632324,-0.0057598541632324,stop,30,2023-12-12 22:00:00+00:00,2023-12-12 23:00:00+00:00,,0
30,-1,2023-12-14 02:00:00+00:00,2023-12-14 02:00:00+00:00,42851.2,42866.0,42806.79999999999,42866.0,0.0003453812261967,-1.0,-6.790702702701563,-0.0003453812261967,-0.0023453812261967,stop,1,2023-12-14 01:00:00+00:00,2023-12-14 02:00:00+00:00,,0
31,-1,2023-12-14 14:00:00+00:00,2023-12-14 17:30:00+00:00,42558.4,43098.2,40939.000000000015,43098.2,0.0126837475093047,-1.0,-1.1576821044831431,-0.0126837475093047,-0.0146837475093047,stop,43,2023-12-14 13:00:00+00:00,2023-12-14 14:00:00+00:00,,0
32,1,2023-12-15 20:00:00+00:00,2023-12-15 22:30:00+00:00,42100.6,41958.0,42528.399999999994,41958.0,0.0033871251241074,-1.0,-1.5904712482468502,-0.0033871251241074,-0.0053871251241074,stop,31,2023-12-15 19:00:00+00:00,2023-12-15 20:00:00+00:00,,0
33,1,2023-12-17 07:00:00+00:00,2023-12-17 08:10:00+00:00,42004.7,41803.0,42609.79999999999,41803.0,0.0048018436032157,-1.0,-1.416506693108583,-0.0048018436032157,-0.0068018436032157,stop,15,2023-12-17 06:00:00+00:00,2023-12-17 07:00:00+00:00,,0
34,1,2023-12-17 17:00:00+00:00,2023-12-17 22:30:00+00:00,42124.0,41692.5,43418.5,41692.5,0.0102435666128572,-1.0,-1.19524449594438,-0.0102435666128572,-0.0122435666128572,stop,67,2023-12-17 16:00:00+00:00,2023-12-17 17:00:00+00:00,,0
35,1,2023-12-18 12:00:00+00:00,2023-12-18 21:00:00+00:00,41117.3,40790.2,42098.60000000002,42098.60000000002,0.0079552888929965,3.0,2.748594925099362,0.0238658666789895,0.0218658666789895,target,109,2023-12-18 11:00:00+00:00,2023-12-18 12:00:00+00:00,,0
36,-1,2023-12-19 07:00:00+00:00,2023-12-19 07:10:00+00:00,42920.8,42985.0,42728.20000000001,42985.0,0.0014957782706752,-1.0,-2.3370965732087834,-0.0014957782706752,-0.0034957782706752,stop,3,2023-12-19 06:00:00+00:00,2023-12-19 07:00:00+00:00,,0
37,-1,2023-12-20 20:00:00+00:00,2023-12-22 01:45:00+00:00,43742.9,44278.3,42136.7,44278.3,0.0122397006142711,-1.0,-1.1634026895778853,-0.0122397006142711,-0.0142397006142711,stop,358,2023-12-20 19:00:00+00:00,2023-12-20 20:00:00+00:00,,0
38,1,2023-12-25 06:00:00+00:00,2023-12-25 09:00:00+00:00,43243.7,43109.3,43646.89999999998,43109.3,0.0031079671720966,-1.0,-1.6435074404762184,-0.0031079671720966,-0.0051079671720966,stop,37,2023-12-25 05:00:00+00:00,2023-12-25 06:00:00+00:00,,0
39,1,2023-12-26 22:00:00+00:00,2023-12-27 03:30:00+00:00,42347.1,42126.0,43010.399999999994,42126.0,0.0052211367484431,-1.0,-1.3830583446404368,-0.0052211367484431,-0.0072211367484431,stop,67,2023-12-26 21:00:00+00:00,2023-12-26 22:00:00+00:00,,0
40,-1,2024-01-02 05:00:00+00:00,2024-01-02 07:20:00+00:00,45177.7,45448.0,44366.79999999999,45448.0,0.0059830403052834,-1.0,-1.3342782093969627,-0.0059830403052834,-0.0079830403052834,stop,29,2024-01-02 04:00:00+00:00,2024-01-02 05:00:00+00:00,,0
41,1,2024-01-03 22:00:00+00:00,2024-01-04 15:25:00+00:00,42932.7,42574.0,44008.79999999999,44008.79999999999,0.0083549369128891,3.0,2.760620574296067,0.0250648107386675,0.0230648107386675,target,210,2024-01-03 21:00:00+00:00,2024-01-03 22:00:00+00:00,,0
42,-1,2024-01-09 01:00:00+00:00,2024-01-09 21:10:00+00:00,46693.8,47162.0,45289.20000000001,47162.0,0.0100270271427897,-1.0,-1.199460914139258,-0.0100270271427897,-0.0120270271427897,stop,243,2024-01-09 00:00:00+00:00,2024-01-09 01:00:00+00:00,,0
43,-1,2024-01-11 17:00:00+00:00,2024-01-12 22:00:00+00:00,46027.8,47036.0,43003.20000000001,43003.20000000001,0.0219041535767513,3.0,2.9086931164451495,0.0657124607302541,0.0637124607302541,target,349,2024-01-11 16:00:00+00:00,2024-01-11 17:00:00+00:00,,0
44,1,2024-01-13 02:00:00+00:00,2024-01-13 03:05:00+00:00,42675.8,42508.8,43176.8,42508.8,0.0039132248253108,-1.0,-1.5110874251497006,-0.0039132248253108,-0.0059132248253108,stop,14,2024-01-13 01:00:00+00:00,2024-01-13 02:00:00+00:00,,0
45,1,2024-01-15 03:00:00+00:00,2024-01-15 14:50:00+00:00,42412.6,42198.9,43053.69999999999,42198.9,0.0050385970206966,-1.0,-1.3969358914365988,-0.0050385970206966,-0.0070385970206966,stop,143,2024-01-15 02:00:00+00:00,2024-01-15 03:00:00+00:00,,0
46,1,2024-01-19 05:00:00+00:00,2024-01-19 06:35:00+00:00,41114.3,41049.0,41310.20000000001,41310.20000000001,0.0015882551812873,3.0,1.7407565084227208,0.004764765543862,0.002764765543862,target,20,2024-01-19 04:00:00+00:00,2024-01-19 05:00:00+00:00,,0
47,1,2024-01-19 18:00:00+00:00,2024-01-22 18:45:00+00:00,41236.0,40244.0,44212.0,40244.0,0.0240566495295373,-1.0,-1.0831370967741936,-0.0240566495295373,-0.0260566495295372,stop,874,2024-01-19 17:00:00+00:00,2024-01-19 18:00:00+00:00,,0
48,1,2024-01-23 03:00:00+00:00,2024-01-23 07:25:00+00:00,40067.1,39813.1,40829.1,39813.1,0.0063393657140147,-1.0,-1.315488976377953,-0.0063393657140147,-0.0083393657140147,stop,54,2024-01-23 02:00:00+00:00,2024-01-23 03:00:00+00:00,,0
49,1,2024-01-23 16:00:00+00:00,2024-01-24 10:45:00+00:00,39202.1,38769.6,40499.6,40499.6,0.0110325722346506,3.0,2.8187186127167627,0.033097716703952,0.031097716703952,target,226,2024-01-23 15:00:00+00:00,2024-01-23 16:00:00+00:00,,0
50,-1,2024-01-27 00:00:00+00:00,2024-01-27 19:35:00+00:00,41822.0,41977.4,41355.8,41977.4,0.003715747692602,-1.0,-1.538249678249673,-0.003715747692602,-0.005715747692602,stop,236,2024-01-26 23:00:00+00:00,2024-01-27 00:00:00+00:00,,0
51,-1,2024-01-28 07:00:00+00:00,2024-01-28 08:40:00+00:00,42410.7,42580.0,41902.79999999999,42580.0,0.0039919171341195,-1.0,-1.50101240401653,-0.0039919171341195,-0.0059919171341195,stop,21,2024-01-28 06:00:00+00:00,2024-01-28 07:00:00+00:00,,0
52,-1,2024-01-30 13:00:00+00:00,2024-02-07 20:15:00+00:00,43397.6,43908.5,41864.899999999994,43908.5,0.0117725404169816,-1.0,-1.169886866314347,-0.0117725404169816,-0.0137725404169816,stop,2392,2024-01-30 12:00:00+00:00,2024-01-30 13:00:00+00:00,,0
53,-1,2024-02-08 07:00:00+00:00,2024-02-08 08:00:00+00:00,44474.7,44587.5,44136.29999999999,44587.5,0.0025362734318613,-1.0,-1.7885585106382775,-0.0025362734318613,-0.0045362734318613,stop,13,2024-02-08 06:00:00+00:00,2024-02-08 07:00:00+00:00,,0
54,-1,2024-02-08 17:00:00+00:00,2024-02-08 20:15:00+00:00,45066.2,45519.1,43707.49999999999,45519.1,0.0100496602775472,-1.0,-1.1990117023625515,-0.0100496602775472,-0.0120496602775472,stop,40,2024-02-08 16:00:00+00:00,2024-02-08 17:00:00+00:00,,0
55,-1,2024-02-09 20:00:00+00:00,2024-02-09 20:10:00+00:00,47509.0,47669.9,47026.3,47669.9,0.0033867267254625,-1.0,-1.5905407085146002,-0.0033867267254625,-0.0053867267254625,stop,3,2024-02-09 19:00:00+00:00,2024-02-09 20:00:00+00:00,,0
56,-1,2024-02-11 02:00:00+00:00,2024-02-11 02:10:00+00:00,47630.4,47774.8,47197.2,47774.8,0.003031677248144,-1.0,-1.6597008310249242,-0.003031677248144,-0.005031677248144,stop,3,2024-02-11 01:00:00+00:00,2024-02-11 02:00:00+00:00,,0
57,-1,2024-02-11 14:00:00+00:00,2024-02-11 17:10:00+00:00,48070.3,48370.0,47171.20000000001,48370.0,0.0062346188810969,-1.0,-1.3207894561227926,-0.0062346188810969,-0.008234618881097,stop,39,2024-02-11 13:00:00+00:00,2024-02-11 14:00:00+00:00,,0
58,-1,2024-02-13 11:00:00+00:00,2024-02-13 14:20:00+00:00,49870.0,50234.5,48776.5,48776.5,0.007309003408863,3.0,2.7263648834019203,0.0219270102265891,0.0199270102265891,target,41,2024-02-13 10:00:00+00:00,2024-02-13 11:00:00+00:00,,0
59,-1,2024-02-14 19:00:00+00:00,2024-02-14 20:00:00+00:00,51462.0,51700.0,50748.0,51700.0,0.0046247716761882,-1.0,-1.432453781512605,-0.0046247716761882,-0.0066247716761882,stop,13,2024-02-14 18:00:00+00:00,2024-02-14 19:00:00+00:00,,0
60,1,2024-02-17 18:00:00+00:00,2024-02-17 21:30:00+00:00,51216.2,50951.0,52011.79999999999,52011.79999999999,0.0051780491328914,3.0,2.6137541478129673,0.0155341473986744,0.0135341473986744,target,43,2024-02-17 17:00:00+00:00,2024-02-17 18:00:00+00:00,,0
61,-1,2024-02-20 16:00:00+00:00,2024-02-20 19:50:00+00:00,51670.8,52105.4,50367.00000000001,52105.4,0.0084109400280235,-1.0,-1.2377855499309718,-0.0084109400280235,-0.0104109400280235,stop,47,2024-02-20 15:00:00+00:00,2024-02-20 16:00:00+00:00,,0
62,1,2024-02-26 15:00:00+00:00,2024-02-26 16:05:00+00:00,51705.9,51213.8,53182.2,53182.2,0.0095172891294803,3.0,2.7898561268034943,0.028551867388441,0.026551867388441,target,14,2024-02-26 14:00:00+00:00,2024-02-26 15:00:00+00:00,,0
63,-1,2024-02-27 06:00:00+00:00,2024-02-27 06:05:00+00:00,56100.1,56236.0,55692.399999999994,56236.0,0.0024224555749455,-1.0,-1.8256085356879972,-0.0024224555749455,-0.0044224555749455,stop,2,2024-02-27 05:00:00+00:00,2024-02-27 06:00:00+00:00,,0
64,-1,2024-02-28 19:00:00+00:00,2024-02-28 23:05:00+00:00,61125.3,61600.0,59701.20000000001,61600.0,0.0077660150543227,-1.0,-1.2575323362123465,-0.0077660150543227,-0.0097660150543227,stop,50,2024-02-28 18:00:00+00:00,2024-02-28 19:00:00+00:00,,0
65,-1,2024-03-04 06:00:00+00:00,2024-03-04 07:20:00+00:00,63396.7,63757.6,62313.99999999999,63757.6,0.0056927253311292,-1.0,-1.3513255749515087,-0.0056927253311292,-0.0076927253311292,stop,17,2024-03-04 05:00:00+00:00,2024-03-04 06:00:00+00:00,,0
66,-1,2024-03-05 03:00:00+00:00,2024-03-05 04:50:00+00:00,68218.3,68631.1,66979.9,66979.9,0.0060511622247989,3.0,2.6694849806201573,0.0181534866743968,0.0161534866743968,target,23,2024-03-05 02:00:00+00:00,2024-03-05 03:00:00+00:00,,0
67,1,2024-03-06 05:00:00+00:00,2024-03-08 14:50:00+00:00,64610.5,63277.2,68610.40000000001,68610.40000000001,0.0206359647425728,3.0,2.9030818270456766,0.0619078942277185,0.0599078942277185,target,695,2024-03-06 04:00:00+00:00,2024-03-06 05:00:00+00:00,,0
68,-1,2024-03-10 14:00:00+00:00,2024-03-11 00:50:00+00:00,69339.5,69864.4,67764.80000000002,67764.80000000002,0.007569999783673,3.0,2.7357991998475866,0.022709999351019,0.020709999351019,target,131,2024-03-10 13:00:00+00:00,2024-03-10 14:00:00+00:00,,0
69,-1,2024-03-12 00:00:00+00:00,2024-03-12 01:50:00+00:00,72116.7,72494.4,70983.6,72494.4,0.0052373444708368,-1.0,-1.3818729150119171,-0.0052373444708368,-0.0072373444708368,stop,23,2024-03-11 23:00:00+00:00,2024-03-12 00:00:00+00:00,,0
70,-1,2024-03-13 13:00:00+00:00,2024-03-13 18:35:00+00:00,72822.0,73223.7,71616.90000000001,73223.7,0.0055161901623135,-1.0,-1.3625690814040354,-0.0055161901623135,-0.0075161901623135,stop,68,2024-03-13 12:00:00+00:00,2024-03-13 13:00:00+00:00,,0
71,1,2024-03-14 22:00:00+00:00,2024-03-15 02:35:00+00:00,71105.7,70277.3,73590.89999999998,70277.3,0.0116502615120868,-1.0,-1.1716699661999046,-0.0116502615120868,-0.0136502615120868,stop,56,2024-03-14 21:00:00+00:00,2024-03-14 22:00:00+00:00,,0
72,1,2024-03-15 14:00:00+00:00,2024-03-15 20:45:00+00:00,68461.9,67392.1,71671.29999999996,67392.1,0.0156262096143984,-1.0,-1.127990091605909,-0.0156262096143984,-0.0176262096143984,stop,82,2024-03-15 13:00:00+00:00,2024-03-15 14:00:00+00:00,,0
73,1,2024-03-17 02:00:00+00:00,2024-03-17 06:55:00+00:00,66198.8,65244.6,69061.40000000002,65244.6,0.0144141585648078,-1.0,-1.1387524627960588,-0.0144141585648078,-0.0164141585648078,stop,60,2024-03-17 01:00:00+00:00,2024-03-17 02:00:00+00:00,,0
74,1,2024-03-19 13:00:00+00:00,2024-03-19 14:05:00+00:00,63625.2,63017.4,65448.599999999984,63017.4,0.0095528186944794,-1.0,-1.2093622902270498,-0.0095528186944794,-0.0115528186944794,stop,14,2024-03-19 12:00:00+00:00,2024-03-19 13:00:00+00:00,,0
75,1,2024-03-20 08:00:00+00:00,2024-03-20 20:20:00+00:00,62955.2,61736.6,66611.0,66611.0,0.0193566218517294,3.0000000000000058,2.896676185786974,0.0580698655551885,0.0560698655551884,target,149,2024-03-20 07:00:00+00:00,2024-03-20 08:00:00+00:00,,0
76,-1,2024-03-21 04:00:00+00:00,2024-03-22 13:45:00+00:00,66674.5,67771.0,63385.0,63385.0,0.0164455676458016,3.0,2.8783866849065207,0.0493367029374048,0.0473367029374048,target,406,2024-03-21 03:00:00+00:00,2024-03-21 04:00:00+00:00,,0
77,1,2024-03-22 20:00:00+00:00,2024-03-22 20:45:00+00:00,63867.5,63442.5,65142.5,63442.5,0.0066544016910009,-1.0,-1.3005529411764707,-0.0066544016910009,-0.0086544016910009,stop,10,2024-03-22 19:00:00+00:00,2024-03-22 20:00:00+00:00,,0
78,-1,2024-03-25 07:00:00+00:00,2024-03-25 13:50:00+00:00,67155.7,67410.6,66390.99999999997,67410.6,0.0037956569583819,-1.0,-1.5269180070615749,-0.0037956569583819,-0.0057956569583819,stop,83,2024-03-25 06:00:00+00:00,2024-03-25 07:00:00+00:00,,0
79,-1,2024-03-25 22:00:00+00:00,2024-03-26 07:15:00+00:00,69887.1,70956.9,66677.70000000004,70956.9,0.0153075460278075,-1.0,-1.1306545148625926,-0.0153075460278075,-0.0173075460278075,stop,112,2024-03-25 21:00:00+00:00,2024-03-25 22:00:00+00:00,,0
80,-1,2024-03-28 17:00:00+00:00,2024-03-31 23:30:00+00:00,70722.4,71350.0,68839.59999999998,71350.0,0.0088741332307727,-1.0,-1.225374123645632,-0.0088741332307727,-0.0108741332307727,stop,943,2024-03-28 16:00:00+00:00,2024-03-28 17:00:00+00:00,,0
81,-1,2024-04-01 02:00:00+00:00,2024-04-01 05:45:00+00:00,70847.5,71252.1,69633.69999999998,69633.69999999998,0.0057108578284343,3.0,2.6497899159663914,0.0171325734853031,0.0151325734853031,target,46,2024-04-01 01:00:00+00:00,2024-04-01 02:00:00+00:00,,0
82,1,2024-04-01 20:00:00+00:00,2024-04-02 02:25:00+00:00,69642.5,68880.8,71927.59999999999,68880.8,0.0109372868578812,-1.0,-1.1828607063148229,-0.0109372868578812,-0.0129372868578812,stop,78,2024-04-01 19:00:00+00:00,2024-04-01 20:00:00+00:00,,0
83,1,2024-04-02 17:00:00+00:00,2024-04-03 00:35:00+00:00,65544.0,64555.6,68509.20000000001,64555.6,0.0150799462956182,-1.0,-1.1326264670174018,-0.0150799462956182,-0.0170799462956182,stop,92,2024-04-02 16:00:00+00:00,2024-04-02 17:00:00+00:00,,0
84,-1,2024-04-04 21:00:00+00:00,2024-04-04 23:50:00+00:00,67939.7,68547.8,66115.39999999998,68547.8,0.008950584120919,-1.0,-1.223449103765826,-0.008950584120919,-0.010950584120919,stop,35,2024-04-04 20:00:00+00:00,2024-04-04 21:00:00+00:00,,0
85,-1,2024-04-07 07:00:00+00:00,2024-04-07 07:25:00+00:00,69255.1,69434.6,68716.6,69434.6,0.0025918668805618,-1.0,-1.7716445682451254,-0.0025918668805618,-0.0045918668805618,stop,6,2024-04-07 06:00:00+00:00,2024-04-07 07:00:00+00:00,,0
86,-1,2024-04-07 19:00:00+00:00,2024-04-08 01:20:00+00:00,69410.0,69853.3,68080.09999999999,69853.3,0.0063866877971474,-1.0,-1.313151364764266,-0.0063866877971474,-0.0083866877971474,stop,77,2024-04-07 18:00:00+00:00,2024-04-07 19:00:00+00:00,,0
87,-1,2024-04-08 18:00:00+00:00,2024-04-08 18:00:00+00:00,71706.3,71817.9,71371.50000000003,71817.9,0.0015563486053525,-1.0,-2.2850591397850466,-0.0015563486053525,-0.0035563486053525,stop,1,2024-04-08 17:00:00+00:00,2024-04-08 18:00:00+00:00,,0
88,1,2024-04-09 23:00:00+00:00,2024-04-09 23:10:00+00:00,69324.0,69145.1,69860.69999999998,69145.1,0.0025806358548265,-1.0,-1.7750027948574874,-0.0025806358548265,-0.0045806358548265,stop,3,2024-04-09 22:00:00+00:00,2024-04-09 23:00:00+00:00,,0
89,1,2024-04-10 17:00:00+00:00,2024-04-12 17:05:00+00:00,69525.5,68561.0,72419.0,68561.0,0.0138726078920683,-1.0,-1.144168999481597,-0.0138726078920683,-0.0158726078920683,stop,578,2024-04-10 16:00:00+00:00,2024-04-10 17:00:00+00:00,,0
90,1,2024-04-13 03:00:00+00:00,2024-04-13 19:50:00+00:00,66531.7,65888.1,68462.49999999997,65888.1,0.0096735841711543,-1.0,-1.2067486016159132,-0.0096735841711543,-0.0116735841711543,stop,203,2024-04-13 02:00:00+00:00,2024-04-13 03:00:00+00:00,,0
91,1,2024-04-14 04:00:00+00:00,2024-04-16 04:40:00+00:00,63431.0,62150.2,67273.40000000001,62150.2,0.0201920196749224,-1.0,-1.0990490318550905,-0.0201920196749224,-0.0221920196749224,stop,585,2024-04-14 03:00:00+00:00,2024-04-14 04:00:00+00:00,,0
92,1,2024-04-17 19:00:00+00:00,2024-04-17 19:05:00+00:00,61449.9,61168.7,62293.500000000015,61168.7,0.0045760855591303,-1.0,-1.4370547652916006,-0.0045760855591303,-0.0065760855591303,stop,2,2024-04-17 18:00:00+00:00,2024-04-17 19:00:00+00:00,,0
93,-1,2024-04-22 16:00:00+00:00,2024-04-22 16:05:00+00:00,65996.7,66094.8,65702.39999999998,66094.8,0.0014864379582616,-1.0,-2.3454984709479323,-0.0014864379582616,-0.0034864379582616,stop,2,2024-04-22 15:00:00+00:00,2024-04-22 16:00:00+00:00,,0
