source,symbol,signal_i,signal_time,entry_time,exit_time,score,outcome,exit_offset,realized_ret
okx,MEME_USDT_SWAP,562,2025-06-09 13:00:00+00:00,2025-06-09 13:15:00+00:00,2025-06-09 13:45:00+00:00,0.0245019559605182,sl,2,-0.0133051108236007
okx,ENJ_USDT_SWAP,568,2025-06-09 13:15:00+00:00,2025-06-09 13:30:00+00:00,2025-06-09 14:00:00+00:00,0.02194286889995669,sl,2,-0.0108783067110428
okx,KAITO_USDT_SWAP,567,2025-06-09 13:45:00+00:00,2025-06-09 14:00:00+00:00,2025-06-09 17:15:00+00:00,0.042956683274292376,tp,13,0.0553765356898832
okx,SHELL_USDT_SWAP,562,2025-06-09 13:45:00+00:00,2025-06-09 14:00:00+00:00,2025-06-09 15:15:00+00:00,0.03163383981755861,tp,5,0.0513193009295254
okx,ACH_USDT_SWAP,578,2025-06-09 13:45:00+00:00,2025-06-09 14:00:00+00:00,2025-06-09 18:30:00+00:00,0.023090121397400798,tp,18,0.0264251307221905
okx,AVAX_USDT_SWAP,669,2025-06-09 14:00:00+00:00,2025-06-09 14:15:00+00:00,2025-06-09 21:15:00+00:00,0.02203541373781881,tp,28,0.0338366373025835
okx,ETHW_USDT_SWAP,579,2025-06-09 16:00:00+00:00,2025-06-09 16:15:00+00:00,2025-06-09 23:45:00+00:00,0.024150454247733134,tp,30,0.0399523893295796
okx,GPS_USDT_SWAP,580,2025-06-09 16:45:00+00:00,2025-06-09 17:00:00+00:00,2025-06-09 21:00:00+00:00,0.05655177370944118,tp,16,0.0709654966309714
okx,ANIME_USDT_SWAP,490,2025-06-09 17:15:00+00:00,2025-06-09 17:30:00+00:00,2025-06-09 19:30:00+00:00,0.06879200586579154,tp,8,0.1162283755292701
okx,MASK_USDT_SWAP,597,2025-06-09 21:30:00+00:00,2025-06-09 21:45:00+00:00,2025-06-10 01:45:00+00:00,0.027311012827488625,tp,16,0.033645606597336
okx,SOPH_USDT_SWAP,600,2025-06-09 23:15:00+00:00,2025-06-09 23:30:00+00:00,2025-06-10 01:00:00+00:00,0.024357022265272067,tp,6,0.0388283777801194
okx,WCT_USDT_SWAP,600,2025-06-09 23:45:00+00:00,2025-06-10 00:00:00+00:00,2025-06-10 00:30:00+00:00,0.022195583051920473,sl,2,-0.0136255405841202
okx,INIT_USDT_SWAP,639,2025-06-10 07:45:00+00:00,2025-06-10 08:00:00+00:00,2025-06-10 10:00:00+00:00,0.02940847989827537,tp,8,0.0580305646114056
okx,KMNO_USDT_SWAP,683,2025-06-10 18:45:00+00:00,2025-06-10 19:00:00+00:00,2025-06-10 20:45:00+00:00,0.026717901060642372,tp,7,0.0500383687191092
okx,PI_USDT_SWAP,994,2025-06-13 00:15:00+00:00,2025-06-13 00:30:00+00:00,2025-06-13 18:30:00+00:00,0.020323282550318712,timeout,72,0.0655582845267332
okx,JELLYJELLY_USDT_SWAP,962,2025-06-13 16:30:00+00:00,2025-06-13 16:45:00+00:00,2025-06-13 23:15:00+00:00,0.051318565331984006,tp,26,0.1593711140007165
okx,BCH_USDT_SWAP,966,2025-06-13 17:15:00+00:00,2025-06-13 17:30:00+00:00,2025-06-13 23:15:00+00:00,0.034437878570910935,tp,23,0.0390071401364415
okx,JTO_USDT_SWAP,1233,2025-06-15 11:45:00+00:00,2025-06-15 12:00:00+00:00,2025-06-15 13:00:00+00:00,0.025712481093790807,tp,4,0.038041244514738
okx,POPCAT_USDT_SWAP,1137,2025-06-15 13:15:00+00:00,2025-06-15 13:30:00+00:00,2025-06-15 15:00:00+00:00,0.022099994837051745,tp,6,0.0442665895135716
okx,AEVO_USDT_SWAP,1204,2025-06-16 02:30:00+00:00,2025-06-16 02:45:00+00:00,2025-06-16 07:45:00+00:00,0.020345597616106444,tp,20,0.0391647823942642
okx,AAVE_USDT_SWAP,1297,2025-06-16 03:00:00+00:00,2025-06-16 03:15:00+00:00,2025-06-16 05:45:00+00:00,0.02297257262766636,tp,10,0.0362941733871431
okx,ORDI_USDT_SWAP,1294,2025-06-16 03:00:00+00:00,2025-06-16 03:15:00+00:00,2025-06-16 09:00:00+00:00,0.02125854017113831,tp,23,0.0334385787313911
okx,UNI_USDT_SWAP,1293,2025-06-16 03:00:00+00:00,2025-06-16 03:15:00+00:00,2025-06-16 07:15:00+00:00,0.021017827935248427,tp,16,0.0446249856560287
okx,NEIRO_USDT_SWAP,1195,2025-06-16 03:15:00+00:00,2025-06-16 03:30:00+00:00,2025-06-16 08:15:00+00:00,0.02105311952419314,tp,19,0.0442185429545634
okx,TURBO_USDT_SWAP,1190,2025-06-16 03:15:00+00:00,2025-06-16 03:30:00+00:00,2025-06-16 07:45:00+00:00,0.020875091237846775,tp,17,0.0396105692813872
okx,COMP_USDT_SWAP,1203,2025-06-16 03:30:00+00:00,2025-06-16 03:45:00+00:00,2025-06-16 06:30:00+00:00,0.030259076244213163,tp,11,0.0432453261714702
okx,MAGIC_USDT_SWAP,1197,2025-06-16 03:30:00+00:00,2025-06-16 03:45:00+00:00,2025-06-16 06:45:00+00:00,0.021098344409987844,tp,12,0.0354288296425162
okx,OP_USDT_SWAP,1301,2025-06-16 04:45:00+00:00,2025-06-16 05:00:00+00:00,2025-06-16 23:00:00+00:00,0.02120851801533726,sl,72,-0.0129122449979003
okx,GPS_USDT_SWAP,1207,2025-06-16 05:30:00+00:00,2025-06-16 05:45:00+00:00,2025-06-16 16:15:00+00:00,0.020382244887343273,tp,42,0.032841519495856
okx,INIT_USDT_SWAP,1217,2025-06-16 08:15:00+00:00,2025-06-16 08:30:00+00:00,2025-06-16 11:00:00+00:00,0.020896334566203618,sl,10,-0.0234039181885379
okx,DOOD_USDT_SWAP,1360,2025-06-17 19:00:00+00:00,2025-06-17 19:15:00+00:00,2025-06-17 23:30:00+00:00,0.025186736847718064,tp,17,0.0508622025882488
okx,JELLYJELLY_USDT_SWAP,1445,2025-06-18 17:15:00+00:00,2025-06-18 17:30:00+00:00,2025-06-19 11:30:00+00:00,0.027437870739248492,timeout,72,0.0189728491985607
okx,EIGEN_USDT_SWAP,1557,2025-06-18 20:15:00+00:00,2025-06-18 20:30:00+00:00,2025-06-19 14:30:00+00:00,0.032689272905825593,timeout,72,0.0017615971814444
okx,RAY_USDT_SWAP,1466,2025-06-18 23:30:00+00:00,2025-06-18 23:45:00+00:00,2025-06-19 00:45:00+00:00,0.035918337221890535,tp,4,0.0455415235872849
okx,API3_USDT_SWAP,1482,2025-06-19 00:15:00+00:00,2025-06-19 00:30:00+00:00,2025-06-19 07:45:00+00:00,0.027090680619100097,sl,29,-0.0177446440267253
okx,GPS_USDT_SWAP,1542,2025-06-19 17:15:00+00:00,2025-06-19 17:30:00+00:00,2025-06-20 09:15:00+00:00,0.031397449847211274,tp,63,0.0491426254653393
okx,ATH_USDT_SWAP,1656,2025-06-20 19:45:00+00:00,2025-06-20 20:00:00+00:00,2025-06-21 01:45:00+00:00,0.02086216713590935,tp,23,0.0391449684882858
okx,HYPE_USDT_SWAP,1942,2025-06-22 20:45:00+00:00,2025-06-22 21:00:00+00:00,2025-06-23 15:00:00+00:00,0.04360901159578236,timeout,72,0.0138724314326177
okx,FARTCOIN_USDT_SWAP,1849,2025-06-22 21:45:00+00:00,2025-06-22 22:00:00+00:00,2025-06-23 16:00:00+00:00,0.05498860565434316,timeout,72,-0.0063269687041013
okx,MUBARAK_USDT_SWAP,1857,2025-06-23 00:45:00+00:00,2025-06-23 01:00:00+00:00,2025-06-23 14:15:00+00:00,0.040878084265035496,tp,53,0.0592688277318171
okx,S_USDT_SWAP,1854,2025-06-23 00:45:00+00:00,2025-06-23 01:00:00+00:00,2025-06-23 04:30:00+00:00,0.022931896517945447,tp,14,0.0447884360512376
okx,MORPHO_USDT_SWAP,1859,2025-06-23 01:15:00+00:00,2025-06-23 01:30:00+00:00,2025-06-23 17:45:00+00:00,0.03947269868411256,tp,65,0.0477652536170061
okx,SPK_USDT_SWAP,539,2025-06-23 01:15:00+00:00,2025-06-23 01:30:00+00:00,2025-06-23 08:00:00+00:00,0.029135975463376852,tp,26,0.0799602076824197
okx,SHELL_USDT_SWAP,1859,2025-06-23 02:00:00+00:00,2025-06-23 02:15:00+00:00,2025-06-23 05:00:00+00:00,0.029034005404721126,tp,11,0.0514468661656797
okx,MERL_USDT_SWAP,1867,2025-06-23 03:15:00+00:00,2025-06-23 03:30:00+00:00,2025-06-23 13:45:00+00:00,0.027926474309800758,tp,41,0.0363554560330896
okx,MANA_USDT_SWAP,1768,2025-06-23 03:15:00+00:00,2025-06-23 03:30:00+00:00,2025-06-23 13:45:00+00:00,0.025518040216834587,tp,41,0.0296082749761574
okx,STRK_USDT_SWAP,1864,2025-06-23 03:30:00+00:00,2025-06-23 03:45:00+00:00,2025-06-23 14:00:00+00:00,0.031187155362837757,tp,41,0.0424010259652178
okx,YFI_USDT_SWAP,1862,2025-06-23 03:30:00+00:00,2025-06-23 03:45:00+00:00,2025-06-23 13:00:00+00:00,0.026991538102535864,tp,37,0.0318261157350379
okx,PEOPLE_USDT_SWAP,1868,2025-06-23 03:45:00+00:00,2025-06-23 04:00:00+00:00,2025-06-23 13:45:00+00:00,0.03076241078932854,tp,39,0.0390588397379449
okx,UMA_USDT_SWAP,1865,2025-06-23 04:00:00+00:00,2025-06-23 04:15:00+00:00,2025-06-23 13:45:00+00:00,0.023516874649200388,tp,38,0.0313816437324554
okx,MOVE_USDT_SWAP,1881,2025-06-23 06:45:00+00:00,2025-06-23 07:00:00+00:00,2025-06-23 09:15:00+00:00,0.021903488858353245,tp,9,0.0770145419869836
okx,RESOLV_USDT_SWAP,1219,2025-06-23 07:15:00+00:00,2025-06-23 07:30:00+00:00,2025-06-23 09:15:00+00:00,0.03047192343992831,tp,7,0.0685048510556081
okx,BAND_USDT_SWAP,1899,2025-06-23 09:00:00+00:00,2025-06-23 09:15:00+00:00,2025-06-23 14:00:00+00:00,0.023986008084871495,tp,19,0.0273961748526909
okx,LRC_USDT_SWAP,1892,2025-06-23 09:15:00+00:00,2025-06-23 09:30:00+00:00,2025-06-23 14:00:00+00:00,0.020441352219791813,tp,18,0.0262209055103033
okx,RAY_USDT_SWAP,1923,2025-06-23 17:45:00+00:00,2025-06-23 18:00:00+00:00,2025-06-23 22:15:00+00:00,0.03033073415522799,tp,17,0.0628540614693078
okx,WIF_USDT_SWAP,1921,2025-06-23 18:00:00+00:00,2025-06-23 18:15:00+00:00,2025-06-23 20:30:00+00:00,0.03963111763170713,tp,9,0.076536141982527
okx,SSV_USDT_SWAP,1922,2025-06-23 18:00:00+00:00,2025-06-23 18:15:00+00:00,2025-06-24 06:30:00+00:00,0.02431219636689008,tp,49,0.0676478149981685
okx,FARTCOIN_USDT_SWAP,1931,2025-06-23 18:15:00+00:00,2025-06-23 18:30:00+00:00,2025-06-24 06:45:00+00:00,0.05705020085421601,tp,49,0.1043856240781342
okx,WLD_USDT_SWAP,2025,2025-06-23 18:15:00+00:00,2025-06-23 18:30:00+00:00,2025-06-23 22:30:00+00:00,0.02867235356162095,tp,16,0.0635050997093913
okx,SNX_USDT_SWAP,1924,2025-06-23 18:15:00+00:00,2025-06-23 18:30:00+00:00,2025-06-23 22:30:00+00:00,0.02431931756497256,tp,16,0.0506547338526961
okx,ARB_USDT_SWAP,2030,2025-06-23 18:15:00+00:00,2025-06-23 18:30:00+00:00,2025-06-23 22:15:00+00:00,0.024249983435475065,tp,15,0.0588875345230142
okx,AAVE_USDT_SWAP,2031,2025-06-23 18:30:00+00:00,2025-06-23 18:45:00+00:00,2025-06-23 22:30:00+00:00,0.029275942437569605,tp,15,0.0606217916045079
okx,METIS_USDT_SWAP,1928,2025-06-23 18:30:00+00:00,2025-06-23 18:45:00+00:00,2025-06-23 22:30:00+00:00,0.02411303162364555,tp,15,0.0558801806303712
okx,ONDO_USDT_SWAP,2029,2025-06-23 18:45:00+00:00,2025-06-23 19:00:00+00:00,2025-06-23 22:15:00+00:00,0.029893501533138495,tp,13,0.0599930819067808
okx,NOT_USDT_SWAP,1928,2025-06-23 18:45:00+00:00,2025-06-23 19:00:00+00:00,2025-06-24 01:30:00+00:00,0.024866867816563845,tp,26,0.0556672399484983
okx,LINK_USDT_SWAP,2029,2025-06-23 18:45:00+00:00,2025-06-23 19:00:00+00:00,2025-06-23 22:15:00+00:00,0.024681983187312097,tp,13,0.0513379845677981
okx,INJ_USDT_SWAP,2029,2025-06-23 18:45:00+00:00,2025-06-23 19:00:00+00:00,2025-06-23 22:15:00+00:00,0.023248913533706752,tp,13,0.0607374234405149
okx,UNI_USDT_SWAP,2029,2025-06-23 19:00:00+00:00,2025-06-23 19:15:00+00:00,2025-06-24 07:00:00+00:00,0.030832394731772777,tp,47,0.070427752834359
okx,ZRO_USDT_SWAP,2028,2025-06-23 19:00:00+00:00,2025-06-23 19:15:00+00:00,2025-06-23 22:15:00+00:00,0.025390011815115007,tp,12,0.0550848800608509
okx,DOOD_USDT_SWAP,1936,2025-06-23 19:00:00+00:00,2025-06-23 19:15:00+00:00,2025-06-24 03:45:00+00:00,0.02090657601565993,tp,34,0.0429696965205956
okx,MAGIC_USDT_SWAP,1933,2025-06-23 19:30:00+00:00,2025-06-23 19:45:00+00:00,2025-06-24 13:45:00+00:00,0.03473777230817599,timeout,72,0.0018900945047251
okx,CRV_USDT_SWAP,2034,2025-06-23 19:30:00+00:00,2025-06-23 19:45:00+00:00,2025-06-24 05:45:00+00:00,0.02916071030363171,tp,40,0.0639415345263207
okx,LDO_USDT_SWAP,1937,2025-06-23 20:30:00+00:00,2025-06-23 20:45:00+00:00,2025-06-24 14:45:00+00:00,0.026248928178003606,timeout,72,0.0370263650770781
okx,POL_USDT_SWAP,2037,2025-06-23 21:00:00+00:00,2025-06-23 21:15:00+00:00,2025-06-24 05:45:00+00:00,0.021548436662525275,tp,34,0.0388053010718516
okx,SOON_USDT_SWAP,1984,2025-06-24 09:15:00+00:00,2025-06-24 09:30:00+00:00,2025-06-24 13:00:00+00:00,0.025209369512686264,tp,14,0.0468427784204381
okx,BCH_USDT_SWAP,2056,2025-06-25 01:45:00+00:00,2025-06-25 02:00:00+00:00,2025-06-25 20:00:00+00:00,0.02275161652348017,timeout,72,0.0216568544995794
okx,GPS_USDT_SWAP,2082,2025-06-25 08:15:00+00:00,2025-06-25 08:30:00+00:00,2025-06-25 11:45:00+00:00,0.03463321037020583,tp,13,0.0844573649149138
okx,MOVE_USDT_SWAP,2084,2025-06-25 09:30:00+00:00,2025-06-25 09:45:00+00:00,2025-06-26 03:45:00+00:00,0.026748889368781247,timeout,72,0.0265818470975804
okx,DOOD_USDT_SWAP,2266,2025-06-27 05:30:00+00:00,2025-06-27 05:45:00+00:00,2025-06-27 07:00:00+00:00,0.027881818958396382,tp,5,0.0390084653472544
okx,SHELL_USDT_SWAP,2267,2025-06-27 08:00:00+00:00,2025-06-27 08:15:00+00:00,2025-06-27 14:15:00+00:00,0.03427552029191974,tp,24,0.0480698993112203
okx,FARTCOIN_USDT_SWAP,2275,2025-06-27 08:15:00+00:00,2025-06-27 08:30:00+00:00,2025-06-27 18:45:00+00:00,0.028574198714359414,sl,41,-0.0204702912878331
okx,PENGU_USDT_SWAP,2375,2025-06-27 09:15:00+00:00,2025-06-27 09:30:00+00:00,2025-06-27 15:45:00+00:00,0.03256949443074514,tp,25,0.0487047943794736
okx,KMNO_USDT_SWAP,2326,2025-06-27 21:30:00+00:00,2025-06-27 21:45:00+00:00,2025-06-28 10:15:00+00:00,0.0231219613647475,tp,50,0.0338727495328921
okx,GRT_USDT_SWAP,2426,2025-06-27 21:45:00+00:00,2025-06-27 22:00:00+00:00,2025-06-28 16:00:00+00:00,0.021726333610972377,timeout,72,0.0204334365325076
okx,ZETA_USDT_SWAP,2321,2025-06-27 22:15:00+00:00,2025-06-27 22:30:00+00:00,2025-06-28 16:15:00+00:00,0.023514243617616365,tp,71,0.0244065263928021
okx,W_USDT_SWAP,2334,2025-06-28 01:15:00+00:00,2025-06-28 01:30:00+00:00,2025-06-28 02:15:00+00:00,0.044204464258699706,tp,3,0.0577350975666555
okx,LA_USDT_SWAP,1461,2025-06-28 15:15:00+00:00,2025-06-28 15:30:00+00:00,2025-06-29 04:45:00+00:00,0.02294331025664103,tp,53,0.0415174931830253
okx,JELLYJELLY_USDT_SWAP,2403,2025-06-28 16:45:00+00:00,2025-06-28 17:00:00+00:00,2025-06-28 17:30:00+00:00,0.04413817008476298,tp,2,0.0594457594401975
okx,SPK_USDT_SWAP,1090,2025-06-28 19:00:00+00:00,2025-06-28 19:15:00+00:00,2025-06-29 05:30:00+00:00,0.022288090462870714,tp,41,0.0454497666358439
okx,ETHFI_USDT_SWAP,2511,2025-06-28 19:00:00+00:00,2025-06-28 19:15:00+00:00,2025-06-29 09:45:00+00:00,0.02130393463314399,tp,58,0.036939047229918
okx,OP_USDT_SWAP,2606,2025-06-29 19:00:00+00:00,2025-06-29 19:15:00+00:00,2025-06-29 22:00:00+00:00,0.0212463021196856,tp,11,0.0338619283094741
okx,IMX_USDT_SWAP,2509,2025-06-29 19:15:00+00:00,2025-06-29 19:30:00+00:00,2025-06-29 21:45:00+00:00,0.021008026028062596,tp,9,0.0237614074204648
okx,MEME_USDT_SWAP,2514,2025-06-29 21:00:00+00:00,2025-06-29 21:15:00+00:00,2025-06-29 22:15:00+00:00,0.023234522996504917,tp,4,0.0247186002223198
okx,DYDX_USDT_SWAP,2521,2025-06-29 21:15:00+00:00,2025-06-29 21:30:00+00:00,2025-06-29 22:15:00+00:00,0.02331781379814606,tp,3,0.0262252887873744
okx,INJ_USDT_SWAP,2615,2025-06-29 21:15:00+00:00,2025-06-29 21:30:00+00:00,2025-06-29 22:30:00+00:00,0.02132502619698173,tp,4,0.0330228258035696
okx,ARKM_USDT_SWAP,2528,2025-06-29 21:45:00+00:00,2025-06-29 22:00:00+00:00,2025-06-29 22:30:00+00:00,0.021920271085369765,tp,2,0.0321006484342873
okx,KAITO_USDT_SWAP,2713,2025-07-01 22:15:00+00:00,2025-07-01 22:30:00+00:00,2025-07-02 01:15:00+00:00,0.023339178853927056,sl,11,-0.0164852871629681
okx,PENGU_USDT_SWAP,2833,2025-07-02 03:45:00+00:00,2025-07-02 04:00:00+00:00,2025-07-02 06:00:00+00:00,0.05133672690756441,tp,8,0.0797980271543969
okx,LRC_USDT_SWAP,2741,2025-07-02 05:30:00+00:00,2025-07-02 05:45:00+00:00,2025-07-02 12:15:00+00:00,0.02860065137820928,tp,26,0.0395363069990346
okx,PLUME_USDT_SWAP,2739,2025-07-02 05:45:00+00:00,2025-07-02 06:00:00+00:00,2025-07-02 14:15:00+00:00,0.04441584108679683,tp,33,0.0731783896491617
okx,NEIRO_USDT_SWAP,2741,2025-07-02 05:45:00+00:00,2025-07-02 06:00:00+00:00,2025-07-02 13:15:00+00:00,0.03668522552140727,tp,29,0.0525201805448685
okx,ETHFI_USDT_SWAP,2848,2025-07-02 07:15:00+00:00,2025-07-02 07:30:00+00:00,2025-07-02 16:15:00+00:00,0.031097770933089644,tp,35,0.0424928784369906
okx,VIRTUAL_USDT_SWAP,2845,2025-07-02 07:15:00+00:00,2025-07-02 07:30:00+00:00,2025-07-02 14:00:00+00:00,0.026647501215134303,tp,26,0.0369477250897538
okx,ORDI_USDT_SWAP,2847,2025-07-02 07:15:00+00:00,2025-07-02 07:30:00+00:00,2025-07-02 15:15:00+00:00,0.021487420567973616,tp,31,0.0300090285954897
okx,BIO_USDT_SWAP,2756,2025-07-02 07:30:00+00:00,2025-07-02 07:45:00+00:00,2025-07-02 12:15:00+00:00,0.021572282534941204,tp,18,0.034695546199708
okx,ZRO_USDT_SWAP,2846,2025-07-02 07:30:00+00:00,2025-07-02 07:45:00+00:00,2025-07-02 16:30:00+00:00,0.02103273384535019,tp,35,0.0371524372286549
okx,EIGEN_USDT_SWAP,2851,2025-07-02 07:45:00+00:00,2025-07-02 08:00:00+00:00,2025-07-02 15:15:00+00:00,0.026585149927338025,tp,29,0.0382199856858744
okx,THETA_USDT_SWAP,2745,2025-07-02 07:45:00+00:00,2025-07-02 08:00:00+00:00,2025-07-02 15:15:00+00:00,0.02025660791876049,tp,29,0.0261544553700217
okx,MUBARAK_USDT_SWAP,2751,2025-07-02 08:15:00+00:00,2025-07-02 08:30:00+00:00,2025-07-02 16:00:00+00:00,0.03202857629965812,tp,30,0.0496297181741607
okx,INJ_USDT_SWAP,2852,2025-07-02 08:30:00+00:00,2025-07-02 08:45:00+00:00,2025-07-02 15:15:00+00:00,0.027672728545438823,tp,26,0.0398995425508903
okx,STRK_USDT_SWAP,2748,2025-07-02 08:30:00+00:00,2025-07-02 08:45:00+00:00,2025-07-02 16:15:00+00:00,0.0242964359450092,tp,30,0.0337670929532132
okx,AIXBT_USDT_SWAP,2766,2025-07-02 09:00:00+00:00,2025-07-02 09:15:00+00:00,2025-07-02 13:15:00+00:00,0.027027540819970493,tp,16,0.0369102671646397
okx,GMT_USDT_SWAP,2757,2025-07-02 09:00:00+00:00,2025-07-02 09:15:00+00:00,2025-07-02 16:15:00+00:00,0.022766403913543697,tp,28,0.0265717293934555
okx,ARKM_USDT_SWAP,2766,2025-07-02 09:15:00+00:00,2025-07-02 09:30:00+00:00,2025-07-02 15:15:00+00:00,0.02461091238257368,tp,23,0.0292278082481771
okx,SHELL_USDT_SWAP,2752,2025-07-02 09:15:00+00:00,2025-07-02 09:30:00+00:00,2025-07-02 16:15:00+00:00,0.02083314154813103,tp,27,0.0313148989141642
okx,GALA_USDT_SWAP,2856,2025-07-02 09:15:00+00:00,2025-07-02 09:30:00+00:00,2025-07-02 15:15:00+00:00,0.020458555874708094,tp,23,0.0262963753501468
okx,SSV_USDT_SWAP,2752,2025-07-02 09:30:00+00:00,2025-07-02 09:45:00+00:00,2025-07-02 15:15:00+00:00,0.028344954383691986,tp,22,0.0375114483692684
okx,ONE_USDT_SWAP,2755,2025-07-02 09:30:00+00:00,2025-07-02 09:45:00+00:00,2025-07-02 16:00:00+00:00,0.02287811872110495,tp,25,0.0316817761337691
okx,SUSHI_USDT_SWAP,2752,2025-07-02 09:30:00+00:00,2025-07-02 09:45:00+00:00,2025-07-02 15:15:00+00:00,0.02159945023376965,tp,22,0.0249872817920855
okx,BOME_USDT_SWAP,2765,2025-07-02 09:45:00+00:00,2025-07-02 10:00:00+00:00,2025-07-02 14:00:00+00:00,0.022354896322211423,tp,16,0.0295902991705823
okx,LDO_USDT_SWAP,2758,2025-07-02 09:45:00+00:00,2025-07-02 10:00:00+00:00,2025-07-02 15:15:00+00:00,0.021373650443455065,tp,21,0.0273205425778375
okx,PEOPLE_USDT_SWAP,2756,2025-07-02 09:45:00+00:00,2025-07-02 10:00:00+00:00,2025-07-02 15:15:00+00:00,0.020458555874708094,tp,21,0.0287460250248055
