period,scope,variant,population,account,return_pct,max_drawdown_pct,trades,win_rate,profit_factor,peak_positions,top1_positive_profit_share,top5_positive_profit_share,return_minus_top1_contribution_pct,return_minus_top5_contribution_pct,natural_exits,boundary_marks,rejected,candidates,valid_candidates,initial_stop_rate,natural_win_rate,natural_big_winners,extra_exit_notional_fee_pct,stress40_static_pct,stress60_static_pct,actual_turnover_fee_static_pct
earlier,okx,volume4,without_useless,paired_actual,0.08148428977941512,7.34720231079069,80,0.2,1.0130151277419912,8,0.6928201465605481,0.9549775283382876,-4.3125342854248085,-5.97519437242853,79,1,0,80,80,0.7125,0.189873417721519,2,0.0005125290246681205,-0.34956044510919315,-0.7806051799978014,0.08097176075474699
earlier,okx,volume4,without_useless,paired_random,-1.0425690552881133,1.294071420062215,80,0.3375,0.3475753866396445,3,0.20530431362671708,0.7232514945060807,-1.156599700705958,-1.4442792447189146,78,2,0,80,80,0.075,0.34615384615384615,0,-0.0007806436794327695,-1.304494431143557,-1.5664198069990005,-1.0417884116086804
earlier,okx,expansion3,all_assets,full,4.296420897938267,4.237541087310481,27,0.18518518518518517,4.329535942999036,3,0.7935543640209776,1.0,-0.137022279142765,-1.2903963109251126,27,0,0,27,27,0.7407407407407407,0.18518518518518517,2,0.004423814693975828,4.169027101900765,4.041633305863263,4.291997083244292
earlier,okx,expansion3,all_assets,paired_actual,4.329386099118012,4.237541087310481,24,0.16666666666666666,5.081673435753148,3,0.824040224627003,1.0,-0.11225259313037987,-1.0606889961346178,24,0,0,24,24,0.75,0.16666666666666666,2,0.004424540952975285,4.234231245260803,4.139076391403593,4.324961558165037
earlier,okx,expansion3,all_assets,paired_random,0.023666320782926048,0.2688191612820634,24,0.4583333333333333,1.0812466525993285,1,0.3613609040725785,0.9576085671294249,-0.09014650597200702,-0.27793835399354316,24,0,0,24,24,0.041666666666666664,0.4583333333333333,0,9.55930052584364e-05,-0.04826036369261891,-0.12018704816816386,0.02357072777766761
earlier,okx,expansion3,without_useless,full,4.296420897938267,4.237541087310481,27,0.18518518518518517,4.329535942999036,3,0.7935543640209776,1.0,-0.137022279142765,-1.2903963109251126,27,0,0,27,27,0.7407407407407407,0.18518518518518517,2,0.004423814693975828,4.169027101900765,4.041633305863263,4.291997083244292
earlier,okx,expansion3,without_useless,paired_actual,4.329386099118012,4.237541087310481,24,0.16666666666666666,5.081673435753148,3,0.824040224627003,1.0,-0.11225259313037987,-1.0606889961346178,24,0,0,24,24,0.75,0.16666666666666666,2,0.004424540952975285,4.234231245260803,4.139076391403593,4.324961558165037
earlier,okx,expansion3,without_useless,paired_random,0.023666320782926048,0.2688191612820634,24,0.4583333333333333,1.0812466525993285,1,0.3613609040725785,0.9576085671294249,-0.09014650597200702,-0.27793835399354316,24,0,0,24,24,0.041666666666666664,0.4583333333333333,0,9.55930052584364e-05,-0.04826036369261891,-0.12018704816816386,0.02357072777766761
earlier,binance,baseline,all_assets,full,-1.0863073851092777,23.078416069656193,363,0.15977961432506887,0.9775748734620406,10,0.2923164082209135,0.6677892962102002,-14.929015255634498,-32.709616534130504,353,10,943,1306,1306,0.6391184573002755,0.14447592067988668,3,0.0018522474716255529,-4.024862241844087,-6.963417098578895,-1.0881596325809033
earlier,binance,baseline,all_assets,paired_actual,-2.7744578228862085,19.96748766138319,351,0.15954415954415954,0.9373169578663272,10,0.32773023138615515,0.7146824114293162,-16.371080343737507,-32.42465801771223,342,9,764,1115,1115,0.6467236467236467,0.14912280701754385,4,-9.768316209015459e-05,-5.451232483682469,-8.128007144478731,-2.774360139724118
earlier,binance,baseline,all_assets,paired_random,-15.63395981921791,15.64222916060677,1104,0.3052536231884058,0.3114817710776034,10,0.05713617330702907,0.21191829319905855,-16.03806771310639,-17.132797598936293,1100,4,11,1115,1115,0.06159420289855073,0.3054545454545455,0,-0.010825310432226638,-20.442609206209514,-25.251258593201122,-15.623134508785684
earlier,binance,baseline,without_useless,full,-1.2597512170156695,23.078416069656193,364,0.15934065934065933,0.9739388691984315,10,0.29403418459370834,0.6717135120351575,-15.10245908754089,-32.883060366036894,354,10,940,1304,1304,0.6428571428571429,0.1440677966101695,3,0.0016864755380534948,-4.205977972084826,-7.152204727153983,-1.261437692553723
earlier,binance,baseline,without_useless,paired_actual,-2.5967224567617815,19.953396559652347,351,0.15954415954415954,0.9411386033964895,10,0.32806232053045803,0.7152440535643435,-16.21759444933799,-32.293054791723584,342,9,763,1114,1114,0.6438746438746439,0.14912280701754385,4,6.556926050363954e-05,-5.25901417402733,-7.921305891292878,-2.5967880260222853
earlier,binance,baseline,without_useless,paired_random,-15.657145404935246,15.665412473732875,1103,0.3046237533998187,0.310379822241568,10,0.05733078300792924,0.21263947943604067,-16.061147835599137,-17.155587638584542,1099,4,11,1114,1114,0.061650045330915684,0.30482256596906276,0,-0.010853381206513274,-20.460909603357784,-25.264673801780326,-15.646292023728734
earlier,binance,volume4,all_assets,full,3.74516013267338,14.245417221956858,185,0.21621621621621623,1.1475911479703789,10,0.2198013857630624,0.6651483878116004,-2.6555431742226947,-15.624224053246353,182,3,14,199,199,0.6972972972972973,0.2032967032967033,4,0.005191877766562808,2.2984424987838787,0.8517248648943778,3.739968254906817
earlier,binance,volume4,all_assets,paired_actual,-7.543082792313813,11.261691759726345,154,0.17532467532467533,0.6464356668067158,10,0.30164737152498994,0.7247065490389006,-11.70319727740726,-17.537740451212223,152,2,6,160,160,0.7532467532467533,0.16447368421052633,2,-0.006333413231736415,-8.752752352891326,-9.962421913468841,-7.536749379082076
earlier,binance,volume4,all_assets,paired_random,-2.6158805049665244,2.8681708695235897,160,0.2625,0.299094475298243,3,0.17006856316956132,0.6466993622033796,-2.805721871630704,-3.3377675395452715,159,1,0,160,160,0.06875,0.2641509433962264,0,-0.0019503054909187209,-3.28145551901431,-3.947030533062095,-2.6139301994756057
earlier,binance,volume4,without_useless,full,3.74516013267338,14.245417221956858,185,0.21621621621621623,1.1475911479703789,10,0.2198013857630624,0.6651483878116004,-2.6555431742226947,-15.624224053246353,182,3,14,199,199,0.6972972972972973,0.2032967032967033,4,0.005191877766562808,2.2984424987838787,0.8517248648943778,3.739968254906817
earlier,binance,volume4,without_useless,paired_actual,-7.543082792313813,11.261691759726345,154,0.17532467532467533,0.6464356668067158,10,0.30164737152498994,0.7247065490389006,-11.70319727740726,-17.537740451212223,152,2,6,160,160,0.7532467532467533,0.16447368421052633,2,-0.006333413231736415,-8.752752352891326,-9.962421913468841,-7.536749379082076
earlier,binance,volume4,without_useless,paired_random,-2.6158805049665244,2.8681708695235897,160,0.2625,0.299094475298243,3,0.17006856316956132,0.6466993622033796,-2.805721871630704,-3.3377675395452715,159,1,0,160,160,0.06875,0.2641509433962264,0,-0.0019503054909187209,-3.28145551901431,-3.947030533062095,-2.6139301994756057
earlier,binance,expansion3,all_assets,full,1.9727976595485524,6.81138466860749,68,0.19117647058823528,1.2256566509825413,7,0.4024902047538929,0.9017978561556185,-2.3399946802499882,-7.69021237184546,67,1,0,68,68,0.7058823529411765,0.1791044776119403,3,0.0024129054124628455,1.532689906634183,1.0925821537198135,1.9703847541360895
earlier,binance,expansion3,all_assets,paired_actual,2.6705636884376287,6.313005789620685,53,0.16981132075471697,1.419535413866067,6,0.4798215532334921,0.9739977002073922,-1.6651470194581297,-6.130567127376387,53,0,0,53,53,0.7547169811320755,0.16981132075471697,3,0.0029888859206827043,2.3522414561924574,2.033919223947286,2.667574802516946
earlier,binance,expansion3,all_assets,paired_random,-1.1427279201287892,1.3207009977191264,53,0.20754716981132076,0.24013505440401595,2,0.5277652549183397,0.9647985146424187,-1.3333190944933961,-1.4911443424250592,53,0,0,53,53,0.07547169811320754,0.20754716981132076,0,-0.0009558856244870983,-1.3295702157704612,-1.5164125114121332,-1.141772034504302
earlier,binance,expansion3,without_useless,full,1.9727976595485524,6.81138466860749,68,0.19117647058823528,1.2256566509825413,7,0.4024902047538929,0.9017978561556185,-2.3399946802499882,-7.69021237184546,67,1,0,68,68,0.7058823529411765,0.1791044776119403,3,0.0024129054124628455,1.532689906634183,1.0925821537198135,1.9703847541360895
earlier,binance,expansion3,without_useless,paired_actual,2.6705636884376287,6.313005789620685,53,0.16981132075471697,1.419535413866067,6,0.4798215532334921,0.9739977002073922,-1.6651470194581297,-6.130567127376387,53,0,0,53,53,0.7547169811320755,0.16981132075471697,3,0.0029888859206827043,2.3522414561924574,2.033919223947286,2.667574802516946
earlier,binance,expansion3,without_useless,paired_random,-1.1427279201287892,1.3207009977191264,53,0.20754716981132076,0.24013505440401595,2,0.5277652549183397,0.9647985146424187,-1.3333190944933961,-1.4911443424250592,53,0,0,53,53,0.07547169811320754,0.20754716981132076,0,-0.0009558856244870983,-1.3295702157704612,-1.5164125114121332,-1.141772034504302
earlier,gate,baseline,all_assets,full,12.689229751649966,12.226580073807947,367,0.14986376021798364,2.763435908108232,10,0.3425997148400417,0.820491763756361,5.87664411482059,-3.6262257574510235,358,9,592,959,959,0.662125340599455,0.1424581005586592,4,0.01316555881415384,12.212900689146027,11.736571626642087,12.676064192835813
earlier,gate,baseline,all_assets,paired_actual,3.6215401103046316,4.315208114526481,350,0.13714285714285715,1.548756273809767,10,0.3566307119425595,0.941102075080361,-0.023611701309877844,-5.99754153077926,346,4,473,823,823,0.7,0.1329479768786127,3,0.003986514657325034,3.256565563284336,2.891591016264041,3.6175535956473066
earlier,gate,baseline,all_assets,paired_random,-0.4845954464098031,1.953889136404685,803,0.33997509339975096,0.7668643539059813,10,0.44275644019519333,0.6633915669053109,-1.1903506441107994,-1.5420437496982304,801,2,20,823,823,0.09090909090909091,0.3408239700374532,0,6.505046841221656e-05,-1.03424136123131,-1.5838872760528164,-0.48466049687821533
earlier,gate,baseline,without_useless,full,12.694365199413763,12.226560956988287,366,0.15300546448087432,2.768050344950894,10,0.34274956899985287,0.8209050192502554,5.882480897268754,-3.620491243732518,357,9,591,957,957,0.6612021857923497,0.14565826330532214,4,0.013169591748708997,12.219138650118467,11.743912100823168,12.681195607665055
earlier,gate,baseline,without_useless,paired_actual,3.6215401103046316,4.315208114526481,350,0.13714285714285715,1.548756273809767,10,0.3566307119425595,0.941102075080361,-0.023611701309877844,-5.99754153077926,346,4,473,823,823,0.7,0.1329479768786127,3,0.003986514657325034,3.256565563284336,2.891591016264041,3.6175535956473066
earlier,gate,baseline,without_useless,paired_random,-0.4845954464098031,1.953889136404685,803,0.33997509339975096,0.7668643539059813,10,0.44275644019519333,0.6633915669053109,-1.1903506441107994,-1.5420437496982304,801,2,20,823,823,0.09090909090909091,0.3408239700374532,0,6.505046841221656e-05,-1.03424136123131,-1.5838872760528164,-0.48466049687821533
earlier,gate,volume4,all_assets,full,-2.2270572287496324,5.011306228271295,196,0.14285714285714285,0.42943987854100546,10,0.3641135724024167,0.8369354823969499,-2.837393531149537,-3.6299494755370927,193,3,14,210,210,0.75,0.13471502590673576,2,-0.001985207471460874,-2.468906986038373,-2.7107567433271145,-2.2250720212781716
earlier,gate,volume4,all_assets,paired_actual,-3.0382956500140716,3.817540676340414,166,0.10240963855421686,0.14846036785979783,10,0.49454576105750403,0.9304528916558565,-3.3002599933043575,-3.5311630445378146,164,2,10,176,176,0.8072289156626506,0.0975609756097561,2,-0.002836005336563186,-3.2405859634649,-3.442876276915729,-3.0354596446775086
earlier,gate,volume4,all_assets,paired_random,-0.06834372315154177,0.2928845186889628,172,0.38372093023255816,0.6851934248459509,4,0.2523226295663435,0.7286735810379463,-0.10587766944948822,-0.17673667667463996,171,1,4,176,176,0.0755813953488372,0.38596491228070173,0,7.837185261807309e-06,-0.14452463156469525,-0.22070553997784875,-0.06835156033680358
earlier,gate,volume4,without_useless,full,-2.2270572287496324,5.011306228271295,196,0.14285714285714285,0.42943987854100546,10,0.3641135724024167,0.8369354823969499,-2.837393531149537,-3.6299494755370927,193,3,14,210,210,0.75,0.13471502590673576,2,-0.001985207471460874,-2.468906986038373,-2.7107567433271145,-2.2250720212781716
earlier,gate,volume4,without_useless,paired_actual,-3.0382956500140716,3.817540676340414,166,0.10240963855421686,0.14846036785979783,10,0.49454576105750403,0.9304528916558565,-3.3002599933043575,-3.5311630445378146,164,2,10,176,176,0.8072289156626506,0.0975609756097561,2,-0.002836005336563186,-3.2405859634649,-3.442876276915729,-3.0354596446775086
earlier,gate,volume4,without_useless,paired_random,-0.06834372315154177,0.2928845186889628,172,0.38372093023255816,0.6851934248459509,4,0.2523226295663435,0.7286735810379463,-0.10587766944948822,-0.17673667667463996,171,1,4,176,176,0.0755813953488372,0.38596491228070173,0,7.837185261807309e-06,-0.14452463156469525,-0.22070553997784875,-0.06835156033680358
earlier,gate,expansion3,all_assets,full,3.3641051503116906,3.6017273488625268,56,0.25,4.492591680360547,6,0.8423584272696105,0.9837647355113458,-0.28104666130281886,-0.8929565609067596,55,1,0,56,56,0.6785714285714286,0.23636363636363636,3,0.0034222003068879606,3.306009993735443,3.2479148371591955,3.3606829500048025
earlier,gate,expansion3,all_assets,paired_actual,2.988030915363532,3.599883362131484,41,0.17073170731707318,4.6597096637524515,4,0.9581164771753308,0.9997062761126442,-0.6571208962509777,-0.8153491853499959,41,0,0,41,41,0.7560975609756098,0.17073170731707318,3,0.0030211467478971194,2.954915082829972,2.9217992502964116,2.9850097686156345
earlier,gate,expansion3,all_assets,paired_random,-0.10789178483835712,0.13042559944225207,41,0.3902439024390244,0.17845202867326834,2,0.8771793256036025,0.9672247515156731,-0.1284490494759738,-0.13055932225127842,41,0,0,41,41,0.07317073170731707,0.3902439024390244,0,-9.920764146602503e-05,-0.11657592821061713,-0.1252600715828771,-0.1077925771968911
earlier,gate,expansion3,without_useless,full,3.3641051503116906,3.6017273488625268,56,0.25,4.492591680360547,6,0.8423584272696105,0.9837647355113458,-0.28104666130281886,-0.8929565609067596,55,1,0,56,56,0.6785714285714286,0.23636363636363636,3,0.0034222003068879606,3.306009993735443,3.2479148371591955,3.3606829500048025
earlier,gate,expansion3,without_useless,paired_actual,2.988030915363532,3.599883362131484,41,0.17073170731707318,4.6597096637524515,4,0.9581164771753308,0.9997062761126442,-0.6571208962509777,-0.8153491853499959,41,0,0,41,41,0.7560975609756098,0.17073170731707318,3,0.0030211467478971194,2.954915082829972,2.9217992502964116,2.9850097686156345
earlier,gate,expansion3,without_useless,paired_random,-0.10789178483835712,0.13042559944225207,41,0.3902439024390244,0.17845202867326834,2,0.8771793256036025,0.9672247515156731,-0.1284490494759738,-0.13055932225127842,41,0,0,41,41,0.07317073170731707,0.3902439024390244,0,-9.920764146602503e-05,-0.11657592821061713,-0.1252600715828771,-0.1077925771968911
earlier,combined,baseline,all_assets,full,22.407169651877453,16.502316901719162,375,0.176,1.5958531229610127,10,0.27821823649399824,0.6976907336736672,5.710636898029712,-19.46289729137894,365,10,2498,2873,2873,0.6293333333333333,0.16164383561643836,5,0.024698358500466453,20.11598080328829,17.82479195469913,22.382471293376987
earlier,combined,baseline,all_assets,paired_actual,2.412540665205248,16.236207155694938,390,0.15384615384615385,1.0652195980067198,10,0.36488350059731206,0.7792692951013841,-11.965175261184038,-28.29345874771493,382,8,2064,2454,2454,0.6692307692307692,0.14659685863874344,5,0.004539279055052553,0.28580227535758596,-1.8409361144900762,2.4080013861501954
earlier,combined,baseline,all_assets,paired_random,-18.846048130770768,18.85400263155833,2129,0.3269140441521841,0.34011177819054356,10,0.06697498027762616,0.18377623254945463,-19.496603379994923,-20.631141493577264,2124,5,325,2454,2454,0.0643494598403006,0.3272128060263653,0,-0.012493682018789972,-25.19841424275196,-31.55078035473315,-18.83355444875198
earlier,combined,baseline,without_useless,full,22.407169651877453,16.502316901719162,375,0.176,1.5958531229610127,10,0.27821823649399824,0.6976907336736672,5.710636898029712,-19.46289729137894,365,10,2492,2867,2867,0.6293333333333333,0.16164383561643836,5,0.024698358500466453,20.11598080328829,17.82479195469913,22.382471293376987
earlier,combined,baseline,without_useless,paired_actual,2.737935122492898,16.21964439585224,388,0.15463917525773196,1.0745233355124746,10,0.36532590587451713,0.7799424153598528,-11.684121276214409,-28.052034384699432,380,8,2064,2452,2452,0.6649484536082474,0.14736842105263157,5,0.00484155334452748,0.6343169004582196,-1.4693013215764585,2.7330935691483704
earlier,combined,baseline,without_useless,paired_random,-18.876047998847874,18.88399955912584,2127,0.32628114715561823,0.33896213556379406,10,0.06718888840995699,0.18437047444316793,-19.526377386253895,-20.660592148005342,2122,5,325,2452,2452,0.06440996708979783,0.326578699340245,0,-0.012531416821924381,-25.220679175771707,-31.56531035269554,-18.863516582025948
earlier,combined,volume4,all_assets,full,4.669341496717039,14.291285845340507,254,0.20866141732283464,1.2063507778137712,10,0.3217115768863024,0.7538701811716491,-4.112585557074785,-15.909442155255816,248,6,250,504,504,0.6929133858267716,0.1935483870967742,3,0.006029918112946684,3.308764880487315,1.948188264257591,4.663311578604093
earlier,combined,volume4,all_assets,paired_actual,-7.799748368956876,11.025262727346718,235,0.1574468085106383,0.6129495401170642,10,0.3323327397675087,0.7563383681123295,-11.904726573817607,-17.142049457838603,231,4,180,415,415,0.7659574468085106,0.1471861471861472,1,-0.006655528661666857,-8.943968076247087,-10.088187783537299,-7.793092840295209
earlier,combined,volume4,all_assets,paired_random,-3.097792559347159,3.2896287177161865,379,0.32981530343007914,0.35936061931865243,7,0.10924091724081797,0.4516481362761748,-3.2876180459118283,-3.8826113744039055,376,3,36,415,415,0.0712401055408971,0.3324468085106383,0,-0.0022249407090962165,-3.970644409598062,-4.8434962598489655,-3.0955676186380625
earlier,combined,volume4,without_useless,full,4.669341496717039,14.291285845340507,254,0.20866141732283464,1.2063507778137712,10,0.3217115768863024,0.7538701811716491,-4.112585557074785,-15.909442155255816,248,6,250,504,504,0.6929133858267716,0.1935483870967742,3,0.006029918112946684,3.308764880487315,1.948188264257591,4.663311578604093
earlier,combined,volume4,without_useless,paired_actual,-7.799748368956876,11.025262727346718,235,0.1574468085106383,0.6129495401170642,10,0.3323327397675087,0.7563383681123295,-11.904726573817607,-17.142049457838603,231,4,180,415,415,0.7659574468085106,0.1471861471861472,1,-0.006655528661666857,-8.943968076247087,-10.088187783537299,-7.793092840295209
earlier,combined,volume4,without_useless,paired_random,-3.097792559347159,3.2896287177161865,379,0.32981530343007914,0.35936061931865243,7,0.10924091724081797,0.4516481362761748,-3.2876180459118283,-3.8826113744039055,376,3,36,415,415,0.0712401055408971,0.3324468085106383,0,-0.0022249407090962165,-3.970644409598062,-4.8434962598489655,-3.0955676186380625
earlier,combined,expansion3,all_assets,full,1.7372945046480164,6.859695442248103,100,0.19,1.1929349692437108,9,0.40112929177973083,0.8987038143155087,-2.5715779810333244,-7.9164511021609485,99,1,51,151,151,0.71,0.18181818181818182,3,0.0022150653522498265,1.2595236570461312,0.7817528094442461,1.7350794392957665
earlier,combined,expansion3,all_assets,paired_actual,2.4249940012739826,6.325045190464074,80,0.15,1.3662402708160861,8,0.47879222305564767,0.9721180201593397,-1.9063107523536738,-6.369090779242353,80,0,38,118,118,0.7625,0.15,3,0.0027819136396771754,2.0680743628707536,1.7111547244675243,2.422212087634305
earlier,combined,expansion3,all_assets,paired_random,-1.0674285478487144,1.2384264449280091,110,0.3090909090909091,0.3956371565512345,2,0.27242303296496884,0.832416671955189,-1.2577912905817192,-1.6491015401997187,110,0,8,118,118,0.07272727272727272,0.3090909090909091,0,-0.0008176967481741924,-1.3171603475232,-1.566892147197686,-1.0666108511005403
earlier,combined,expansion3,without_useless,full,1.7372945046480164,6.859695442248103,100,0.19,1.1929349692437108,9,0.40112929177973083,0.8987038143155087,-2.5715779810333244,-7.9164511021609485,99,1,51,151,151,0.71,0.18181818181818182,3,0.0022150653522498265,1.2595236570461312,0.7817528094442461,1.7350794392957665
earlier,combined,expansion3,without_useless,paired_actual,2.4249940012739826,6.325045190464074,80,0.15,1.3662402708160861,8,0.47879222305564767,0.9721180201593397,-1.9063107523536738,-6.369090779242353,80,0,38,118,118,0.7625,0.15,3,0.0027819136396771754,2.0680743628707536,1.7111547244675243,2.422212087634305
earlier,combined,expansion3,without_useless,paired_random,-1.0674285478487144,1.2384264449280091,110,0.3090909090909091,0.3956371565512345,2,0.27242303296496884,0.832416671955189,-1.2577912905817192,-1.6491015401997187,110,0,8,118,118,0.07272727272727272,0.3090909090909091,0,-0.0008176967481741924,-1.3171603475232,-1.566892147197686,-1.0666108511005403
known,okx,baseline,all_assets,full,8.860310851871938,10.446868573190304,384,0.18489583333333334,1.43743340819773,10,0.2458308635521538,0.7173403699779795,1.7028142351770403,-12.025436352310109,374,10,618,1002,1002,0.6119791666666666,0.16310160427807488,4,0.010584201790493878,7.13641991325003,5.412528974628121,8.849726650081445
known,okx,baseline,all_assets,paired_actual,19.801838479610712,8.401353698671244,362,0.17403314917127072,2.0374319187923087,10,0.19868773096493386,0.7326104898015411,12.07503149733472,-8.688797657787415,355,7,426,788,788,0.6160220994475138,0.15774647887323945,5,0.021466304198244076,18.137372760977346,16.47290704234398,19.780372175412467
known,okx,baseline,all_assets,paired_random,-5.252880667946287,6.578621082601,782,0.30562659846547313,0.46580754421852394,9,0.49606655863796884,0.6734696241532573,-7.525079087935274,-8.33766150887452,781,1,6,788,788,0.07161125319693094,0.3060179257362356,0,-0.002945031873271094,-7.5607294626213974,-9.868578257296509,-5.249935636073016
known,okx,baseline,without_useless,full,1.7915332258517738,10.446868573190304,388,0.18298969072164947,1.0880315480611304,10,0.23595422432821278,0.6805590830041398,-3.4330995797675894,-13.277793552886946,378,10,611,999,999,0.6108247422680413,0.16137566137566137,3,0.0035125335903369876,0.07053286136656767,-1.6504675031186384,1.7880206922614368
known,okx,baseline,without_useless,paired_actual,12.251458490955644,8.401353698671244,360,0.175,1.643611156718326,10,0.24696576467204137,0.753831597718187,4.524651508679652,-11.333637445090753,354,6,425,785,785,0.6166666666666667,0.16101694915254236,4,0.013898013535750228,10.604903446161082,8.958348401366518,12.237560477419894
known,okx,baseline,without_useless,paired_random,-5.10126807461209,6.4291235491444665,779,0.306803594351733,0.4731025051092811,9,0.49606546451285155,0.6734681387476829,-7.373466494601076,-8.186048915540322,778,1,6,785,785,0.07188703465982028,0.30719794344473006,0,-0.0028082903994728287,-7.394245749751268,-9.687223424890446,-5.098459784212618
known,okx,volume4,all_assets,full,35.998971043229915,9.254308583170346,159,0.1949685534591195,5.028204534476855,10,0.18351655644139783,0.7254501267388656,27.752526166411702,3.400361974716834,155,4,14,173,173,0.710691823899371,0.17419354838709677,5,0.03685735096422789,35.14059112223191,34.2822112012339,35.96211369226569
known,okx,volume4,all_assets,paired_actual,25.18617177203283,5.248933179539206,127,0.1732283464566929,4.553112972057568,10,0.25550840408466,0.8625926557904453,16.93972689521461,-2.653706186608455,126,1,0,127,127,0.7322834645669292,0.16666666666666666,4,0.02584477640049544,24.527567143570245,23.868962515107665,25.16032699563233
known,okx,volume4,all_assets,paired_random,-3.2226701005196667,3.8326820274023454,127,0.2204724409448819,0.02604124906196481,4,0.1922891379559788,0.6456251743969821,-3.2392389308024114,-3.2783011884457056,127,0,0,127,127,0.07874015748031496,0.2204724409448819,0,-0.0027604580838759235,-3.6848821171634283,-4.147094133807189,-3.2199096424357907
known,okx,volume4,without_useless,full,28.841474426535,9.874402847166873,158,0.189873417721519,4.227296633741304,10,0.21828578905132112,0.7389212761289148,20.595029549716784,0.9263563678297069,154,4,14,172,172,0.7151898734177216,0.16883116883116883,4,0.02969358807169739,27.989360781372593,27.13724713621019,28.811780838463303
known,okx,volume4,without_useless,paired_actual,18.028675155337943,5.629552924097625,126,0.16666666666666666,3.543376585502933,10,0.3283192178520505,0.8652815082478823,9.782230278519727,-3.704735113419873,125,1,0,126,126,0.7380952380952381,0.16,3,0.018681013507964937,17.37633680271096,16.72399845008398,18.009994141829978
known,okx,volume4,without_useless,paired_random,-3.155479385412662,3.7763660259766074,126,0.2222222222222222,0.02658101508015205,4,0.1922891379559788,0.6456251743969821,-3.172048215695407,-3.2111104733387013,126,0,0,126,126,0.07936507936507936,0.2222222222222222,0,-0.0027004946142115405,-3.610464156613798,-4.065448927814933,-3.15277889079845
